"taxon","tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"Coleophora trigeminella","NHMSYS0000501935","01","01","1700",,,
"Cydia splendana","NHMSYS0021143357","01","01","1700",,,
"Litoligia literosa","NHMSYS0021144686","01","01","1700",,,
"Watsonalla binaria","NBNSYS0100005987","01","01","1700",,,
"Autographa gamma","NBNSYS0000006546","01","01","1700",,,
"Idaea dilutaria","NHMSYS0021143845","01","01","1851",,,
"Apoda limacodes","NBNSYS0000005683","01","01","1700",,,
"Coleophora versurella","NHMSYS0000501939","01","01","1700",,,
"Epinotia abbreviana","NHMSYS0000502428","01","01","1700",,,
"Athrips mouffetella","NHMSYS0000501423","01","01","1700",,,
"Tethea or hibernica","NHMSYS0021143796","01","01","1700",,,
"Xestia agathina hebridicola","NHMSYS0021144938","01","01","1700",,,
"Eupoecilia ambiguella","NHMSYS0000502635","01","01","1700",,,
"Scrobipalpa acuminatella","NHMSYS0000504138","01","01","1700",,,
"Stigmella tiliae","NHMSYS0000504390","01","01","1700",,,
"Epinotia mercuriana","NHMSYS0000502438","01","01","1700",,,
"Cedestis subfasciella","NHMSYS0000501686","01","01","1700",,,
"Eupithecia valerianata","NHMSYS0021144121","01","01","1700",,,
"Panemeria tenebrata","NBNSYS0000006503","01","01","1700",,,
"Bucculatrix thoracella","NHMSYS0000501576","01","01","1700",,,
"Opostega spatulella","NHMSYS0000503499","01","01","1700","25","05","2005"
"Pyrausta aerealis","NHMSYS0021143707","01","01","1700",,,
"Notocelia uddmanniana","NHMSYS0021143311","01","01","1700",,,
"Phyllonorycter anderidae","NHMSYS0000503759","01","01","1700",,,
"Acontia lucida","NBNSYS0000006521","01","01","1800",,,
"Lithophane furcifera suffusa","NHMSYS0021144731","01","01","1700","10","05","1959"
"Perizoma blandiata","NHMSYS0000522442","01","01","1700",,,
"Anania lancealis","NHMSYS0021127793","01","01","1700",,,
"Dichrorampha sylvicolana","NHMSYS0000502172","01","01","1700",,,
"Aleucis distinctata","NHMSYS0021144272","01","01","1700",,,
"Cyclophora punctaria","NBNSYS0000005753","01","01","1700",,,
"Sophronia semicostella","NHMSYS0021142731","01","01","1700",,,
"Ancylis comptana","NHMSYS0000501095","01","01","1700",,,
"Eupithecia innotata","NBNSYS0000005936","01","01","1700",,,
"Stigmella speciosa","NHMSYS0000504384","01","01","1700",,,
"Esperia sulphurella","NHMSYS0000502500","01","01","1700",,,
"Enteucha acetosae","NBNSYS0100003017","01","01","1700",,,
"Endothenia ericetana","NHMSYS0000502360","01","01","1700",,,
"Cucullia absinthii","NBNSYS0000006304","01","01","1700",,,
"Agriphila tristella","NHMSYS0021143763","01","01","1700",,,
"Tinagma ocnerostomella","NHMSYS0000504526","01","01","1700",,,
"Stigmella trimaculella","NHMSYS0000504393","01","01","1700",,,
"Lycia lapponaria lapponaria","NHMSYS0021144215","01","01","1700",,,
"Coptotriche angusticollella","NHMSYS0021142183","01","01","1700",,,
"Aethes smeathmanniana","NHMSYS0000501017","01","01","1700",,,
"Elachista tengstromi","NHMSYS0021142278","01","01","1700",,,
"Schoenobius gigantella","NHMSYS0021143785","01","01","1700",,,
"Eriocrania sparrmannella","NHMSYS0000502488","01","01","1700",,,
"Scotopteryx peribolata","NHMSYS0021143906","01","01","1890",,,
"Coleophora milvipennis","NHMSYS0000501899","01","01","1700",,,
"Pseudoips prasinana prasinana","NHMSYS0021144965","01","01","1700",,,
"Hypena rostralis","NBNSYS0000006584","01","01","1700",,,
"Hecatera dysodea","NHMSYS0021144844","01","01","1700",,,
"Isophrictis striatella","NHMSYS0021142691","01","01","1700",,,
"Sabra harpagula","NBNSYS0000005722","01","01","1961",,,
"Cleora cinctaria cinctaria","NHMSYS0021144238","01","01","1700",,,
"Teleiodes wagae","NHMSYS0000504466","01","01","1700",,,
"Lycia zonaria zonaria","NHMSYS0021144217","01","01","1700",,,
"Zygaena filipendulae","NBNSYS0000005670","01","01","1700",,,
"Euclidia glyphica","MM0001Z100DH5JN1","01","01","1700",,,
"Acleris holmiana","NBNSYS0100001407","01","01","1700",,,
"Rhyacia lucipeta","NHMSYS0021144919","15","07","1968",,,
"Cydia pactolana","NHMSYS0000502068","01","01","1965",,,
"Chloroclystis v-ata","NBNSYS0000005946","01","01","1700",,,
"Cryptoblabes bistriga","NHMSYS0000502032","01","01","1700",,,
"Dichrorampha senectana","NHMSYS0000502169","01","01","1700",,,
"Ancylis laetana","NHMSYS0000501099","01","01","1700",,,
"Chlorissa cloraria","NHMSYS0021144334","01","01","1862",,,
"Thiotricha subocellea","NBNSYS0100005809","01","01","1700",,,
"Catarhoe cuculata","NBNSYS0000005814","01","01","1700",,,
"Choreutis pariana","NBNSYS0100002383","01","01","1700",,,
"Elachista utonella","NHMSYS0021142306","01","01","1700",,,
"Jodia croceago","NHMSYS0021144722","01","01","1700","04","11","1994"
"Agonopterix putridella","NHMSYS0021142591","01","01","1700",,,
"Calliteara pudibunda","NBNSYS0000006114","01","01","1700",,,
"Euclidia mi","NHMSYS0021144454","01","01","1700",,,
"Calophasia lunula","NBNSYS0000006316","01","01","1939",,,
"Eupithecia pusillata","NHMSYS0021144088","01","01","1700",,,
"Caloptilia rufipennella","NHMSYS0000501614","01","01","1700",,,
"Evergestis forficalis","NHMSYS0000502668","01","01","1700",,,
"Comibaena bajularia","NHMSYS0021144316","01","01","1700",,,
"Clostera pigra","NBNSYS0000006103","01","01","1700",,,
"Perizoma albulata albulata","NHMSYS0021144060","01","01","1700",,,
"Nemapogon granella","NHMSYS0000503335","01","01","1700",,,
"Agdistis tamaricis","NHMSYS0020973907","01","01","1700",,,
"Zygaena purpuralis","NHMSYS0000520673","01","01","1700",,,
"Megalographa biloba","NBNSYS0100003895","19","07","1954",,,
"Tethea ocularis ocularis","NHMSYS0021143792","01","01","1700",,,
"Eulamprotes wilkella","NHMSYS0000502577","01","01","1700",,,
"Cosmorhoe ocellata","NBNSYS0000005832","01","01","1700",,,
"Udea olivalis","NHMSYS0021143728","01","01","1700",,,
"Acrobasis advenella","NHMSYS0021128173","01","01","1700",,,
"Crocallis elinguaria","NBNSYS0000006012","01","01","1700",,,
"Noctua pronuba","NBNSYS0000006193","01","01","1700",,,
"Cosmia diffinis","NBNSYS0000006413","01","01","1700",,,
"Anticlea derivata","NHMSYS0021143944","01","01","1700",,,
"Laothoe populi","NBNSYS0000006069","01","01","1700",,,
"Archips oporana","NHMSYS0000501287","01","01","1700",,,
"Semioscopis avellanella","NHMSYS0000504191","01","01","1700",,,
"Euchromius ocellea","NHMSYS0000502522","01","01","1700",,,
"Conistra rubiginosa","NHMSYS0021144718","06","11","2011",,,
"Chiasmia clathrata hugginsi","NHMSYS0021144172","01","01","1700",,,
"Parectropis similaria","NBNSYS0100004476","01","01","1700",,,
"Scythris potentillella","MM0001Z1000RH411","01","01","1700",,,
"Carpatolechia fugitivella","NBNSYS0100002199","01","01","1700",,,
"Ectoedemia decentella","NBNSYS0100002913","01","01","1700",,,
"Ancylis unculana","NHMSYS0000501107","01","01","1700",,,
"Trigonophora flammea","NBNSYS0000006344","01","07","1850",,,
"Eudonia truncicolella","NHMSYS0000502560","01","01","1700",,,
"Udea uliginosalis","NBNSYS0000026924","01","01","1700",,,
"Phymatopus hecta","NHMSYS0021142347","01","01","1700",,,
"Argyresthia trifasciata","NHMSYS0000501391","01","01","1700",,,
"Fabula zollikoferi","NHMSYS0021144628","01","01","1867",,,
"Noctua interjecta interjecta","NHMSYS0021144924","01","01","1700",,,
"Polychrysia moneta","NBNSYS0000006542","01","01","1900",,,
"Mythimna albipuncta","NHMSYS0021144867","01","01","1985",,,
"Stigmella splendidissimella","NHMSYS0000504386","01","01","1700",,,
"Anania stachydalis","NHMSYS0021127799","01","01","1700",,,
"Enarmonia formosana","NHMSYS0000502357","01","01","1700",,,
"Coleophora artemisicolella","NHMSYS0021142225","01","01","1700",,,
"Coleophora ramosella","NHMSYS0000501915","01","01","1700",,,
"Eupithecia distinctaria","NHMSYS0000520033","01","01","1700",,,
"Scoparia ancipitella","NHMSYS0000504117","01","01","1700",,,
"Parornix devoniella","NHMSYS0000503645","01","01","1700",,,
"Epinotia tedella","NHMSYS0000502454","01","01","1700",,,
"Agonopterix nanatella","NHMSYS0000501062","01","01","1700",,,
"Platytes alpinella","NHMSYS0021143777","01","01","1700",,,
"Epiblema sticticana","NBNSYS0100003031","01","01","1700",,,
"Mesapamea didyma","NBNSYS0000006443","01","01","1700",,,
"Phyllonorycter junoniella","NHMSYS0000503781","01","01","1700",,,
"Tathorhynchus exsiccata","NBNSYS0000006391","01","01","1700",,,
"Altenia scriptella","NBNSYS0100001488","01","01","1700",,,
"Xanthorhoe spadicearia","NHMSYS0021143920","01","01","1700",,,
"Ectoedemia heringi","NHMSYS0000502271","01","01","1700",,,
"Phyllonorycter trifasciella","NHMSYS0000503816","01","01","1700",,,
"Pammene aurana","NBNSYS0100004398","01","01","1700",,,
"Scoparia pyralella","NHMSYS0021143745","01","01","1700",,,
"Sciota hostilis","NBNSYS0000026980","01","01","1700",,,
"Monopis crocicapitella","NHMSYS0000503285","01","01","1700",,,
"Epinotia tetraquetrana","NHMSYS0000502456","01","01","1700",,,
"Hadena caesia mananii","NHMSYS0021144852","01","01","1700",,,
"Zeuzera pyrina","NBNSYS0000005661","01","01","1700",,,
"Apamea lateritia","NBNSYS0000006427","01","01","1887",,,
"Eupithecia venosata fumosae","NHMSYS0021144084","01","01","1700",,,
"Elachista dispunctella","NHMSYS0021142262","01","01","1700",,,
"Acleris forsskaleana","NBNSYS0100001406","01","01","1700",,,
"Clavigesta sylvestrana","NHMSYS0000501303","01","01","1700",,,
"Plutella porrectella","NHMSYS0000503884","01","01","1700",,,
"Cochylimorpha straminea","NBNSYS0100002511","01","01","1700",,,
"Cleorodes lichenaria","NBNSYS0000006037","01","01","1700",,,
"Photedes captiuncula","NBNSYS0000006444","01","01","1700",,,
"Angerona prunaria","NBNSYS0000006015","01","01","1700",,,
"Phyllonorycter tristrigella","NHMSYS0000503817","01","01","1700",,,
"Zygaena trifolii","NBNSYS0000005673","01","01","1700",,,
"Costaconvexa polygrammata","NBNSYS0000005819","01","01","1700",,,
"Achroia grisella","NHMSYS0000500919","01","01","1700",,,
"Jordanita globulariae","NHMSYS0000502970","01","01","1700",,,
"Eupithecia insigniata","NHMSYS0000502605","01","01","1700",,,
"Epirrita christyi","NBNSYS0000005876","01","01","1700",,,
"Metzneria neuropterella","NHMSYS0000503226","01","01","1700",,,
"Elachista consortella","NHMSYS0021142317","01","01","1700",,,
"Rhigognostis annulatella","NHMSYS0000504042","01","01","1700",,,
"Pareulype berberata","NHMSYS0021144040","01","01","1700",,,
"Ochropacha duplaris","NBNSYS0000005730","01","01","1700",,,
"Trifurcula beirnei","NBNSYS0100005898","01","01","1700",,,
"Selidosema brunnearia brunnearia","NHMSYS0021144233","01","01","1700",,,
"Orthosia cerasi","NBNSYS0000006280","01","01","1700",,,
"Colocasia coryli","NBNSYS0000006530","01","01","1700",,,
"Coleophora vulnerariae","NBNSYS0100002535","01","01","1700","31","12","1889"
"Monochroa hornigi","NHMSYS0000503274","01","01","1700",,,
"Pammene populana","NHMSYS0000503563","01","01","1700",,,
"Coleophora saxicolella","NHMSYS0021142215","01","01","1700",,,
"Euthrix potatoria","NBNSYS0000005712","01","01","1700",,,
"Pammene agnotana","NHMSYS0000503550","01","01","1700",,,
"Lacanobia splendens","NHMSYS0001703672","05","07","2001",,,
"Acrolepia autumnitella","NBNSYS0000026058","01","01","1700",,,
"Scotopteryx moeniata","NBNSYS0000005804","01","01","1973",,,
"Stigmella dryadella","NHMSYS0021142125","01","01","1700",,,
"Apamea oblonga","NBNSYS0000006424","01","01","1700",,,
"Minoa murinata","NBNSYS0000005969","01","01","1700",,,
"Mniotype satura","NHMSYS0021144779","01","01","1891",,,
"Coleophora binderella","NHMSYS0000501843","01","01","1700",,,
"Yponomeuta sedella","NBNSYS0100006025","01","01","1700",,,
"Blastobasis vittata","NHMSYS0021142870","01","01","1700",,,
"Argyresthia bonnetella","NBNSYS0100001640","01","01","1700",,,
"Lampropteryx otregiata","NBNSYS0000005831","01","01","1700",,,
"Pempeliella ornatella","NHMSYS0021143632","01","01","1700",,,
"Agrotis bigramma","NHMSYS0021144890","01","01","1874",,,
"Zygaena lonicerae insularis","NHMSYS0021143442","01","01","1700",,,
"Gelechia muscosella","NHMSYS0000502707","01","01","1700",,,
"Autographa bractea","NHMSYS0021144477","01","01","1700",,,
"Coleophora asteris","NHMSYS0000501836","01","01","1700",,,
"Drepana falcataria","NBNSYS0000005720","01","01","1700",,,
"Hellinsia osteodactylus","NBNSYS0100003433","01","01","1700",,,
"Bucculatrix humiliella","MM0001Z1003R8501","01","01","1700",,,
"Coleophora coracipennella","NHMSYS0000501851","01","01","1700",,,
"Digitivalva pulicariae","NHMSYS0000502177","01","01","1700",,,
"Acronicta menyanthidis menyanthidis","NHMSYS0021144506","01","01","1700",,,
"Clepsis dumicolana","NHMSYS0021143034","01","01","1700",,,
"Opisthograptis luteolata","NBNSYS0000005997","01","01","1700",,,
"Ancylis apicella","NHMSYS0021143232","01","01","1700",,,
"Orthosia gothica","NBNSYS0000006283","01","01","1700",,,
"Eucosma conterminana","NHMSYS0000502533","01","01","1700",,,
"Epicallima formosella","NBNSYS0100003032","01","01","1700",,,
"Acrolepiopsis betulella","NHMSYS0000500972","01","01","1700",,,
"Leucochlaena oditis","NHMSYS0021144694","01","01","1700",,,
"Acronicta menyanthidis scotica","NHMSYS0021144507","01","01","1700",,,
"Aglossa caprealis","NHMSYS0021143694","01","01","1700",,,
"Coleophora albella","NBNSYS0000026071","01","01","1700","31","12","1985"
"Adoxophyes orana","MM0001Z10045DSS1","01","01","1700",,,
"Trifurcula cryptella","NHMSYS0000504584","01","01","1700",,,
