"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Paratalanta hyalinalis","NBNSYS0100004459","01","06","15","09","Adult"
"Herminia grisealis","NHMSYS0021144427","07","05","07","09","Adult"
"Zygaena viciae viciae","NHMSYS0021143433","15","06","07","07","Adult"
"Amphipoea lucens","NBNSYS0000006462","15","07","15","10","Adult"
"Thera cognata","NBNSYS0000005850","07","06","15","09","Adult"
"Coptotriche heinemanni","NHMSYS0021142181","01","08","31","08","Adult"
"Leucoptera malifoliella","NHMSYS0021142518","01","06","31","07","Adult"
"Syncopacma cinctella","NHMSYS0000504429","21","05","31","07","Adult"
"Clepsis rurinana","NHMSYS0000501314","01","06","31","08","Adult"
"Chloroclysta siterata","NBNSYS0000005840","01","07","31","07","Adult"
"Sorhagenia rhamniella","NHMSYS0000504259","01","07","31","08","Adult"
"Agrochola haematidea","NHMSYS0000501172","21","09","31","10","Adult"
"Archiearis parthenias","NBNSYS0000005734","01","03","15","05","Adult"
"Aethalura punctulata","NHMSYS0021144260","21","03","15","07","Adult"
"Ectoedemia spinosella","NHMSYS0000502278","01","06","30","06","Adult"
"Coleophora currucipennella","NHMSYS0000501853","01","06","31","07","Adult"
"Grapholita funebrana","NHMSYS0021143375","21","05","07","09","Adult"
"Recurvaria leucatella","NHMSYS0000504026","21","06","21","08","Adult"
"Porrittia galactodactyla","NHMSYS0021142934","01","06","31","07","Adult"
"Aporophyla lueneburgensis","NBNSYS0000005281","21","07","15","10","Adult"
"Cochylidia rupicola","NHMSYS0000501341","01","06","07","08","Adult"
"Tinea semifulvella","NHMSYS0000504539","01","05","30","09","Adult"
"Acronicta strigosa","NHMSYS0021144504","01","07","31","07","Adult"
"Ochsenheimeria urella","NHMSYS0000503442","01","07","30","09","Adult"
"Epermenia farreni","NHMSYS0021142972","01","06","31","07","Adult"
"Luffia ferchaultella","MM0001Z100BUSK11","01","06","31","07","Adult"
"Coleophora niveicostella","NHMSYS0000501902","21","06","31","08","Adult"
"Epinotia immundana","NHMSYS0000502436","01","04","30","09","Adult"
"Crambus ericella","NHMSYS0021143757","01","06","31","08","Adult"
"Zygaena viciae ytenensis","NHMSYS0021143435","15","06","07","07","Adult"
"Epiblema scutulana","NHMSYS0021143304",,,"31","08","Adult"
"Coscinia cribraria cribraria","NHMSYS0021144404","15","06","31","07","Adult"
"Cosmopterix orichalcea","NHMSYS0000501996","21","05","31","08","Adult"
"Hypena obsitalis","NHMSYS0021144367","01","01","31","12","Adult"
"Rheumaptera hastata hastata","NHMSYS0021144034","01","05","21","07","Adult"
"Tetramoera langmaidi","NHMSYS0021120360","01","07","31","07","Adult"
"Agonopterix propinquella","NHMSYS0000501066","01","01","31","12","Adult"
"Idaea aversata","NBNSYS0000005786","01","05","31","10","Adult"
"Phyllonorycter mespilella","NHMSYS0021142436","01","05","31","08","Adult"
"Bryotropha terrella","NHMSYS0021142667","21","05","31","08","Adult"
"Caloptilia cuculipennella","NHMSYS0000501605","01","07","31","08","Adult"
"Hofmannophila pseudospretella","NHMSYS0000502868","01","01","31","12","Adult"
"Acrocercops brongniardella","NHMSYS0000500964","01","06","30","06","Adult"
"Metzneria aprilella","NHMSYS0000503222","01","06","07","08","Adult"
"Eugnorisma glareosa","NHMSYS0000502566","01","08","31","10","Adult"
"Mompha subbistrigella","NHMSYS0000503265","01","01","31","12","Adult"
"Phyllonorycter quercifoliella","NHMSYS0000503796","15","03","15","10","Adult"
"Coleophora lutarea","NHMSYS0021142808","21","04","07","06","Adult"
"Caloptilia hemidactylella","NHMSYS0021142420","01","06","30","06","Adult"
"Scrobipalpa salicorniae","NHMSYS0021142751","01","06","15","09","Adult"
"Nemapogon cloacella","NHMSYS0000503334","01","05","31","10","Adult"
"Actebia praecox","NBNSYS0000006185","21","07","07","09","Adult"
"Nyctobrya muralis","NHMSYS0021144559","21","06","30","09","Adult"
"Denisia subaquilea","NBNSYS0100002773","21","05","31","07","Adult"
"Pterostoma palpina","NBNSYS0000006097","01","04","07","09","Adult"
"Agapeta hamana","NHMSYS0000501023","01","05","30","09","Adult"
"Epinotia nemorivaga","NHMSYS0000502440","01","06","31","07","Adult"
"Scythropia crataegella","NHMSYS0000504176","01","06","30","09","Adult"
"Anania perlucidalis","NHMSYS0021127805","21","05","07","09","Adult"
"Bankesia conspurcatella","NHMSYS0020705508","01","03","30","04","Adult"
"Zelleria oleastrella","NHMSYS0021142464","01","06","31","10","Adult"
"Hypenodes humidalis","MM0001Z100DMN711","15","06","30","09","Adult"
"Lacanobia oleracea","NBNSYS0000006251","01","04","15","10","Adult"
"Ectoedemia albifasciella","NHMSYS0000502263","01","06","30","06","Adult"
"Idaea fuscovenosa","NBNSYS0000005778","21","05","31","08","Adult"
"Cnephasia pumicana","NHMSYS0021005522","21","06","07","08","Adult"
"Synanthedon spheciformis","NHMSYS0021143406","15","05","30","06","Adult"
"Dysstroma truncata","NBNSYS0000146497","15","04","30","11","Adult"
"Paracolax tristalis","NBNSYS0000006598","21","06","15","08","Adult"
"Agonopterix conterminella","NHMSYS0000501054","21","06","30","09","Adult"
"Stigmella ulmivora","NHMSYS0000504396","01","05","31","05","Adult"
"Apotomis turbidana","NHMSYS0021143157","15","05","31","08","Adult"
"Phyllonorycter scabiosella","NHMSYS0000503807","01","05","30","09","Adult"
"Eupithecia denotata","NHMSYS0000520028","15","05","15","08","Adult"
"Stenoptilia zophodactylus","NHMSYS0000504317","01","05","30","11","Adult"
"Agrotis clavis","NBNSYS0000006174","15","05","31","08","Adult"
"Photedes captiuncula expolita","NHMSYS0021144646","21","05","15","08","Adult"
"Cnephasia communana","NHMSYS0000501329","01","05","31","07","Adult"
"Cochylis roseana","NHMSYS0000501799","21","05","31","08","Adult"
"Brachmia inornatella","NHMSYS0000501524","01","06","07","08","Adult"
"Thera juniperata juniperata","NHMSYS0021143978","15","09","15","11","Adult"
"Phyllonorycter nigrescentella","NHMSYS0000503790","01","04","30","09","Adult"
"Tholera decimalis","NBNSYS0000006271","15","07","07","10","Adult"
"Cucullia umbratica","NBNSYS0000006309","21","04","31","08","Adult"
"Yponomeuta cagnagella","NHMSYS0021142458","15","06","15","09","Adult"
"Swammerdamia passerella","NHMSYS0000504413","01","06","30","06","Adult"
"Rhyacionia logaea","NBNSYS0100005143","01","04","07","05","Adult"
"Amphipyra pyramidea","NBNSYS0000006392","01","07","21","10","Adult"
"Mythimna vitellina","NHMSYS0021144863","01","05","15","11","Adult"
"Cucullia artemisiae","NBNSYS0000006306","01","06","31","07","Adult"
"Trichiura crataegi","NBNSYS0000005701","01","07","31","10","Adult"
"Pammene obscurana","NHMSYS0000503561","21","04","30","06","Adult"
"Trifurcula immundella","NHMSYS0000504587","01","06","30","09","Adult"
"Scrobipalpula tussilaginis","NHMSYS0000504158","01","06","30","09","Adult"
"Swammerdamia pyrella","NHMSYS0000504414","21","04","30","09","Adult"
"Venusia cambrica","NBNSYS0000005964","15","05","07","09","Adult"
"Conistra erythrocephala","NHMSYS0021144721","15","04","15","10","Adult"
"Ancylosis oblitella","NHMSYS0000501242","15","06","31","10","Adult"
"Antispila petryi","NHMSYS0000501270","01","06","31","07","Adult"
"Apamea furva britannica","NHMSYS0021144676","01","06","15","09","Adult"
"Aplota palpellus","NHMSYS0021142562","01","07","31","08","Adult"
"Agrotis puta","NBNSYS0000006178","01","04","15","11","Adult"
"Gynnidomorpha vectisana","NBNSYS0100003315","01","05","30","09","Adult"
"Choristoneura lafauryana","NHMSYS0000501770","01","07","31","08","Adult"
"Mythimna impura","NHMSYS0021144862","15","05","15","10","Adult"
"Zygaena exulans","NHMSYS0000520663","21","06","15","07","Adult"
"Parornix carpinella","NHMSYS0000503644","01","05","31","08","Adult"
"Polymixis lichenea scillonea","NHMSYS0021144774","07","08","30","11","Adult"
"Bucculatrix bechsteinella","NBNSYS0100002131","01","05","31","08","Adult"
"Synaphe punctalis","NHMSYS0000504424","21","05","07","09","Adult"
"Crambus hamella","NHMSYS0000502011","01","08","15","09","Adult"
"Stigmella svenssoni","NHMSYS0000504389","01","05","31","08","Adult"
"Stigmella catharticella","NHMSYS0000504342","01","05","31","08","Adult"
"Apodia bifractella","NHMSYS0021142697","01","07","07","09","Adult"
"Elachista bisulcella","NHMSYS0021142273","01","05","30","09","Adult"
"Eana argentana","NHMSYS0000502245","21","06","31","08","Adult"
"Cauchas fibulella","NHMSYS0021142166","01","05","30","06","Adult"
"Rivula sericealis","NBNSYS0000006578","15","05","31","10","Adult"
"Zygaena lonicerae latomarginata","NHMSYS0021143441","21","05","15","08","Adult"
"Hoplodrina octogenaria","NHMSYS0021144579","21","05","15","11","Adult"
"Agrochola macilenta","NHMSYS0021144714","01","09","15","12","Adult"
"Hemaris tityus","NBNSYS0000006070","15","04","15","07","Adult"
"Xestia sexstrigata","NBNSYS0000006224","21","06","21","09","Adult"
"Grapholita pallifrontana","NHMSYS0021143364","01","05","31","07","Adult"
"Gynnidomorpha alismana","NBNSYS0100003311","01","06","31","08","Adult"
"Eupithecia icterata","NBNSYS0000005926","15","05","21","09","Adult"
"Gagitodes sagittata","NHMSYS0021144066","15","06","21","07","Adult"
"Phyllonorycter harrisella","NHMSYS0000503778","01","04","30","09","Adult"
"Trifurcula headleyella","NBNSYS0100005899","21","05","31","08","Adult"
"Allophyes oxyacanthae","NBNSYS0000006338","21","08","30","11","Adult"
"Xylocampa areola","NBNSYS0000006336","15","02","31","05","Adult"
"Mesapamea secalis/didyma","NHMSYS0020083468","01","05","31","08","Adult"
"Macaria alternata","NBNSYS0100003853","15","04","15","09","Adult"
"Leucoma salicis","NBNSYS0000006117","01","05","21","08","Adult"
"Coscinia striata","NHMSYS0021144408","01","05","31","08","Adult"
"Phyllonorycter spinicolella","NBNSYS0100004624","15","04","15","09","Adult"
"Xestia c-nigrum","NBNSYS0000006217","01","05","15","11","Adult"
"Ptocheuusa paupella","NHMSYS0000503982","21","05","30","09","Adult"
"Prays oleae","NHMSYS0020530790","01","08","31","08","Adult"
"Xanthia togata","NBNSYS0000006368","01","08","31","10","Adult"
"Electrophaes corylata","NBNSYS0000005853","15","04","07","08","Adult"
"Utetheisa pulchella","NBNSYS0000006140","15","06","15","12","Adult"
"Tuta absoluta","NHMSYS0020973895","01","04","31","12","Adult"
"Nomophila noctuella","NHMSYS0021143737","01","01","31","12","Adult"
"Colobochyla salicalis","NHMSYS0021144439","21","05","15","07","Adult"
"Phragmataecia castaneae","NHMSYS0000503737","21","05","15","08","Adult"
"Mythimna straminea","NBNSYS0000006290","01","06","15","09","Adult"
"Euzophera pinguis","NHMSYS0000502662","01","06","30","09","Adult"
"Chloantha hyperici","NHMSYS0021144597","01","05","07","08","Adult"
"Phyllonorycter viminiella","NBNSYS0000025925","01","04","30","09","Adult"
"Mesophleps silacella","NHMSYS0000503210","01","06","31","07","Adult"
"Epinotia sordidana","NHMSYS0021143253","01","08","31","10","Adult"
"Eupithecia ultimaria","NBNSYS0000033137","01","05","21","10","Adult"
"Argyresthia pygmaeella","NHMSYS0021142505","21","05","07","09","Adult"
"Homoeosoma sinuella","NHMSYS0000502872","15","05","15","09","Adult"
"Epirrhoe alternata","NHMSYS0000519763","01","04","30","09","Adult"
"Nola confusalis","NHMSYS0000503395","01","04","15","07","Adult"
"Epichnopterix plumella","NBNSYS0100003033","01","05","30","06","Adult"
"Lacanobia w-latinum","NBNSYS0000006248","21","04","15","07","Adult"
"Acleris kochiella","NHMSYS0000500932","01","05","31","05","Adult"
"Phyllonorycter esperella","NHMSYS0021142445","01","05","31","08","Adult"
"Catoptria falsella","NHMSYS0021143771","21","06","30","09","Adult"
"Apamea exulis","NHMSYS0021144677","15","06","15","09","Adult"
"Pancalia schwarzella","NBNSYS0100004407","01","03","31","07","Adult"
"Acronicta aceris","NBNSYS0000006374","01","04","21","08","Adult"
"Eulithis prunata","NBNSYS0000005834","07","05","15","09","Adult"
"Coleophora albicans","NHMSYS0021142239","01","07","31","08","Adult"
"Coleophora gryphipennella","NHMSYS0000501872","01","06","31","07","Adult"
"Caradrina kadenii","NHMSYS0021144575","21","05","07","11","Adult"
"Eudonia delunella","NHMSYS0000502553","01","06","31","08","Adult"
"Caryocolum marmorea","NHMSYS0021142764","21","05","30","09","Adult"
"Agnoea josephinae","NHMSYS0021166493","01","06","31","08","Adult"
"Caryocolum blandelloides","NBNSYS0100002206","01","08","07","09","Adult"
"Eudonia pallida","NHMSYS0000502558","01","05","30","09","Adult"
"Ectoedemia erythrogenella","NHMSYS0021142150","01","07","31","07","Adult"
"Pammene aurita","NBNSYS0100004399","21","06","31","08","Adult"
"Leucania loreyi","NHMSYS0021144875","07","02","15","12","Adult"
"Merrifieldia tridactyla","NBNSYS0100004011","21","06","31","08","Adult"
"Luquetia lobella","NBNSYS0100003818","01","05","07","07","Adult"
"Syncopacma polychromella","NHMSYS0000504431","01","08","30","11","Adult"
"Phyllonorycter coryli","NHMSYS0000503767","01","05","30","09","Adult"
"Leucania putrescens","NHMSYS0021144873","01","06","31","08","Adult"
"Deltote uncula","NBNSYS0000006518","01","04","07","09","Adult"
"Coleophora sternipennella","NHMSYS0000501926","01","07","31","08","Adult"
"Eucarta virgo","NHMSYS0020758196","21","06","21","07","Adult"
"Stigmella confusella","NHMSYS0000504344","01","05","31","05","Adult"
"Agonopterix ocellana","NHMSYS0000501064","01","01","31","12","Adult"
"Axylia putris","NBNSYS0000006184","01","05","30","09","Adult"
"Synanthedon culiciformis","NBNSYS0000005696","15","04","15","07","Adult"
"Cosmia affinis","NBNSYS0000006412","15","06","15","09","Adult"
"Diachrysia chrysitis","NBNSYS0000006539","01","05","31","10","Adult"
"Micropterix aruncella","NHMSYS0000503229","01","04","31","08","Adult"
"Tiliacea aurago","NHMSYS0021144699","15","08","15","11","Adult"
"Oinophila v-flava","NHMSYS0000503467","21","06","15","09","Adult"
"Acrobasis marmorea","NHMSYS0021128185","21","05","31","08","Adult"
"Horisme tersata","NHMSYS0021144044","15","04","15","09","Adult"
"Ctenoplusia limbirena","NHMSYS0000502035","21","06","21","10","Adult"
"Glyphipterix haworthana","NHMSYS0000502736","01","05","31","05","Adult"
"Blastobasis maroccanella","NHMSYS0021158224","01","07","31","08","Adult"
"Stenoptilia millieridactyla","NHMSYS0021142918","01","06","30","09","Adult"
"Eupithecia intricata","NBNSYS0000005912","21","04","07","08","Adult"
"Crambus pascuella","NHMSYS0000502015","15","05","30","09","Adult"
"Glyphipterix thrasonella","NHMSYS0000502740","01","05","31","07","Adult"
"Ancylis upupana","NHMSYS0000501236","01","05","30","06","Adult"
"Scotopteryx mucronata mucronata","NHMSYS0021143900","01","05","31","07","Adult"
"Tortricodes alternella","NHMSYS0021143042","01","01","30","04","Adult"
"Elachista albifrontella","NHMSYS0021142288","15","05","31","07","Adult"
"Cochylis dubitana","NHMSYS0021143145","01","05","30","09","Adult"
"Epiblema grandaevana","NHMSYS0000502409","01","06","31","07","Adult"
"Orthosia populeti","NBNSYS0000006278","15","02","21","05","Adult"
"Eupithecia venosata ochracae","NHMSYS0021144083","15","04","31","07","Adult"
"Phyllocnistis xenia","NHMSYS0000503754","01","06","30","06","Adult"
"Lenisa geminipuncta","NHMSYS0021144636","01","07","15","09","Adult"
"Aplocera plagiata","NBNSYS0000005958","15","04","15","10","Adult"
"Tinagma balteolella","NHMSYS0021142525","01","05","30","06","Adult"
"Aethes tesserana","NHMSYS0021143135","01","05","31","08","Adult"
"Abrostola triplasia","NBNSYS0000006555","01","04","15","10","Adult"
"Agnoea subochreella","NHMSYS0021166481","01","05","31","07","Adult"
"Oria musculosa","NHMSYS0021144639","21","07","15","08","Adult"
"Mythimna turca","NBNSYS0000006284","01","06","15","08","Adult"
"Eugnorisma depuncta","NBNSYS0000006189","01","07","21","09","Adult"
"Athrips rancidella","NHMSYS0000501424","01","06","31","08","Adult"
"Phyllonorycter froelichiella","NHMSYS0000503776","01","05","31","08","Adult"
"Elachista kilmunella","NHMSYS0000502311","01","05","31","07","Adult"
"Depressaria ultimella","NHMSYS0000502130","01","06","31","07","Adult"
"Apamea sordens","NBNSYS0000027060","21","04","15","08","Adult"
"Platyptilia gonodactyla","NHMSYS0021142889","01","05","07","10","Adult"
"Symmoca signatella","NHMSYS0000504417","01","07","30","09","Adult"
"Arctia caja","NBNSYS0000006143","01","06","15","09","Adult"
"Crambus uliginosellus","NBNSYS0000026821","21","05","15","08","Adult"
"Lyonetia prunifoliella","NHMSYS0000503135","01","06","31","07","Adult"
"Elachista subnigrella","NHMSYS0000502329","21","04","31","08","Adult"
"Catoptria pinella","NHMSYS0000501681","15","06","31","08","Adult"
"Pterophorus pentadactyla","NHMSYS0000503972","01","03","30","09","Adult"
"Pseudopostega crepusculella","NBNSYS0100004928","01","06","15","08","Adult"
"Hyppa rectilinea","NHMSYS0021144595","07","05","31","07","Adult"
"Metzneria metzneriella","NHMSYS0000503225","21","05","15","08","Adult"
"Monopis laevigella","NBNSYS0100004115","01","04","30","09","Adult"
"Rhigognostis senilella","NHMSYS0000504045","01","06","30","06","Adult"
"Eupithecia subumbrata","NHMSYS0021144131","07","05","15","08","Adult"
"Coleophora fuscocuprella","NHMSYS0021142818","01","05","30","06","Adult"
"Catoptria osthelderi","NHMSYS0000501679","01","07","31","07","Adult"
"Coleophora vestianella","NHMSYS0000501940","01","06","31","07","Adult"
"Aethes francillana","NHMSYS0000501010","01","06","30","09","Adult"
"Eilema pygmaeola pygmaeola","NHMSYS0021144421","15","06","15","08","Adult"
"Cymatophorina diluta hartwiegi","NHMSYS0021143800","01","08","15","10","Adult"
"Enargia paleacea","NHMSYS0021144744","21","06","15","10","Adult"
"Agrotis catalaunensis","NHMSYS0021144902","01","03","30","11","Adult"
"Lathronympha strigana","NHMSYS0000503025","21","05","30","09","Adult"
"Zeiraphera ratzeburgiana","NHMSYS0021143281","21","06","30","09","Adult"
"Caradrina flavirena","NHMSYS0021144577","01","03","31","10","Adult"
"Laelia coenosa","NHMSYS0021144380","01","07","31","08","Adult"
"Euzophera bigella","NHMSYS0000502659","01","06","30","09","Adult"
"Coleophora ochrea","NHMSYS0000501904","01","07","31","08","Adult"
"Stegania cararia","NHMSYS0020732454","15","06","15","08","Adult"
