tvk,code,taxon,rtvk,organism_key
NBNSYS0000173595,4,Acrosorium ciliolatum,NHMSYS0021059870,NBNORG0000029265
NBNSYS0000173597,5,Acrothrix gracilis,NHMSYS0021058440,NBNORG0000029266
NBNSYS0000173655,2,Ahnfeltia plicata,NHMSYS0021059471,NBNORG0000029311
NBNSYS0000173661,1,Alaria esculenta,NHMSYS0021058671,NBNORG0000029313
NBNSYS0000173960,4,Arthrocladia villosa,NHMSYS0021058374,NBNORG0000029524
NBNSYS0000173980,1,Ascophyllum nodosum,NHMSYS0021058637,NBNORG0000029537
NHMSYS0001596565,6,Ascophyllum nodosum,NHMSYS0021058637,NBNORG0000029537
NBNSYS0000173988,5,Asperococcus scaber,NHMSYS0021058452,NBNORG0000029540
NHMSYS0000377514,5,Acrochaetium battersianum,NHMSYS0021059643,NBNORG0000029565
NHMSYS0000567903,5,Colaconema caespitosum,NHMSYS0021060061,NBNORG0000029566
NHMSYS0000377557,4,Colaconema daviesii,NHMSYS0021060073,NBNORG0000029569
NHMSYS0000567904,4,Colaconema endophyticum,NHMSYS0021060075,NBNORG0000029571
NHMSYS0000377519,5,Acrochaetium endozoicum,NHMSYS0021059652,NBNORG0000029572
NHMSYS0000377524,5,Acrochaetium parvulum,NHMSYS0021059680,NBNORG0000029574
NHMSYS0000377611,3,Rhodochorton purpureum,NHMSYS0021059713,NBNORG0000029575
NHMSYS0000377525,5,Acrochaetium rosulatum,NHMSYS0021059684,NBNORG0000029576
NHMSYS0000377526,5,Acrochaetium sanctae-mariae,NHMSYS0021059686,NBNORG0000029577
NHMSYS0000567747,5,Acrochaetium secundatum,NHMSYS0021059692,NBNORG0000029578
NHMSYS0000567750,5,Acrochaetium secundatum,NHMSYS0021059692,NBNORG0000029578
NBNSYS0000174141,5,Blastophysa rhizopus,NHMSYS0021059171,NBNORG0000029640
NBNSYS0000174167,1,Bonnemaisonia hamifera,NHMSYS0021059732,NBNORG0000029654
NBNSYS0000174172,2,Bostrychia scorpioides,NHMSYS0021059913,NBNORG0000029657
NBNSYS0000174263,2,Calliblepharis ciliata,NHMSYS0021060129,NBNORG0000029717
NBNSYS0000174299,3,Callophyllis laciniata,NHMSYS0021060171,NBNORG0000029732
NBNSYS0000174373,2,Carpomitra costata,NHMSYS0021058765,NBNORG0000029781
NBNSYS0000174418,5,Ceramium diaphanum,NHMSYS0021059794,NBNORG0000029808
NBNSYS0000174422,4,Gayliella flaccida,NHMSYS0021059809,NBNORG0000029809
NBNSYS0000174423,3,Ceramium gaditanum,NHMSYS0021059797,NBNORG0000029810
NHMSYS0000377544,5,Ceramium virgatum,NHMSYS0021059806,NBNORG0000029811
NBNSYS0000174429,3,Ceramium secundatum,NHMSYS0021059799,NBNORG0000029812
NBNSYS0000174430,3,Ceramium shuttleworthianum,NHMSYS0021059800,NBNORG0000029813
NHMSYS0000567850,5,Chaetomorpha linum,NHMSYS0021059205,NBNORG0000029837
NHMSYS0000567788,4,Asperococcus fistulosus,NHMSYS0021058449,NBNORG0000029854
NBNSYS0000174508,3,Chondracanthus acicularis,NHMSYS0021060154,NBNORG0000029862
NBNSYS0000174509,4,Chondracanthus teedei,NHMSYS0021060156,NBNORG0000029863
NBNSYS0000174513,1,Chondrus crispus,NHMSYS0021060157,NBNORG0000029865
NBNSYS0000174521,1,Chorda filum,NHMSYS0021058674,NBNORG0000029872
NHMSYS0000377582,3,Halosiphon tomentosus,NHMSYS0021058770,NBNORG0000029873
NBNSYS0000174549,4,Chylocladia verticillata,NHMSYS0021060303,NBNORG0000029889
NBNSYS0000174584,5,Cladophora dalmatica,NHMSYS0021059214,NBNORG0000029912
NBNSYS0000174589,5,Cladophora hutchinsiae,NHMSYS0021059218,NBNORG0000029913
NBNSYS0000174590,5,Cladophora laetevirens,NHMSYS0021059219,NBNORG0000029914
NBNSYS0000174591,5,Cladophora lehmanniana,NHMSYS0021059220,NBNORG0000029915
NBNSYS0000174592,5,Cladophora liniformis,NHMSYS0021059221,NBNORG0000029916
NBNSYS0000174594,3,Cladophora pellucida,NHMSYS0021059223,NBNORG0000029917
NBNSYS0000174595,5,Cladophora pygmaea,NHMSYS0021059225,NBNORG0000029918
NBNSYS0000174597,5,Cladophora rupestris,NHMSYS0021059229,NBNORG0000029919
NBNSYS0000174598,5,Cladophora sericea,NHMSYS0021059230,NBNORG0000029920
NBNSYS0000174657,5,Codium tomentosum,NHMSYS0021059183,NBNORG0000029950
NBNSYS0000174658,5,Codium vermilara,NHMSYS0021059184,NBNORG0000029951
NBNSYS0000174680,5,Compsothamnion gracillimum,NHMSYS0021060018,NBNORG0000029959
NBNSYS0000174689,4,Corallina officinalis,NHMSYS0021059479,NBNORG0000029963
NBNSYS0000174715,4,Corynophlaea crispa,NHMSYS0021058474,NBNORG0000029979
NBNSYS0000174771,4,Cruoria pellita,NHMSYS0021060127,NBNORG0000030020
NBNSYS0000174778,3,Cryptopleura ramosa,NHMSYS0021059873,NBNORG0000030022
NHMSYS0000568061,4,Petrospongium berkeleyi,NHMSYS0021058632,NBNORG0000030057
NBNSYS0000174839,2,Cystoclonium purpureum,NHMSYS0021060132,NBNORG0000030064
NBNSYS0000174843,4,Cystoseira nodicaulis,NHMSYS0021058661,NBNORG0000030065
NBNSYS0000174844,3,Cystoseira tamariscifolia,NHMSYS0021058663,NBNORG0000030066
NBNSYS0000174858,5,Dasya hutchinsiae,NHMSYS0021059838,NBNORG0000030069
NBNSYS0000174859,5,Dasya ocellata,NHMSYS0021059839,NBNORG0000030070
NBNSYS0000174882,3,Derbesia marina,JNCCMNCR00000752,NBNORG0000030085
NHMSYS0000568374,3,Titanoderma pustulatum,NHMSYS0021059533,NBNORG0000030087
NHMSYS0000377564,1,Dictyopteris polypodioides,NHMSYS0021058392,NBNORG0000030112
NBNSYS0000174934,3,Dictyosiphon foeniculaceus,NHMSYS0021058482,NBNORG0000030113
NBNSYS0000174951,1,Dilsea carnosa,NHMSYS0021060140,NBNORG0000030123
NBNSYS0000175036,5,Dudresnaya verticillata,NHMSYS0021060142,NBNORG0000030188
NBNSYS0000175079,5,Ectocarpus fasciculatus,NHMSYS0021058617,NBNORG0000030218
NBNSYS0000175080,5,Ectocarpus siliculosus,NHMSYS0021058618,NBNORG0000030219
NBNSYS0000175094,3,Elachista fucicola,NHMSYS0021058485,NBNORG0000030227
NHMSYS0000602393,4,Ulva flexuosa,NHMSYS0021059345,NBNORG0000030262
NBNSYS0000175151,5,Ulva ralfsii,NHMSYS0021059373,NBNORG0000030263
NHMSYS0000377567,5,Epicladia flustrae,NHMSYS0021059393,NBNORG0000030265
NHMSYS0000377512,5,Ulvella wittrockii,NHMSYS0021059432,NBNORG0000030266
NHMSYS0000568141,4,Erythrodermis traillii,NHMSYS0021060187,NBNORG0000030279
NBNSYS0000175187,5,Erythrotrichia welwitschii,NHMSYS0021060333,NBNORG0000030281
NBNSYS0000175379,4,Fucus ceranoides,NHMSYS0021058639,NBNORG0000030411
NBNSYS0000175382,2,Fucus distichus,NHMSYS0021058643,NBNORG0000030413
NBNSYS0000175386,1,Fucus serratus,NHMSYS0021058646,NBNORG0000030414
NBNSYS0000175387,4,Fucus spiralis,NHMSYS0021058647,NBNORG0000030415
NBNSYS0000175390,2,Furcellaria lumbricalis,NHMSYS0021060151,NBNORG0000030416
NBNSYS0000175432,2,Gastroclonium ovatum,NHMSYS0021060305,NBNORG0000030453
NBNSYS0000175433,4,Gastroclonium reflexum,NHMSYS0021060306,NBNORG0000030454
NHMSYS0000377577,2,Gelidium spinosum,NHMSYS0021060094,NBNORG0000030463
NBNSYS0000175450,2,Gelidium pulchellum,NHMSYS0021060092,NBNORG0000030464
NBNSYS0000175451,2,Gelidium pusillum,NHMSYS0021060093,NBNORG0000030465
NBNSYS0000175522,3,Gonimophyllum buffhamii,NHMSYS0021059875,NBNORG0000030506
NBNSYS0000175566,2,Griffithsia corallinoides,NHMSYS0021060025,NBNORG0000030524
NBNSYS0000175567,6,Griffithsia devoniensis,NHMSYS0021060026,NBNORG0000030525
NBNSYS0000175593,4,Halarachnion ligulatum,NHMSYS0021060152,NBNORG0000030536
NBNSYS0000175637,1,Halidrys siliquosa,NHMSYS0021058664,NBNORG0000030557
NBNSYS0000175653,2,Halopteris filicina,NHMSYS0021058756,NBNORG0000030563
NBNSYS0000175656,5,Halothrix lumbricalis,NHMSYS0021058497,NBNORG0000030564
NBNSYS0000175658,3,Halurus equisetifolius,NHMSYS0021060027,NBNORG0000030565
NHMSYS0000568072,5,Phycocelis foecunda,NHMSYS0021058575,NBNORG0000030604
NBNSYS0000175769,4,Hildenbrandia rubra,NHMSYS0021059616,NBNORG0000030635
NBNSYS0000175798,3,Holmsella pachyderma,NHMSYS0021060226,NBNORG0000030655
NBNSYS0000175994,1,Laminaria hyperborea,NHMSYS0021058677,NBNORG0000030779
NBNSYS0000175997,5,Laminariocolax tomentosoides,NHMSYS0021058506,NBNORG0000030781
NBNSYS0000176036,2,Leathesia marina,NHMSYS0021058510,NBNORG0000030802
NBNSYS0000176185,5,Lithophyllum fasciculatum,NHMSYS0021059518,NBNORG0000030899
NBNSYS0000176186,4,Lithophyllum incrustans,NHMSYS0021059520,NBNORG0000030900
NBNSYS0000176188,4,Lithophyllum orbiculatum,NHMSYS0021059522,NBNORG0000030901
NBNSYS0000176191,4,Lithothamnion glaciale,NHMSYS0021059583,NBNORG0000030902
NBNSYS0000176198,5,Lithothamnion sonderi,NHMSYS0021059588,NBNORG0000030904
NBNSYS0000176202,3,Litosiphon laminariae,NHMSYS0021058518,NBNORG0000030905
NBNSYS0000176235,2,Lomentaria articulata,NHMSYS0021060308,NBNORG0000030928
NBNSYS0000176236,3,Lomentaria clavellosa,NHMSYS0021060309,NBNORG0000030929
NBNSYS0000176385,2,Mastocarpus stellatus,NHMSYS0021060194,NBNORG0000031036
NBNSYS0000176415,2,Membranoptera alata,NHMSYS0021059855,NBNORG0000031059
NBNSYS0000176461,4,Microcladia glandulosa,NHMSYS0021059811,NBNORG0000031079
NBNSYS0000176482,5,Microspongium globosum,NHMSYS0021058524,NBNORG0000031100
NBNSYS0000176489,5,Mikrosyphar polysiphoniae,NHMSYS0021058532,NBNORG0000031104
NBNSYS0000176525,4,Monostroma grevillei,NHMSYS0021059258,NBNORG0000031131
NBNSYS0000176526,4,Gayralia oxysperma,NHMSYS0021059295,NBNORG0000031132
NBNSYS0000176584,5,Myrionema corunnae,NHMSYS0021058548,NBNORG0000031160
NBNSYS0000176585,5,Myrionema papillosum,NHMSYS0021058553,NBNORG0000031161
NBNSYS0000176586,5,Myrionema strangulans,NHMSYS0021058554,NBNORG0000031162
NBNSYS0000176618,4,Naccaria wiggii,NHMSYS0021059737,NBNORG0000031184
NBNSYS0000176652,5,Neevea repens,NHMSYS0021060358,NBNORG0000031201
NBNSYS0000176655,1,Nemalion helminthoides,NHMSYS0021059630,NBNORG0000031203
NBNSYS0000176723,4,Nitophyllum punctatum,NHMSYS0021059865,NBNORG0000031259
NBNSYS0000176788,1,Odonthalia dentata,NHMSYS0021059949,NBNORG0000031304
NBNSYS0000176913,3,Osmundea pinnatifida,NHMSYS0021059944,NBNORG0000031398
NBNSYS0000176929,1,Padina pavonica,NHMSYS0021058395,NBNORG0000031409
NBNSYS0000177079,4,Petalonia filiformis,NHMSYS0021058705,NBNORG0000031519
NBNSYS0000177080,4,Petalonia zosterifolia,NHMSYS0021058706,NBNORG0000031520
NBNSYS0000177089,4,Petroderma maculiforme,NHMSYS0021058686,NBNORG0000031526
NBNSYS0000177178,1,Phycodrys rubens,NHMSYS0021059891,NBNORG0000031586
NBNSYS0000177204,5,Phymatolithon laevigatum,NHMSYS0021059603,NBNORG0000031598
NHMSYS0000377608,4,Pylaiella littoralis,NHMSYS0021058435,NBNORG0000031603
NBNSYS0000177250,4,Plagiospora gracilis,NHMSYS0021060160,NBNORG0000031630
NBNSYS0000177284,1,Plumaria plumosa,NHMSYS0021060033,NBNORG0000031647
NHMSYS0000568096,5,Pneophyllum myriocarpum,NHMSYS0021059557,NBNORG0000031652
NBNSYS0000177298,5,Pneophyllum fragile,NHMSYS0021059551,NBNORG0000031653
NBNSYS0000177319,5,Pogotrichum filiforme,NHMSYS0021058431,NBNORG0000031665
NBNSYS0000177400,4,Polysiphonia brodiei,NHMSYS0021059969,NBNORG0000031724
NBNSYS0000177402,3,Polysiphonia elongata,NHMSYS0021059973,NBNORG0000031725
NBNSYS0000177403,5,Neosiphonia elongella,NHMSYS0021059959,NBNORG0000031726
NBNSYS0000177406,4,Polysiphonia fibrata,NHMSYS0021059974,NBNORG0000031728
NBNSYS0000177407,4,Polysiphonia fibrillosa,NHMSYS0021059975,NBNORG0000031729
NBNSYS0000177412,1,Vertebrata lanosa,NHMSYS0021059997,NBNORG0000031732
NBNSYS0000177419,4,Polysiphonia stricta,NHMSYS0021059993,NBNORG0000031735
NBNSYS0000177472,4,Prasiola stipitata,NHMSYS0021059144,NBNORG0000031762
NBNSYS0000177544,5,Pseudendoclonium submarinum,NHMSYS0021059313,NBNORG0000031815
NBNSYS0000177581,4,Pterosiphonia parasitica,NHMSYS0021060004,NBNORG0000031836
NBNSYS0000177589,4,Ptilothamnion pluma,NHMSYS0021060037,NBNORG0000031837
NBNSYS0000177594,4,Punctaria latifolia,NHMSYS0021058582,NBNORG0000031841
NBNSYS0000177624,4,Radicilingua thysanorhizans,NHMSYS0021059866,NBNORG0000031858
NBNSYS0000177634,3,Ralfsia verrucosa,NHMSYS0021058693,NBNORG0000031862
NBNSYS0000177691,4,Rhodophyllis divaricata,NHMSYS0021060136,NBNORG0000031886
NBNSYS0000177695,3,Rhodophysema elegans,NHMSYS0021060272,NBNORG0000031887
NBNSYS0000177702,3,Rhodymenia holmesii,NHMSYS0021060321,NBNORG0000031888
NBNSYS0000177775,1,Saccorhiza polyschides,NHMSYS0021058778,NBNORG0000031930
NHMSYS0000377616,5,Scagelothamnion pusillum,NHMSYS0021059827,NBNORG0000031948
NHMSYS0000568318,4,Scinaia furcellata,NHMSYS0021059633,NBNORG0000031971
NHMSYS0000568322,4,Seirospora interrupta,NHMSYS0021059764,NBNORG0000032014
NBNSYS0000178034,5,Spermatochnus paradoxus,NHMSYS0021058592,NBNORG0000032085
NBNSYS0000178037,4,Spermothamnion repens,NHMSYS0021060043,NBNORG0000032087
NBNSYS0000178041,6,Sphaceloderma caespitulum,NHMSYS0021058753,NBNORG0000032088
NBNSYS0000178045,5,Battersia mirabilis,NHMSYS0021058730,NBNORG0000032089
NBNSYS0000178046,5,Battersia plumigera,NHMSYS0021058732,NBNORG0000032090
NBNSYS0000178047,5,Chaetopteris plumosa,NHMSYS0021058737,NBNORG0000032091
NBNSYS0000178048,5,Sphacelaria plumula,NHMSYS0021058745,NBNORG0000032092
NBNSYS0000178049,4,Protohalopteris radicans,NHMSYS0021058760,NBNORG0000032093
NBNSYS0000178050,5,Sphacelaria rigidula,NHMSYS0021058746,NBNORG0000032094
NBNSYS0000178051,5,Sphacelaria tribuloides,NHMSYS0021058747,NBNORG0000032095
NBNSYS0000178076,4,Sphondylothamnion multifidum,NHMSYS0021060046,NBNORG0000032115
NHMSYS0000377534,3,Acrosiphonia arcta,NHMSYS0021059261,NBNORG0000032146
NBNSYS0000178127,3,Spongonema tomentosum,NHMSYS0021058629,NBNORG0000032147
NBNSYS0000178137,3,Spyridia filamentosa,NHMSYS0021060012,NBNORG0000032151
NBNSYS0000178169,5,Stictyosiphon soriferus,NHMSYS0021058596,NBNORG0000032169
NBNSYS0000178170,5,Stictyosiphon tortilis,NHMSYS0021058597,NBNORG0000032170
NBNSYS0000178190,5,Streblonema parasiticum,NHMSYS0021058568,NBNORG0000032180
NBNSYS0000178396,5,Tilopteris mertensii,NHMSYS0021058781,NBNORG0000032311
NBNSYS0000178554,5,Ulonema rhizophorum,NHMSYS0021058612,NBNORG0000032415
NBNSYS0000178557,5,Ulothrix flacca,NHMSYS0021059277,NBNORG0000032416
NBNSYS0000178560,6,Ulothrix subflaccida,NHMSYS0021059281,NBNORG0000032418
NBNSYS0000178563,3,Ulva fenestrata,NHMSYS0021381089,NBNORG0000032420
NHMSYS0000568383,3,Ulva rigida,NHMSYS0021059375,NBNORG0000032422
NBNSYS0000178581,4,Urospora penicilliformis,NHMSYS0021059284,NBNORG0000032431
NBNSYS0000185689,5,Pilinia rimosa,NHMSYS0021058624,NBNORG0000032463
NHMSYS0000377642,2,Zanardinia typus,NHMSYS0021058370,NBNORG0000032474
NBNSYS0000178906,5,Aglaothamnion feldmanniae,NHMSYS0021059746,NBNORG0000032651
NBNSYS0000179253,5,Antithamnion villosum,NHMSYS0021059777,NBNORG0000032911
NBNSYS0000179255,5,Antithamnionella ternifolia,NHMSYS0021059817,NBNORG0000032913
NHMSYS0000567740,5,Acrochaetium alariae,NHMSYS0021059639,NBNORG0000033156
NHMSYS0000377554,5,Colaconema asparagopsis,NHMSYS0021060057,NBNORG0000033157
NHMSYS0000377555,5,Colaconema bonnemaisoniae,NHMSYS0021060059,NBNORG0000033159
