"organism_key","taxon","code"
"NBNORG0000052860","Erythropeltis discigera var. flustrae",1
"NBNORG0000052861","Erythrotrichia bertholdii",1
"NBNORG0000052862","Erythrotrichia investiens",1
"NBNORG0000052865","Grateloupia turuturu",5
"NBNORG0000052870","Laminaria ochroleuca",3
"NBNORG0000052871","Lithophyllum duckerae",1
"NBNORG0000052873","Myrionema orbiculare",1
"NBNORG0000052874","Ochlochaete hystrix",1
"NBNORG0000052877","Pneophyllum coronatum",1
"NBNORG0000052878","Polysiphonia denudata",3
"NBNORG0000052881","Rhodochorton concrescens",4
"NBNORG0000052882","Rhodochorton membranaceum",3
"NBNORG0000052885","Sauvageaugloia divaricata",1
"NBNORG0000052886","Scagelia pylaisaei",4
"NBNORG0000052888","Scinaia interrupta",3
"NBNORG0000052890","Striaria attenuata",4
"NBNORG0000052891","Ulvaria fusca",3
"NBNORG0000063968","Scytosiphon lomentaria nom. cons.",3
"NBNORG0000063971","Acinetospora crinita",1
"NBNORG0000063974","Ulvella heteroclada",2
"NBNORG0000063975","Ulvella operculata",2
"NBNORG0000063976","Ulvella repens",2
"NBNORG0000063983","Acrochaetium nemalii",1
"NBNORG0000063994","Aglaothamnion bipinnatum",1
"NBNORG0000063995","Aglaothamnion diaphanum",4
"NBNORG0000063996","Aglaothamnion gallicum",3
"NBNORG0000063997","Aglaothamnion hookeri",1
"NBNORG0000063998","Aglaothamnion priceanum",4
"NBNORG0000063999","Aglaothamnion pseudobyssoides",4
"NBNORG0000064000","Aglaothamnion roseum",3
"NBNORG0000064001","Aglaothamnion sepositum",3
"NBNORG0000064002","Aglaothamnion tripinnatum",3
"NBNORG0000064005","Ahnfeltiopsis devoniensis",4
"NBNORG0000064008","Anotrichium barbatum",3
"NBNORG0000064009","Anotrichium furcellatum",3
"NBNORG0000064011","Antithamnion cruciatum",3
"NBNORG0000064014","Antithamnionella floccosa",1
"NBNORG0000064015","Antithamnionella spirographidis",5
"NBNORG0000064017","Apoglossocolax pusilla",1
"NBNORG0000064019","Apoglossum ruscifolium",3
"NBNORG0000064025","Asperococcus bullosus",4
"NBNORG0000064028","Asterocolax erythroglossi",4
"NBNORG0000064030","Atractophora hypnoides",4
"NBNORG0000064033","Bifurcaria bifurcata",3
"NBNORG0000064036","Blidingia chadefaudii",5
"NBNORG0000064039","Bolbocoleon piliferum",1
"NBNORG0000064041","Bonnemaisonia asparagoides",1
"NBNORG0000064042","Bonnemaisonia clavata",3
"NBNORG0000064044","Boreolithon van-heurckii",4
"NBNORG0000064046","Bornetia secundiflora",3
"NBNORG0000064052","Bryopsis hypnoides",3
"NBNORG0000064053","Bryopsis plumosa",3
"NBNORG0000064056","Calliblepharis jubata",3
"NBNORG0000064058","Callithamnion corymbosum",3
"NBNORG0000064059","Callithamnion granulatum",3
"NBNORG0000064060","Callithamnion tetragonum",3
"NBNORG0000064061","Callithamnion tetricum",3
"NBNORG0000064066","Calosiphonia vermicularis",4
"NBNORG0000064068","Capsosiphon fulvescens",1
"NBNORG0000064072","Catenella caespitosa",3
"NBNORG0000064074","Ceramium botryocarpum",3
"NBNORG0000064076","Ceramium circinatum",3
"NBNORG0000064077","Ceramium echionotum",1
"NBNORG0000064078","Ceramium pallidum",1
"NBNORG0000064079","Ceramium siliquosum",4
"NBNORG0000064087","Champia parvula",3
"NBNORG0000064090","Chilionema hispanicum",4
"NBNORG0000064091","Chilionema ocellatum",1
"NBNORG0000064093","Chlorochytrium cohnii",7
"NBNORG0000064094","Chlorococcum submarinum",4
"NBNORG0000064099","Chondria coerulescens",3
"NBNORG0000064100","Chondria dasyphylla",3
"NBNORG0000064107","Choreonema thuretii",1
"NBNORG0000064110","Choristocarpus tenellus",4
"NBNORG0000064113","Cladophora battersii",4
"NBNORG0000064114","Cladophora flexuosa",3
"NBNORG0000064115","Cladophora retroflexa",3
"NBNORG0000064116","Cladophora vagabunda",3
"NBNORG0000064118","Cladosiphon zosterae",7
"NBNORG0000064120","Cladostephus spongiosus",6
"NBNORG0000064122","Coccotylus truncatus",3
"NBNORG0000064124","Codium adhaerens",4
"NBNORG0000064125","Codium fragile subsp. atlanticum",4
"NBNORG0000064128","Colacodictyon reticulatum",2
"NBNORG0000064135","Colpomenia peregrina",3
"NBNORG0000064137","Compsonema microspongium",4
"NBNORG0000064139","Compsothamnion decompositum",5
"NBNORG0000064140","Compsothamnion thuyoides",3
"NBNORG0000064142","Ellisolandia elongata",3
"NBNORG0000064144","Cordylecladia erecta",3
"NBNORG0000064147","Crouania attenuata",3
"NBNORG0000064149","Cruoria cruoriaeformis",1
"NBNORG0000064151","Cryptonemia hibernica",5
"NBNORG0000064152","Cryptonemia seminervis",4
"NBNORG0000064155","Cutleria multifida",3
"NBNORG0000064157","Cylindrocarpus microscopicus",4
"NBNORG0000064160","Cystoseira baccata",4
"NBNORG0000064163","Dasya corymbifera",4
"NBNORG0000064164","Dasya punicea",4
"NBNORG0000064166","Delesseria sanguinea",3
"NBNORG0000064168","Derbesia tenuissima",3
"NBNORG0000064174","Desmarestia dudresnayi",4
"NBNORG0000064176","Desmarestia viridis",3
"NBNORG0000064185","Gracilaria bursa-pastoris",3
"NBNORG0000064186","Gracilaria gracilis",3
"NBNORG0000064187","Gracilaria multipartita",4
"NBNORG0000064189","Gracilariopsis longissima",3
"NBNORG0000064192","Grateloupia filicina",3
"NBNORG0000064195","Gymnogongrus crenulatus",3
"NBNORG0000064196","Gymnogongrus griffithsiae",3
"NBNORG0000064198","Haemescharia hennedyi",4
"NBNORG0000064202","Laminaria digitata",3
"NBNORG0000064206","Laurencia obtusa",3
"NBNORG0000064207","Laurencia pyramidalis",4
"NBNORG0000064210","Leblondiella densa",1
"NBNORG0000064212","Leptonematella fasciculata",4
"NBNORG0000064214","Leptophytum elatum",1
"NBNORG0000064215","Phymatolithon lenormandii",1
"NBNORG0000064215","Phymatolithon lenormandii",3
"NBNORG0000064219","Lithophyllum crouaniorum",1
"NBNORG0000064220","Lithophyllum nitorum",4
"NBNORG0000064222","Lithothamnion corallioides",1
"NBNORG0000064225","Lomentaria orcadensis",3
"NBNORG0000064229","Meiodiscus spetsbergensis",4
"NBNORG0000064234","Meredithia microphylla",3
"NBNORG0000064236","Mesogloia lanosa",4
"NBNORG0000064237","Mesogloia vermiculata",4
"NBNORG0000064237","Mesogloia vermiculata",1
"NBNORG0000064239","Mesophyllum lichenoides",1
"NBNORG0000064243","Microspongium immersum",1
"NBNORG0000064244","Microspora ficulinae",1
"NBNORG0000064248","Monosporus pedicellatus",4
"NBNORG0000064249","Ulvaria obscura",3
"NBNORG0000064251","Myriactula areschougii",1
"NBNORG0000064252","Myriactula clandestina",1
"NBNORG0000064253","Myriactula rivulariae",1
"NBNORG0000064255","Myriocladia lovenii",1
"NBNORG0000064256","Myriocladia tomentosa",4
"NBNORG0000064268","Osmundea hybrida",3
"NBNORG0000064269","Osmundea osmunda",3
"NBNORG0000064270","Osmundea truncata",3
"NBNORG0000064273","Ostreobium quekettii",1
"NBNORG0000064279","Percursaria percursa",3
"NBNORG0000064281","Petalonia fascia",6
"NBNORG0000064286","Peyssonnelia armorica",4
"NBNORG0000064287","Peyssonnelia atropurpurea",3
"NBNORG0000064288","Peyssonnelia dubyi",3
"NBNORG0000064289","Peyssonnelia harveyana",4
"NBNORG0000064290","Peyssonnelia immersa",4
"NBNORG0000064292","Phaeophila dendroides",1
"NBNORG0000064298","Phyllophora crispa",3
"NBNORG0000064300","Phyllophora sicula",3
"NBNORG0000064301","Phymatolithon brunneum",4
"NBNORG0000064303","Phymatolithon lamii",3
"NBNORG0000064305","Phymatolithon purpureum",3
"NBNORG0000064310","Pleonosporium borreri",3
"NBNORG0000064312","Plocamium cartilagineum",3
"NBNORG0000064315","Pneophyllum confervicola",1
"NBNORG0000064316","Pneophyllum limitatum",1
"NBNORG0000064317","Pneophyllum lobescens",1
"NBNORG0000064323","Polyneura bonnemaisonii",3
"NBNORG0000064325","Polysiphonia atlantica",3
"NBNORG0000064326","Polysiphonia ceramiaeformis",4
"NBNORG0000064327","Polysiphonia devoniensis",3
"NBNORG0000064330","Polysiphonia opaca",4
"NBNORG0000064331","Polysiphonia subulifera",4
"NBNORG0000064333","Porphyra amplissima",4
"NBNORG0000064334","Porphyra dioica",3
"NBNORG0000064341","Drachiella heterocarpa",3
"NBNORG0000064342","Myriogramme minuta",4
"NBNORG0000064343","Drachiella spectabilis",3
"NBNORG0000064346","Dumontia contorta",3
"NBNORG0000064350","Elachista stellaris",4
"NBNORG0000064362","Erythrotrichia carnea",3
"NBNORG0000064363","Erythrotrichia reflexa",1
"NBNORG0000064366","Eudesme virescens",3
"NBNORG0000064369","Exilicrusta parva",4
"NBNORG0000064371","Feldmannia irregularis",1
"NBNORG0000064372","Feldmannia lebelii",1
"NBNORG0000064373","Feldmannia padinae",1
"NBNORG0000064374","Feldmannia paradoxa",1
"NBNORG0000064375","Feldmannia simplex",1
"NBNORG0000064377","Fucus cottonii",3
"NBNORG0000064378","Fucus evanescens",3
"NBNORG0000064379","Fucus vesiculosus",3
"NBNORG0000064384","Gelidiella calcicola",4
"NBNORG0000064387","Gelidium maggsiae",4
"NBNORG0000064389","Gigartina pistillata",3
"NBNORG0000064391","Giraudia sphacelarioides",4
"NBNORG0000064393","Gloiosiphonia capillaris",4
"NBNORG0000064396","Jania squamata",3
"NBNORG0000064398","Halochlorococcum moorei",7
"NBNORG0000064402","Rhodophysema kjellmanii",3
"NBNORG0000064407","Halurus flosculosus",3
"NBNORG0000064409","Halymenia latifolia",3
"NBNORG0000064412","Haraldiophyllum bonnemaisonii",3
"NBNORG0000064414","Harveyella mirabilis",1
"NBNORG0000064417","Helminthocladia calvadosii",4
"NBNORG0000064419","Helminthora divaricata",4
"NBNORG0000064421","Herponema solitarium",4
"NBNORG0000064422","Herponema valiantei",4
"NBNORG0000064423","Herponema velutinum",4
"NBNORG0000064425","Heterosiphonia plumosa",3
"NBNORG0000064426","Hildenbrandia crouaniorum",1
"NBNORG0000064428","Himanthalia elongata",3
"NBNORG0000064430","Hincksia fenestrata",4
"NBNORG0000064432","Hincksia hincksiae",1
"NBNORG0000064433","Feldmannia mitchelliae",1
"NBNORG0000064434","Hincksia ovata",1
"NBNORG0000064435","Hincksia sandriana",1
"NBNORG0000064436","Hincksia secunda",3
"NBNORG0000064439","Hydrolithon boreale",4
"NBNORG0000064440","Hydrolithon cruciatum",4
"NBNORG0000064441","Hydrolithon farinosum",4
"NBNORG0000064443","Hydrolithon sargassi",4
"NBNORG0000064445","Hypoglossum hypoglossoides",3
"NBNORG0000064449","Itonoa marginifera",4
"NBNORG0000064451","Jania rubens",3
"NBNORG0000064453","Kallymenia reniformis",3
"NBNORG0000064455","Porphyropsis coccinea",3
"NBNORG0000064457","Porphyrostromium boryanum",3
"NBNORG0000064458","Porphyrostromium ciliare",3
"NBNORG0000064459","Prasiola furfuracea",4
"NBNORG0000064461","Ulvella scutata",1
"NBNORG0000064463","Protectocarpus speciosus",1
"NBNORG0000064467","Pseudolithoderma extensum",3
"NBNORG0000064470","Pterocladiella capillacea",3
"NBNORG0000064473","Pterosiphonia complanata",3
"NBNORG0000064475","Pterosiphonia pinnulata",4
"NBNORG0000064477","Pterothamnion plumula",3
"NBNORG0000064478","Pterothamnion polyacanthum",4
"NBNORG0000064480","Ptilota gunneri",3
"NBNORG0000064482","Ptilothamnion sphaericum",4
"NBNORG0000064492","Rhizoclonium riparium",3
"NBNORG0000064497","Rhodomela confervoides",3
"NBNORG0000064498","Rhodomela lycopodioides",3
"NBNORG0000064501","Rhodophysema georgei",4
"NBNORG0000064505","Rhodymenia ardissonei",3
"NBNORG0000064506","Rhodymenia delicatula",3
"NBNORG0000064507","Rhodymenia pseudopalmata",3
"NBNORG0000064512","Sarcodiotheca gaudichaudii",4
"NBNORG0000064518","Schizymenia dubyi",3
"NBNORG0000064520","Schmitzia hiscockiana",3
"NBNORG0000064523","Schmitziella endophloea",7
"NBNORG0000064530","Scytosiphon dotyi",4
"NBNORG0000064534","Solieria chordalis",3
"NBNORG0000064538","Spermothamnion strictum",3
"NBNORG0000064540","Sphacelaria cirrosa",1
"NBNORG0000064541","Sphacelaria fusca",1
"NBNORG0000064543","Sphaerococcus coronopifolius",3
"NBNORG0000064545","Sphaerotrichia divaricata",4
"NBNORG0000064548","Spongomorpha aeruginosa",3
"NBNORG0000064551","Sporochnus pedunculatus",3
"NBNORG0000064557","Stictyosiphon griffithsianus",1
"NBNORG0000064559","Stilophora tenella",1
"NBNORG0000064561","Stilopsis lejolisii",4
"NBNORG0000064563","Stragularia clavata",1
"NBNORG0000064565","Streblonema helophorum",4
"NBNORG0000064567","Streblonema zanardinii",4
"NBNORG0000064571","Stylonema alsidii",1
"NBNORG0000064573","Stypocaulon scoparium",3
"NBNORG0000064575","Sykidion dyeri",3
"NBNORG0000064578","Taonia atomaria",3
"NBNORG0000064582","Lithophyllum corallinae",1
"NBNORG0000064583","Titanoderma laminariae",7
"NBNORG0000064587","Tsengia bairdii",4
"NBNORG0000064589","Ulothrix speciosa",3
"NBNORG0000064595","Ulvella lens",4
"NBNORG0000064601","Urospora wormskioldii",3
"NBNORG0000064608","Pseudendoclonium marinum nom. illeg.",4
"NBNORG0000064948","Bangia atropurpurea",1
"NBNORG0000064966","Blidingia marginata",1
"NBNORG0000064967","Blidingia minima",1
"NBNORG0000065322","Chlorochytrium facciolae",4
"NBNORG0000065373","Chroodactylon ornatum",1
"NBNORG0000065420","Cladophora fracta",3
"NBNORG0000065421","Cladophora glomerata",3
"NBNORG0000066576","Ulva prolifera",3
"NBNORG0000068868","Porphyridium aerugineum",1
"NBNORG0000068869","Porphyridium purpureum",1
"NBNORG0000068879","Prasiola calophylla",3
"NBNORG0000069056","Rosenvingiella polyrhiza",3
"NBNORG0000070148","Ulva intestinalis",3
"NBNORG0000070398","Syncoryne reinkei",1
"NBNORG0000103528","Ulva compressa",3
"NBNORG0000103535","Grateloupia subpectinata",5
"NBNORG0000105122","Euthora cristata",7
"NBNORG0000105124","Aegagropila linnaei",3
"NBNORG0000106876","Corynophlaea umbellata",5
"NBNORG0000106996","Dasysiphonia japonica",3
"NBNORG0000109616","Codium bursa",4
"NBNORG0000109789","Cladophora albida",3
"NBNORG0000109835","Phyllophora pseudoceranoides",3
"NBNORG0000109836","Schottera nicaeensis",3
"NBNORG0000109841","Polyides rotunda",3
"NBNORG0000109850","Schmitzia neapolitana",3
"NBNORG0000109904","Nemastoma canariense",5
"NBNORG0000109928","Palmaria palmata",3
"NBNORG0000114972","Kuetzingiella holmesii",4
"NBNORG0000115000","Dictyosiphon chordaria",4
"NBNORG0000115001","Elachista scutulata",1
"NBNORG0000115009","Isthmoplea sphaerophora",1
"NBNORG0000115172","Saccharina latissima",3
"NBNORG0000115183","Compsonema saxicola",4
"NBNORG0000115191","Pseudolithoderma roscoffense",3
"NBNORG0000115240","Punctaria crispata",4
"NBNORG0000124020","Vertebrata byssoides",3
"NBNORG0000124023","Vertebrata furcellata",4
"NBNORG0000124024","Vertebrata simulans",3
"NBNORG0000124135","Dermocorynus dichotomus",4
