"organism_key","taxon","stage","code"
"NBNORG0000094833","Berytinus (Berytinus) montivagus","mature",3
"NBNORG0000094834","Berytinus (Berytinus) signoreti","mature",3
"NBNORG0000094836","Blepharidopterus angulatus","mature",1
"NBNORG0000094837","Blepharidopterus diaphanus","mature",3
"NBNORG0000094842","Bothynotus pilosus","mature",3
"NBNORG0000094844","Brachyarthrum limitatum","mature",2
"NBNORG0000094846","Brachycarenus tigrinus","mature",1
"NBNORG0000094848","Brachynotocoris puncticornis","mature",2
"NBNORG0000094850","Brachysteles parvicornis","mature",3
"NBNORG0000094854","Bryocoris pteridis","mature",1
"NBNORG0000094856","Buchananiella continua","mature",3
"NBNORG0000094862","Calocoris (Calocoris) alpestris","mature",2
"NBNORG0000094863","Calocoris (Calocoris) roseomaculatus","mature",1
"NBNORG0000094865","Closterotomus fulvomaculatus","mature",2
"NBNORG0000094868","Grypocoris (Lophyromiris) stysi","mature",1
"NBNORG0000094871","Camptozygum aequale","mature",2
"NBNORG0000094873","Campylomma annulicorne","mature",3
"NBNORG0000094874","Campylomma verbasci","mature",3
"NBNORG0000094876","Campyloneura virgula","mature",1
"NBNORG0000094878","Campylosteira verna","mature",2
"NBNORG0000094880","Canthophorus impressus","mature",1
"NBNORG0000094882","Capsodes flavomarginatus","mature",1
"NBNORG0000094883","Capsodes gothicus","mature",1
"NBNORG0000094884","Capsodes sulcatus","mature",1
"NBNORG0000094886","Capsus ater","mature",1
"NBNORG0000094887","Capsus wagneri","mature",2
"NBNORG0000094889","Cardiastethus fasciiventris","mature",3
"NBNORG0000094892","Carpocoris purpureipennis","mature",5
"NBNORG0000094894","Catoplatus fabricii","mature",2
"NBNORG0000094896","Ceraleptus lividus","mature",1
"NBNORG0000094902","Ceratocombus (Ceratocombus) coleoptratus","mature",2
"NBNORG0000094905","Charagochilus (Charagochilus) gyllenhalii","mature",2
"NBNORG0000094906","Charagochilus (Charagochilus) weberi","mature",2
"NBNORG0000094912","Chilacis typhae","mature",2
"NBNORG0000094918","Chlamydatus (Chlamydatus) saltitans","mature",2
"NBNORG0000094920","Chlamydatus (Euattus) pulicarius","mature",2
"NBNORG0000094921","Chlamydatus (Euattus) pullus","mature",2
"NBNORG0000094923","Chlamydatus (Eurymerocoris) evanescens","mature",2
"NBNORG0000094924","Chlamydatus (Eurymerocoris) wilkinsoni","mature",2
"NBNORG0000094926","Chorosoma schillingi","mature",1
"NBNORG0000094929","Cimex lectularius","mature",3
"NBNORG0000094930","Cimex pipistrelli","mature",3
"NBNORG0000094937","Compsidolon (Coniortodes) salicellum","mature",2
"NBNORG0000094939","Conostethus brevis","mature",3
"NBNORG0000094940","Conostethus griseus","mature",3
"NBNORG0000094941","Conostethus roseus","mature",2
"NBNORG0000094945","Coranus (Coranus) subapterus","mature",4
"NBNORG0000094946","Coranus (Coranus) woodroffei","mature",4
"NBNORG0000094952","Coriomeris denticulatus","mature",1
"NBNORG0000094957","Corizus hyoscyami","mature",1
"NBNORG0000094968","Cyllecoris histrionius","mature",1
"NBNORG0000094974","Cymus claviculus","mature",2
"NBNORG0000094975","Cymus glandicolor","mature",2
"NBNORG0000094976","Cymus melanocephalus","mature",2
"NBNORG0000094978","Cyphostethus tristriatus","mature",1
"NBNORG0000094980","Cyrtorhinus caricis","mature",1
"NBNORG0000094986","Deraeocoris (Deraeocoris) flavilinea","mature",1
"NBNORG0000094987","Deraeocoris (Deraeocoris) olivaceus","mature",2
"NBNORG0000094988","Deraeocoris (Deraeocoris) ruber","mature",1
"NBNORG0000094989","Deraeocoris (Deraeocoris) scutellaris","mature",2
"NBNORG0000094991","Deraeocoris (Knightocapsus) lutescens","mature",2
"NBNORG0000094993","Derephysia (Derephysia) foliacea","mature",2
"NBNORG0000094996","Dichrooscytus gustavi","mature",1
"NBNORG0000094997","Dichrooscytus rufipennis","mature",1
"NBNORG0000094999","Dicranocephalus agilis","mature",2
"NBNORG0000095000","Dicranocephalus medius","mature",2
"NBNORG0000095002","Dictyla convergens","mature",2
"NBNORG0000095004","Dictyonota fuliginosa","mature",2
"NBNORG0000095005","Dictyonota strichnocera","mature",2
"NBNORG0000095009","Dicyphus (Brachyceroea) annulatus","mature",2
"NBNORG0000095010","Dicyphus (Brachyceroea) globulifer","mature",2
"NBNORG0000095012","Dicyphus (Dicyphus) constrictus","mature",4
"NBNORG0000095013","Dicyphus (Dicyphus) epilobii","mature",2
"NBNORG0000095014","Dicyphus (Dicyphus) errans","mature",2
"NBNORG0000095015","Dicyphus (Dicyphus) stachydis","mature",2
"NBNORG0000095017","Dicyphus (Idolocoris) pallicornis","mature",3
"NBNORG0000095021","Dolycoris baccarum","mature",1
"NBNORG0000095025","Drymus (Drymus) latus","mature",3
"NBNORG0000095026","Drymus (Drymus) pilicornis","mature",3
"NBNORG0000095027","Drymus (Drymus) pilipes","mature",3
"NBNORG0000095029","Drymus (Sylvadrymus) brunneus","mature",2
"NBNORG0000095030","Drymus (Sylvadrymus) pumilio","mature",3
"NBNORG0000095031","Drymus (Sylvadrymus) ryei","mature",2
"NBNORG0000095032","Drymus (Sylvadrymus) sylvaticus","mature",2
"NBNORG0000095035","Dryophilocoris (Dryophilocoris) flavoquadrimaculatus","mature",2
"NBNORG0000095038","Dufouriellus ater","mature",3
"NBNORG0000095042","Elasmostethus interstinctus","mature",1
"NBNORG0000095044","Elasmucha grisea","mature",1
"NBNORG0000095047","Elatophilus (Elatophilus) nigricornis","mature",3
"NBNORG0000095049","Emblethis denticollis","mature",3
"NBNORG0000095050","Emblethis griseus","mature",3
"NBNORG0000095053","Empicoris baerensprungi","mature",3
"NBNORG0000095054","Empicoris culiciformis","mature",3
"NBNORG0000095056","Enoplops scapha","mature",1
"NBNORG0000095058","Eremocoris abietis","mature",2
"NBNORG0000095059","Eremocoris plebejus","mature",2
"NBNORG0000095060","Eremocoris podagricus","mature",2
"NBNORG0000095064","Europiella artemisiae","mature",4
"NBNORG0000095065","Europiella decolor","mature",4
"NBNORG0000095069","Eurydema (Eurydema) oleracea","mature",1
"NBNORG0000095070","Eurydema (Eurydema) ornata","mature",2
"NBNORG0000095072","Eurydema (Rubrodorsalium) dominulus","mature",2
"NBNORG0000095074","Eurygaster maura","mature",2
"NBNORG0000095075","Eurygaster testudinaria","mature",2
"NBNORG0000095078","Eysarcoris aeneus","mature",1
"NBNORG0000095079","Eysarcoris venustissimus","mature",1
"NBNORG0000095081","Fieberocapsus flaveolus","mature",2
"NBNORG0000095084","Gampsocoris punctipes","mature",1
"NBNORG0000095087","Gastrodes abietum","mature",2
"NBNORG0000095088","Gastrodes grossipes","mature",2
"NBNORG0000095091","Geotomus punctulatus","mature",2
"NBNORG0000095109","Globiceps (Kelidocoris) flavomaculatus","mature",4
"NBNORG0000095110","Globiceps (Kelidocoris) fulvicollis subsp. cruciatus","mature",4
"NBNORG0000095111","Globiceps (Kelidocoris) juniperi","mature",4
"NBNORG0000095115","Gonocerus acuteangulatus","mature",1
"NBNORG0000095117","Graptopeltus lynceus","mature",2
"NBNORG0000095120","Hallodapus montandoni","mature",2
"NBNORG0000095121","Hallodapus rufescens","mature",2
"NBNORG0000095126","Halticus apterus","mature",2
"NBNORG0000095127","Halticus luteicollis","mature",2
"NBNORG0000095128","Halticus macrocephalus","mature",2
"NBNORG0000095129","Halticus saltator","mature",2
"NBNORG0000095141","Henestaris halophilus","mature",2
"NBNORG0000095142","Henestaris laticeps","mature",2
"NBNORG0000095146","Heterocordylus (Heterocordylus) genistae","mature",3
"NBNORG0000095147","Heterocordylus (Heterocordylus) parvulus","mature",6
"NBNORG0000095148","Heterocordylus (Heterocordylus) tibialis","mature",2
"NBNORG0000095150","Heterogaster artemisiae","mature",2
"NBNORG0000095157","Himacerus (Anaptus) major","mature",1
"NBNORG0000095159","Himacerus (Aptus) mirmicoides","mature",1
"NBNORG0000095161","Himacerus (Himacerus) apterus","mature",1
"NBNORG0000095163","Himacerus (Stalia) boops","mature",1
"NBNORG0000095167","Hoplomachus thunbergii","mature",1
"NBNORG0000095174","Hypseloecus visci","mature",3
"NBNORG0000095177","Ischnocoris angustulus","mature",2
"NBNORG0000095179","Ischnodemus quadratus","mature",3
"NBNORG0000095180","Ischnodemus sabuleti","mature",3
"NBNORG0000095183","Kalama tricornis","mature",2
"NBNORG0000095186","Kleidocerys ericae","mature",2
"NBNORG0000095187","Kleidocerys resedae","mature",2
"NBNORG0000095189","Lamproplax picea","mature",3
"NBNORG0000095191","Lasiacantha capucina","mature",2
"NBNORG0000095193","Lasiosomus enervis","mature",3
"NBNORG0000095195","Legnotus limbosus","mature",2
"NBNORG0000095196","Legnotus picipes","mature",2
"NBNORG0000095203","Leptopterna dolabrata","mature",2
"NBNORG0000095204","Leptopterna ferrugata","mature",2
"NBNORG0000095210","Liorhyssus hyalinus","mature",1
"NBNORG0000095212","Lopus decolor","mature",3
"NBNORG0000095214","Loricula elegantula","mature",3
"NBNORG0000095215","Loricula ruficeps","mature",3
"NBNORG0000095220","Lyctocoris (Lyctocoris) campestris","mature",3
"NBNORG0000095227","Apolygus lucorum","mature",2
"NBNORG0000095228","Apolygus spinolae","mature",2
"NBNORG0000095230","Lygocoris (Lygocoris) pabulinus","mature",2
"NBNORG0000095231","Lygocoris (Lygocoris) rugicollis","mature",2
"NBNORG0000095233","Neolygus contaminatus","mature",2
"NBNORG0000095234","Neolygus populi","mature",3
"NBNORG0000095235","Neolygus viridis","mature",3
"NBNORG0000095238","Lygus maritimus","mature",2
"NBNORG0000095239","Lygus pratensis","mature",3
"NBNORG0000095240","Lygus punctatus","mature",3
"NBNORG0000095241","Lygus rugulipennis","mature",3
"NBNORG0000095242","Lygus wagneri","mature",3
"NBNORG0000095244","Macrodema micropterum","mature",2
"NBNORG0000095246","Macrolophus pygmaeus","mature",2
"NBNORG0000095247","Macrolophus rubi","mature",2
"NBNORG0000095249","Macroplax preyssleri","mature",2
"NBNORG0000095254","Macrotylus (Alloeonycha) horvathi","mature",2
"NBNORG0000095255","Macrotylus (Alloeonycha) paykulli","mature",2
"NBNORG0000095256","Macrotylus (Alloeonycha) solitarius","mature",2
"NBNORG0000095258","Malacocoris chlorizans","mature",1
"NBNORG0000095261","Mecomma (Globicellus) dispar","mature",2
"NBNORG0000095263","Mecomma (Mecomma) ambulans","mature",2
"NBNORG0000095265","Megacoelum beckeri","mature",3
"NBNORG0000095266","Megacoelum infusum","mature",2
"NBNORG0000095268","Megaloceroea recticornis","mature",1
"NBNORG0000095270","Megalocoleus molliculus","mature",2
"NBNORG0000095271","Megalocoleus tanaceti","mature",2
"NBNORG0000095274","Megalonotus antennatus","mature",2
"NBNORG0000095275","Megalonotus chiragra","mature",3
"NBNORG0000095276","Megalonotus dilatatus","mature",3
"NBNORG0000095277","Megalonotus emarginatus","mature",3
"NBNORG0000095278","Megalonotus praetextatus","mature",2
"NBNORG0000095279","Megalonotus sabulicola","mature",3
"NBNORG0000095289","Metatropis rufescens","mature",1
"NBNORG0000095291","Metopoplax ditomoides","mature",2
"NBNORG0000095313","Miridius quadrivirgatus","mature",1
"NBNORG0000095317","Miris striatus","mature",1
"NBNORG0000095321","Monalocoris (Monalocoris) filicis","mature",2
"NBNORG0000095323","Monosynamma bohemanni","mature",4
"NBNORG0000095324","Monosynamma maritimum","mature",4
"NBNORG0000095325","Monosynamma sabulicola","mature",4
"NBNORG0000095328","Myrmecoris gracilis","mature",1
"NBNORG0000095330","Myrmedobia coleoptrata","mature",3
"NBNORG0000095331","Myrmedobia distinguenda","mature",3
"NBNORG0000095332","Myrmedobia exilis","mature",3
"NBNORG0000095333","Myrmedobia inconspicua","mature",3
"NBNORG0000095335","Myrmus miriformis","mature",1
"NBNORG0000095340","Nabis (Dolichonabis) limbatus","mature",3
"NBNORG0000095342","Nabis (Limnonabis) lineatus","mature",3
"NBNORG0000095344","Nabis (Nabicula) flavomarginatus","mature",3
"NBNORG0000095346","Nabis (Nabis) brevis","mature",4
"NBNORG0000095347","Nabis (Nabis) ericetorum","mature",3
"NBNORG0000095348","Nabis (Nabis) ferus","mature",3
"NBNORG0000095349","Nabis (Nabis) pseudoferus","mature",3
"NBNORG0000095350","Nabis (Nabis) rugosus","mature",3
"NBNORG0000095353","Neides tipularius","mature",1
"NBNORG0000095355","Neottiglossa pusilla","mature",1
"NBNORG0000095361","Nezara viridula","mature",2
"NBNORG0000095363","Notochilus limbatus","mature",3
"NBNORG0000095373","Notostira elongata","mature",2
"NBNORG0000095377","Nysius cymoides","mature",3
"NBNORG0000095378","Nysius ericae","mature",4
"NBNORG0000095379","Nysius graminicola","mature",3
"NBNORG0000095380","Nysius helveticus","mature",2
"NBNORG0000095381","Nysius senecionis","mature",3
"NBNORG0000095382","Nysius thymi","mature",4
"NBNORG0000095388","Odontoscelis (Odontoscelis) fuliginosa","mature",2
"NBNORG0000095389","Odontoscelis (Odontoscelis) lineola","mature",2
"NBNORG0000095391","Oeciacus hirundinis","mature",3
"NBNORG0000095393","Oncocephalus pilicornis","mature",2
"NBNORG0000095395","Oncochila simplex","mature",2
"NBNORG0000095398","Oncotylus (Oncotylus) viridiflavus","mature",1
"NBNORG0000095402","Orius (Heterorius) laticollis","mature",4
"NBNORG0000095403","Orius (Heterorius) majusculus","mature",4
"NBNORG0000095404","Orius (Heterorius) vicinus","mature",4
"NBNORG0000095406","Orius (Orius) laevigatus","mature",3
"NBNORG0000095407","Orius (Orius) niger","mature",3
"NBNORG0000095411","Orsillus depressus","mature",1
"NBNORG0000095413","Orthocephalus coriaceus","mature",2
"NBNORG0000095414","Orthocephalus saltator","mature",2
"NBNORG0000095416","Ortholomus punctipennis","mature",2
"NBNORG0000095418","Orthonotus rufifrons","mature",1
"NBNORG0000095421","Orthops (Orthops) basalis","mature",4
"NBNORG0000095422","Orthops (Orthops) campestris","mature",4
"NBNORG0000095423","Orthops (Orthops) kalmii","mature",4
"NBNORG0000095428","Orthotylus (Litocoris) ericetorum","mature",3
"NBNORG0000095430","Orthotylus (Melanotrichus) flavosparsus","mature",2
"NBNORG0000095431","Orthotylus (Melanotrichus) moncreaffi","mature",4
"NBNORG0000095432","Orthotylus (Melanotrichus) rubidus","mature",3
"NBNORG0000095434","Orthotylus (Orthotylus) flavinervis","mature",4
"NBNORG0000095435","Orthotylus (Orthotylus) marginalis","mature",4
"NBNORG0000095436","Orthotylus (Orthotylus) nassatus","mature",4
"NBNORG0000095437","Orthotylus (Orthotylus) ochrotrichus","mature",4
"NBNORG0000095438","Orthotylus (Orthotylus) prasinus","mature",4
"NBNORG0000095439","Orthotylus (Orthotylus) tenellus","mature",4
"NBNORG0000095440","Orthotylus (Orthotylus) virens","mature",4
"NBNORG0000095441","Orthotylus (Orthotylus) viridinervis","mature",4
"NBNORG0000095443","Orthotylus (Pachylops) adenocarpi","mature",4
"NBNORG0000095444","Orthotylus (Pachylops) concolor","mature",4
"NBNORG0000095445","Orthotylus (Pachylops) virescens","mature",3
"NBNORG0000095447","Orthotylus (Pinocapsus) fuscescens","mature",4
"NBNORG0000095449","Orthotylus (Pseudorthotylus) bilineatus","mature",3
"NBNORG0000095452","Pachybrachius fracticollis","mature",2
"NBNORG0000095453","Pachybrachius luridus","mature",2
"NBNORG0000095455","Pachytomella parallela","mature",2
"NBNORG0000095459","Pantilius (Pantilius) tunicatus","mature",1
"NBNORG0000095463","Parapiesma quadratum subsp. spergulariae","mature",3
"NBNORG0000095465","Parapsallus vitellinus","mature",3
"NBNORG0000095467","Pentatoma rufipes","mature",1
"NBNORG0000095473","Peritrechus convivus","mature",3
"NBNORG0000095474","Peritrechus geniculatus","mature",2
"NBNORG0000095475","Peritrechus gracilicornis","mature",3
"NBNORG0000095476","Peritrechus lundii","mature",2
"NBNORG0000095477","Peritrechus nubilus","mature",3
"NBNORG0000095479","Phoenicocoris obscurellus","mature",3
"NBNORG0000095484","Phylus (Phylus) coryli","mature",1
"NBNORG0000095485","Phylus (Phylus) melanocephalus","mature",1
"NBNORG0000095488","Physatocheila dumetorum","mature",2
"NBNORG0000095489","Physatocheila harwoodi","mature",3
"NBNORG0000095492","Phytocoris (Ktenocoris) insignis","mature",3
"NBNORG0000095493","Phytocoris (Ktenocoris) ulmi","mature",3
"NBNORG0000095494","Phytocoris (Ktenocoris) varipes","mature",3
"NBNORG0000095496","Phytocoris (Phytocoris) dimidiatus","mature",3
"NBNORG0000095497","Phytocoris (Phytocoris) longipennis","mature",3
"NBNORG0000095498","Phytocoris (Phytocoris) pini","mature",3
"NBNORG0000095499","Phytocoris (Phytocoris) populi","mature",3
"NBNORG0000095500","Phytocoris (Phytocoris) reuteri","mature",3
"NBNORG0000095501","Phytocoris (Phytocoris) tiliae","mature",3
"NBNORG0000095503","Picromerus bidens","mature",1
"NBNORG0000095505","Piesma maculatum","mature",2
"NBNORG0000095508","Piezodorus lituratus","mature",1
"NBNORG0000095510","Pilophorus cinnamopterus","mature",2
"NBNORG0000095511","Pilophorus clavatus","mature",2
"NBNORG0000095512","Pilophorus confusus","mature",2
"NBNORG0000095513","Pilophorus perplexus","mature",2
"NBNORG0000095515","Pinalitus atomarius","mature",3
"NBNORG0000095516","Pinalitus cervinus","mature",3
"NBNORG0000095517","Pinalitus rubricatus","mature",3
"NBNORG0000095518","Pinalitus viscicola","mature",3
"NBNORG0000095520","Pionosomus varius","mature",2
"NBNORG0000095522","Pithanus maerkelii","mature",1
"NBNORG0000095524","Placochilus seladonicus","mature",3
"NBNORG0000095527","Plagiognathus (Plagiognathus) arbustorum","mature",1
"NBNORG0000095528","Plagiognathus (Plagiognathus) chrysanthemi","mature",2
"NBNORG0000095531","Platycranus (Genistocapsus) bicolor","mature",2
"NBNORG0000095536","Plesiodema pinetella","mature",3
"NBNORG0000095539","Plinthisus brevipennis","mature",2
"NBNORG0000095546","Polymerus (Poeciloscytus) palustris","mature",2
"NBNORG0000095547","Polymerus (Poeciloscytus) unifasciatus","mature",2
"NBNORG0000095549","Polymerus (Poeciloscytus) vulneratus","mature",2
"NBNORG0000095551","Polymerus (Polymerus) nigrita","mature",2
"NBNORG0000095558","Psallodema fieberi","mature",1
"NBNORG0000095561","Psallus (Apocremnus) betuleti","mature",4
"NBNORG0000095562","Psallus (Apocremnus) montanus","mature",4
"NBNORG0000095564","Psallus (Hylopsallus) assimilis","mature",4
"NBNORG0000095565","Psallus (Hylopsallus) perrisi","mature",4
"NBNORG0000095566","Psallus (Hylopsallus) pseudoplatani","mature",4
"NBNORG0000095567","Psallus (Hylopsallus) variabilis","mature",4
"NBNORG0000095568","Psallus (Hylopsallus) wagneri","mature",4
"NBNORG0000095570","Psallus (Mesopsallus) ambiguus","mature",4
"NBNORG0000095572","Psallus (Phylidea) quercus","mature",5
"NBNORG0000095574","Psallus (Pityopsallus) luridus","mature",3
"NBNORG0000095576","Psallus (Psallus) albicinctus","mature",4
"NBNORG0000095577","Psallus (Psallus) confusus","mature",4
"NBNORG0000095578","Psallus (Psallus) falleni","mature",3
"NBNORG0000095579","Psallus (Psallus) flavellus","mature",4
"NBNORG0000095580","Psallus (Psallus) haematodes","mature",2
"NBNORG0000095581","Psallus (Psallus) lepidus","mature",4
"NBNORG0000095582","Psallus (Psallus) mollis","mature",4
"NBNORG0000095583","Psallus (Psallus) salicis","mature",3
"NBNORG0000095584","Psallus (Psallus) varians","mature",4
"NBNORG0000095586","Pseudoloxops coccineus","mature",1
"NBNORG0000095590","Pterotmetus staphyliniformis","mature",2
"NBNORG0000095592","Pygolampis bidentata","mature",2
"NBNORG0000095594","Pyrrhocoris apterus","mature",1
"NBNORG0000095597","Raglius alboacuminatus","mature",2
"NBNORG0000095605","Reduvius personatus","mature",1
"NBNORG0000095608","Reuteria marqueti","mature",2
"NBNORG0000095610","Rhacognathus punctatus","mature",1
"NBNORG0000095615","Rhopalus (Aeschyntelus) maculatus","mature",2
"NBNORG0000095617","Rhopalus (Rhopalus) parumpunctatus","mature",2
"NBNORG0000095618","Rhopalus (Rhopalus) rufus","mature",3
"NBNORG0000095619","Rhopalus (Rhopalus) subrufus","mature",1
"NBNORG0000095623","Rhyparochromus pini","mature",2
"NBNORG0000095647","Sciocoris (Sciocoris) cursitans","mature",1
"NBNORG0000095649","Scolopostethus affinis","mature",3
"NBNORG0000095650","Scolopostethus decoratus","mature",2
"NBNORG0000095651","Scolopostethus grandis","mature",3
"NBNORG0000095652","Scolopostethus pictus","mature",2
"NBNORG0000095653","Scolopostethus puberulus","mature",2
"NBNORG0000095654","Scolopostethus thomsoni","mature",3
"NBNORG0000095658","Sehirus luctuosus","mature",1
"NBNORG0000095683","Spathocera dalmanii","mature",1
"NBNORG0000095685","Sphragisticus nebulosus","mature",2
"NBNORG0000095688","Stenodema (Brachystira) calcarata","mature",1
"NBNORG0000095689","Stenodema (Brachystira) trispinosa","mature",1
"NBNORG0000095691","Stenodema (Stenodema) holsata","mature",1
"NBNORG0000095692","Stenodema (Stenodema) laevigata","mature",1
"NBNORG0000095697","Stephanitis rhododendri","mature",2
"NBNORG0000095699","Sthenarus rotermundi","mature",1
"NBNORG0000095701","Stictopleurus abutilon","mature",2
"NBNORG0000095702","Stictopleurus punctatonervosus","mature",2
"NBNORG0000095705","Strongylocoris leucocephalus","mature",2
"NBNORG0000095706","Strongylocoris luridus","mature",3
"NBNORG0000095709","Stygnocoris fuligineus","mature",2
"NBNORG0000095710","Stygnocoris rusticus","mature",2
"NBNORG0000095711","Stygnocoris sabulosus","mature",2
"NBNORG0000095713","Syromastus rhombeus","mature",1
"NBNORG0000095715","Systellonotus triguttatus","mature",2
"NBNORG0000095717","Taphropeltus contractus","mature",3
"NBNORG0000095718","Taphropeltus hamulatus","mature",3
"NBNORG0000095723","Temnostethus (Montandoniella) gracilis","mature",3
"NBNORG0000095724","Temnostethus (Montandoniella) pusillus","mature",3
"NBNORG0000095725","Temnostethus (Montandoniella) tibialis","mature",3
"NBNORG0000095727","Teratocoris antennatus","mature",3
"NBNORG0000095728","Teratocoris caricis","mature",3
"NBNORG0000095729","Teratocoris saundersi","mature",4
"NBNORG0000095730","Teratocoris viridis","mature",4
"NBNORG0000095732","Tetraphleps bicuspis","mature",3
"NBNORG0000095736","Thyreocoris scarabaeoides","mature",1
"NBNORG0000095740","Tingis (Tingis) ampliata","mature",3
"NBNORG0000095741","Tingis (Tingis) angustata","mature",3
"NBNORG0000095742","Tingis (Tingis) cardui","mature",2
"NBNORG0000095744","Tingis (Tropidocheila) reticulata","mature",2
"NBNORG0000095748","Tinicephalus (Tinicephalus) hortulanus","mature",3
"NBNORG0000095751","Trapezonotus (Trapezonotus) arenarius","mature",3
"NBNORG0000095752","Trapezonotus (Trapezonotus) desertus","mature",3
"NBNORG0000095753","Trapezonotus (Trapezonotus) dispar","mature",3
"NBNORG0000095754","Trapezonotus (Trapezonotus) ullrichi","mature",2
"NBNORG0000095756","Trigonotylus caelestialium","mature",2
"NBNORG0000095757","Trigonotylus psammaecolor","mature",2
"NBNORG0000095758","Trigonotylus ruficornis","mature",2
"NBNORG0000095760","Tritomegas bicolor","mature",2
"NBNORG0000095762","Troilus luridus","mature",1
"NBNORG0000095764","Tropistethus holosericeus","mature",3
"NBNORG0000095766","Tupiocoris rhododendri","mature",1
"NBNORG0000095769","Tuponia (Chlorotuponia) brevirostris","mature",2
"NBNORG0000095771","Tuponia (Tuponia) mixticolor","mature",2
"NBNORG0000095773","Tytthus pubescens","mature",3
"NBNORG0000095774","Tytthus pygmaeus","mature",3
"NBNORG0000095783","Xylocoridea brevipennis","mature",3
"NBNORG0000095787","Xylocoris (Proxylocoris) galactinus","mature",3
"NBNORG0000095789","Xylocoris (Xylocoris) cursitans","mature",3
"NBNORG0000095790","Xylocoris (Xylocoris) formicetorum","mature",3
"NBNORG0000095793","Zygimus nigriceps","mature",1
"NBNORG0000095972","Anthocoris minki","mature",6
"NBNORG0000095988","Cimex columbarius","mature",3
"NBNORG0000096003","Eremocoris fenestratus","mature",2
"NBNORG0000096530","Leptoglossus occidentalis","mature",1
"NBNORG0000101594","Heterotoma merioptera","mature",1
"NBNORG0000101864","Salicarus (Salicarus) roseri","mature",1
