tvk,start_day,start_month,end_day,end_month,stage,allow_org_key,rtvk,organism_key,taxon
NHMSYS0000876716,1,4,31,10,mature,,NHMSYS0000876716,NBNORG0000072890,Stigmus pendulus
NHMSYS0000876717,1,5,31,10,mature,allow,NHMSYS0000876717,NBNORG0000072891,Stigmus solskyi
NHMSYS0000876720,1,7,30,9,mature,allow,NHMSYS0000876720,NBNORG0000072893,Strongylognathus testaceus
NHMSYS0000876723,1,5,31,8,mature,allow,NHMSYS0000876723,NBNORG0000072895,Symmorphus connexus
NHMSYS0000876724,1,5,31,8,mature,allow,NHMSYS0000876724,NBNORG0000072896,Symmorphus crassicornis
NHMSYS0000876725,1,5,30,9,mature,allow,NHMSYS0000876725,NBNORG0000072897,Symmorphus gracilis
NHMSYS0000876732,1,5,31,8,mature,allow,NHMSYS0000876732,NBNORG0000072899,Tachysphex nitidus
NHMSYS0000876735,1,4,31,10,mature,allow,NHMSYS0000876735,NBNORG0000072901,Tachysphex pompiliformis
NHMSYS0000876742,1,4,31,10,mature,allow,NHMSYS0000876742,NBNORG0000072908,Temnothorax interruptus
NHMSYS0000876750,1,5,31,12,mature,,NHMSYS0000876750,NBNORG0000072912,Tetramorium bicarinatum
NHMSYS0000876751,1,3,30,11,mature,allow,NHMSYS0000876751,NBNORG0000072913,Tetramorium caespitum
NHMSYS0000876757,1,5,30,9,mature,allow,NHMSYS0000876757,NBNORG0000072916,Tiphia femorata
NHMSYS0000876758,1,4,30,9,mature,allow,NHMSYS0000876758,NBNORG0000072917,Tiphia minuta
NHMSYS0000876762,1,2,31,10,mature,allow,NHMSYS0000876762,NBNORG0000072920,Trichrysis cyanea
NHMSYS0000876764,1,5,31,10,mature,allow,NHMSYS0000876764,NBNORG0000072922,Trypoxylon attenuatum
NHMSYS0000876765,1,5,31,10,mature,allow,NHMSYS0000876765,NBNORG0000072923,Trypoxylon clavicerum
NHMSYS0000876766,1,5,31,10,mature,,NHMSYS0000876766,NBNORG0000072924,Trypoxylon medium
NHMSYS0000876767,1,6,30,6,mature,allow,NHMSYS0000876767,NBNORG0000072925,Trypoxylon minus
NHMSYS0000876780,1,4,30,9,mature,allow,NHMSYS0000876780,NBNORG0000072936,Vespula austriaca
NHMSYS0000876782,1,2,31,12,mature,allow,NHMSYS0000876782,NBNORG0000072937,Vespula rufa
NHMSYS0000876788,1,3,30,9,mature,allow,NHMSYS0000876788,NBNORG0000072940,Xylocopa violacea
NHMSYS0020526926,1,6,31,7,mature,allow,NHMSYS0020526926,NBNORG0000097492,Gonatopus albosignatus
NHMSYS0020936521,1,7,31,10,mature,allow,NHMSYS0020526932,NBNORG0000097493,Laelius femoralis
NHMSYS0020545625,1,6,30,6,mature,allow,NHMSYS0020545625,NBNORG0000099217,Myrmica lonae
NHMSYS0000875563,1,1,30,11,mature,,NHMSYS0000875563,NBNORG0000104246,Bombus humilis
NHMSYS0000875572,1,1,31,10,mature,allow,NHMSYS0000875572,NBNORG0000104248,Bombus muscorum
NHMSYS0000875582,1,3,31,10,mature,allow,NHMSYS0000875582,NBNORG0000104261,Bombus ruderarius
NHMSYS0000875593,1,2,31,10,mature,,NHMSYS0000875593,NBNORG0000104262,Bombus sylvarum
NHMSYS0000875038,1,5,30,9,mature,allow,NHMSYS0000875038,NBNORG0000105412,Ammophila pubescens
NHMSYS0000875038,1,5,30,9,mature,allow,NHMSYS0000875038,NBNORG0000105413,Ammophila pubescens
NHMSYS0000875347,1,5,31,7,mature,allow,NHMSYS0020924547,NBNORG0000105414,Anteon jurineanum sensu lato
NHMSYS0020936521,1,7,31,10,mature,allow,NHMSYS0020526932,NBNORG0000106715,Laelius femoralis
NHMSYS0020936534,1,2,30,11,mature,allow,NHMSYS0000875268,NBNORG0000106716,Andrena scotica
NHMSYS0020936540,1,4,30,9,mature,allow,NHMSYS0020936540,NBNORG0000106717,Andrena pilipes sensu lato
NHMSYS0020936552,1,4,31,10,mature,allow,NHMSYS0020936552,NBNORG0000106719,Chrysis ignita sensu lato
NHMSYS0020936618,1,4,31,10,mature,allow,NHMSYS0020936618,NBNORG0000106730,Tapinoma erraticum sensu lato
NHMSYS0020936612,1,5,31,10,mature,allow,NHMSYS0020936612,NBNORG0000129282,Priocnemis confusor
NHMSYS0000875050,1,3,31,10,mature,allow,NHMSYS0000875050,NBNORG0000129914,Ancistrocerus parietum
