taxon,tvk,start_day,start_month,end_day,end_month,stage
Machimus cingulatus,NBNSYS0100003861,1,6,31,10,Adult
Machimus cowini,NHMSYS0020734171,1,6,31,8,Adult
Machimus rusticus,NBNSYS0000007902,1,6,31,8,Adult
Microchrysa cyaneiventris,NBNSYS0000007826,1,5,30,9,Adult
Microchrysa flavicornis,NBNSYS0000007827,1,5,30,9,Adult
Microchrysa polita,NBNSYS0000007828,1,3,31,10,Adult
Nemotelus nigrinus,NBNSYS0000007804,1,5,31,8,Adult
Nemotelus notatus,NBNSYS0000007805,1,5,31,8,Adult
Nemotelus pantherinus,NBNSYS0000007806,1,6,31,8,Adult
Nemotelus uliginosus,NBNSYS0000007807,1,6,30,9,Adult
Neoitamus cothurnatus,NBNSYS0000007903,1,6,31,7,Adult
Neoitamus cyanurus,NBNSYS0000007904,1,5,31,10,Adult
Neomochtherus pallipes,NBNSYS0100004212,1,8,31,8,Adult
Neopachygaster meromelas,NBNSYS0100004215,1,6,31,8,Adult
Odontomyia angulata,NBNSYS0000007833,1,6,31,8,Adult
Odontomyia argentata,NBNSYS0000007834,1,4,30,6,Adult
Odontomyia hydroleon,NBNSYS0000007835,1,7,31,7,Adult
Odontomyia ornata,NBNSYS0100020744,1,4,31,7,Adult
Odontomyia tigrina,NBNSYS0000007837,1,5,30,6,Adult
Ogcodes gibbosus,NBNSYS0000007939,1,6,31,8,Adult
Ogcodes pallipes,NBNSYS0000007940,1,5,31,8,Adult
Oplodontha viridula,NBNSYS0000007838,1,5,31,8,Adult
Oxycera analis,NBNSYS0000007808,1,5,31,7,Adult
Oxycera dives,NBNSYS0000007809,1,6,31,7,Adult
Oxycera fallenii,NBNSYS0000007810,1,7,31,8,Adult
Oxycera leonina,NBNSYS0000007812,1,6,31,7,Adult
Oxycera morrisii,NBNSYS0000007813,1,6,31,8,Adult
Oxycera nigricornis,NHMSYS0020734187,1,5,31,8,Adult
Oxycera pardalina,NBNSYS0000007814,1,6,31,8,Adult
Oxycera pygmaea,NBNSYS0000007815,1,5,31,8,Adult
Oxycera rara,NBNSYS0000007816,1,5,31,8,Adult
Oxycera terminata,NBNSYS0000007817,1,6,31,7,Adult
Oxycera trilineata,NBNSYS0000007818,1,6,30,9,Adult
Pachygaster atra,NBNSYS0000007820,1,5,31,8,Adult
Pachygaster leachii,NBNSYS0100020703,1,6,31,8,Adult
Pamponerus germanicus,NBNSYS0000007905,1,5,31,8,Adult
Pandivirilia melaleuca,NBNSYS0000173330,1,5,31,7,Adult
Philonicus albiceps,NBNSYS0000007906,1,5,31,10,Adult
Phthiria pulicaria,NBNSYS0000007949,1,5,31,8,Adult
Ptiolina nigra,NBNSYS0100004993,1,5,30,6,Adult
Ptiolina obscura,NBNSYS0000007854,1,5,31,7,Adult
Rhadiurgus variabilis,NBNSYS0000007907,1,6,31,8,Adult
Rhagio annulatus,NBNSYS0000007861,1,5,30,6,Adult
Rhagio lineola,NBNSYS0000007862,1,5,30,9,Adult
Rhagio notatus,NBNSYS0000007863,1,5,31,7,Adult
Rhagio scolopaceus,NBNSYS0100005063,1,5,31,8,Adult
Rhagio strigosus,NBNSYS0000007865,1,6,31,8,Adult
Rhagio tringarius,NBNSYS0000007866,1,5,30,9,Adult
Sargus bipunctatus,NBNSYS0000007829,1,7,30,11,Adult
Sargus cuprarius,NBNSYS0000007830,1,6,30,9,Adult
Sargus flavipes,NBNSYS0000007832,1,5,31,10,Adult
Sargus iridatus,NBNSYS0000007831,1,5,30,9,Adult
Scenopinus fenestralis,NBNSYS0000007935,1,6,31,8,Adult
Scenopinus niger,NBNSYS0000007937,1,5,31,7,Adult
Solva marginata,NBNSYS0000007844,1,5,31,8,Adult
Solva varia,NBNSYS0000007845,1,5,30,6,Adult
Spania nigra,NBNSYS0000007855,1,5,31,8,Adult
Spiriverpa lunulata,NBNSYS0000189495,1,5,31,8,Adult
Stratiomys chamaeleon,NBNSYS0000007839,1,6,30,9,Adult
Stratiomys longicornis,NBNSYS0000007841,1,5,31,7,Adult
Stratiomys potamida,NBNSYS0000007842,1,5,30,9,Adult
Stratiomys singularior,NBNSYS0000007840,1,5,30,9,Adult
Symphoromyia crassicornis,NBNSYS0100020558,1,6,31,7,Adult
Symphoromyia immaculata,NBNSYS0000007857,1,5,31,8,Adult
Tabanus autumnalis,NBNSYS0000007887,1,5,30,9,Adult
Tabanus bovinus,NBNSYS0000007888,1,6,30,6,Adult
Tabanus bromius,NBNSYS0000007890,1,5,31,8,Adult
Tabanus cordiger,NBNSYS0000007893,1,6,31,8,Adult
Tabanus glaucopis,NBNSYS0000007894,1,7,30,9,Adult
Tabanus maculicornis,NBNSYS0000007891,1,5,31,7,Adult
Tabanus miki,NBNSYS0000007892,1,6,31,8,Adult
Tabanus sudeticus,NBNSYS0000007889,1,6,30,9,Adult
Thereva bipunctata,NBNSYS0000007927,1,5,30,9,Adult
Thereva cinifera,NBNSYS0100005797,1,7,31,7,Adult
Thereva fulva,NBNSYS0000007928,1,6,31,7,Adult
Thereva handlirschi,NBNSYS0000007929,1,7,31,8,Adult
Thereva inornata,NBNSYS0000007930,1,6,30,9,Adult
Thereva nobilitata,NBNSYS0000007931,1,5,30,9,Adult
Thereva plebeja,NBNSYS0100005798,1,5,31,7,Adult
Thereva strigata,NBNSYS0000007933,1,5,31,7,Adult
Thereva valida,NBNSYS0000007934,1,6,31,7,Adult
Thyridanthrax fenestratus,NBNSYS0000007945,1,5,30,9,Adult
Vanoyia tenuicornis,NBNSYS0000007819,1,5,31,8,Adult
Villa cingulata,NBNSYS0000007946,1,6,31,8,Adult
Villa modesta,NBNSYS0000158982,1,6,30,9,Adult
Villa venusta,NBNSYS0100005964,1,7,31,8,Adult
Violet Black-legged Robberfly,NBNSYS0000007914,1,5,31,7,Adult
Xylomya maculata,NBNSYS0100006018,1,5,30,6,Adult
Xylophagus ater,NBNSYS0000007846,1,5,30,6,Adult
Xylophagus cinctus,NBNSYS0000007847,1,6,31,8,Adult
Xylophagus junki,NBNSYS0000007848,1,6,30,6,Adult
Zabrachia tenella,NBNSYS0000159204,1,6,31,7,Adult
