"tvk","start_day","start_month","end_day","end_month"
"NBNSYS0000029944","01","06","31","08"
"NHMSYS0021007942","01","06","31","08"
"NBNSYS0000029973","01","06","30","09"
"NBNSYS0000029843","01","05","31","07"
"NBNSYS0000029841","01","05","31","07"
"NHMSYS0021007894","01","04","31","10"
"NBNSYS0100003666","01","06","30","09"
"NBNSYS0100003664","01","05","31","08"
"NBNSYS0100003663","01","05","31","08"
"NBNSYS0100003593","01","05","31","10"
"NBNSYS0000029907","01","06","31","08"
"NHMSYS0020706108","01","06","31","08"
"NBNSYS0100003592","01","05","31","08"
"NBNSYS0100003591","01","05","30","09"
"NBNSYS0000029903","01","05","30","09"
"NBNSYS0100003327","01","05","30","09"
"NHMSYS0021007863","01","07","31","07"
"NBNSYS0100003243","01","05","30","09"
"NBNSYS0100003242","01","06","31","08"
"NBNSYS0000029974","01","04","30","09"
"NBNSYS0000029962","01","05","31","07"
"NBNSYS0000029902","01","05","31","08"
"NBNSYS0100003061","01","06","30","09"
"NBNSYS0000029900","01","05","31","08"
"NBNSYS0000029899","01","05","30","09"
"NBNSYS0000029982","01","06","31","08"
"NBNSYS0000029935","01","06","30","09"
"NBNSYS0000029972","01","06","30","09"
"NBNSYS0000029893","01","05","31","08"
"NBNSYS0000029892","01","05","30","09"
"NBNSYS0000029891","01","05","31","07"
"NBNSYS0000029890","01","06","31","08"
"NBNSYS0000029889","01","06","31","08"
"NBNSYS0000029888","01","05","31","07"
"NBNSYS0000029887","01","05","30","09"
"NBNSYS0000029886","01","05","30","09"
"NBNSYS0000029965","01","05","31","07"
"NBNSYS0000029964","01","05","30","09"
"NBNSYS0000145332","01","05","30","09"
"NBNSYS0000029963","01","05","30","09"
"NBNSYS0000029881","01","05","31","08"
"NBNSYS0000029880","01","05","31","08"
"NBNSYS0000029878","01","04","31","08"
"NBNSYS0000029877","01","05","30","09"
"NHMSYS0021007807","01","06","31","08"
"NBNSYS0100002377","01","06","31","07"
"NBNSYS0100002376","01","06","31","08"
"NBNSYS0000030006","01","05","31","07"
"NBNSYS0000030005","01","06","31","07"
"NBNSYS0100002375","01","04","30","09"
"NBNSYS0100002374","01","05","30","09"
"NBNSYS0100002373","01","05","30","09"
"NBNSYS0000030001","01","05","30","09"
"NBNSYS0100002371","01","07","31","08"
"NBNSYS0100002369","01","05","31","07"
"NBNSYS0000029998","01","09","30","09"
"NBNSYS0000029999","01","03","31","10"
"NBNSYS0000029997","01","05","31","08"
"NBNSYS0100027565","01","05","30","09"
"NBNSYS0100002366","01","04","30","09"
"NBNSYS0100002365","01","07","30","09"
"NBNSYS0100002364","01","05","31","10"
"NBNSYS0000029991","01","05","30","09"
"NBNSYS0000029990","01","05","31","08"
"NBNSYS0100002363","01","04","31","08"
"NBNSYS0100002362","01","06","31","07"
"NBNSYS0100002359","01","05","30","09"
"NBNSYS0100002358","01","05","30","09"
"NBNSYS0100002278","01","06","31","08"
"NBNSYS0100002276","01","06","30","09"
"NBNSYS0100002275","01","06","31","07"
"NBNSYS0100002274","01","05","31","10"
"NBNSYS0000029975","01","06","31","07"
"NBNSYS0000029848","01","05","31","08"
"NBNSYS0000029847","01","05","31","08"
"NBNSYS0000029846","01","05","30","09"
"NBNSYS0000029844","01","05","31","08"
"NBNSYS0000029872","01","04","31","10"
"NBNSYS0100001608","01","05","30","09"
"NBNSYS0100001607","01","06","30","09"
"NHMSYS0021007801","01","06","30","09"
"NBNSYS0100001605","01","06","31","08"
