tvk,code,taxon,rtvk,organism_key
NHMSYS0020051719,3,Emberiza fucata,NHMSYS0020051719,NBNORG0000091216
NHMSYS0020170840,4,Brachyramphus perdix,NHMSYS0020170840,NBNORG0000093458
NHMSYS0020302920,2,Aegithalos caudatus caudatus,NHMSYS0020302920,NBNORG0000094129
NHMSYS0020302938,3,Anser fabalis fabalis,NHMSYS0020302938,NBNORG0000094146
NHMSYS0020302939,3,Anser serrirostris,NHMSYS0021276136,NBNORG0000094147
NHMSYS0020302943,3,Anthus petrosus littoralis,NHMSYS0020302943,NBNORG0000094151
NHMSYS0020302961,2,Branta bernicla hrota,NHMSYS0020302961,NBNORG0000094169
NHMSYS0020302981,4,Acanthis flammea rostrata,NHMSYS0021004322,NBNORG0000094189
NHMSYS0020302984,4,Acanthis hornemanni exilipes,NHMSYS0021004342,NBNORG0000094192
NHMSYS0020302985,4,Acanthis hornemanni hornemanni,NHMSYS0021004337,NBNORG0000094193
NHMSYS0020302998,4,Chlidonias niger surinamensis,NHMSYS0020302998,NBNORG0000094206
NHMSYS0020303002,2,Cinclus cinclus cinclus,NHMSYS0020303002,NBNORG0000094210
NHMSYS0020303021,3,Cygnus columbianus columbianus,NHMSYS0020303021,NBNORG0000094229
NHMSYS0020303067,4,Lanius excubitor pallidirostris,NHMSYS0021275351,NBNORG0000094274
NHMSYS0020303068,3,Lanius senator badius,NHMSYS0020303068,NBNORG0000094275
NHMSYS0020303093,2,Luscinia svecica cyanecula,NHMSYS0020303093,NBNORG0000094298
NHMSYS0020303094,2,Luscinia svecica svecica,NHMSYS0020303094,NBNORG0000094299
NHMSYS0020303101,3,Motacilla flava cinereocapilla,NHMSYS0020303101,NBNORG0000094306
NHMSYS0020303102,3,Motacilla flava feldegg,NHMSYS0020303102,NBNORG0000094307
NHMSYS0020303120,4,Oenanthe oenanthe leucorhoa,NHMSYS0020303120,NBNORG0000094325
NHMSYS0020303138,2,Periparus ater ater,NHMSYS0020303138,NBNORG0000094343
NHMSYS0020303141,2,Phalacrocorax carbo sinensis,NHMSYS0021277834,NBNORG0000094346
NHMSYS0020303154,3,Phylloscopus collybita tristis,NHMSYS0020303154,NBNORG0000094359
NHMSYS0020303184,4,Pyrrhula pyrrhula pyrrhula,NHMSYS0020303184,NBNORG0000094389
NHMSYS0020303191,3,Saxicola maurus,NHMSYS0021003642,NBNORG0000094396
NHMSYS0020303246,2,Tyto alba guttata,NHMSYS0020303246,NBNORG0000094450
NHMSYS0020316775,1,Aythya hybrid sp.,NHMSYS0020316775,NBNORG0000095860
NHMSYS0020316787,4,Gallinago delicata,NHMSYS0020316787,NBNORG0000095869
NHMSYS0020316789,4,Milvus migrans lineatus,NHMSYS0020316781,NBNORG0000095871
NHMSYS0020552644,4,Tringa brevipes,NHMSYS0020552644,NBNORG0000099293
NHMSYS0020695935,4,Gavia pacifica,NHMSYS0020695935,NBNORG0000099369
NHMSYS0020703667,2,Pycnonotus barbatus,NHMSYS0020703667,NBNORG0000099694
NHMSYS0020703669,4,Somateria mollissima borealis,NHMSYS0020703669,NBNORG0000099696
NHMSYS0000530432,2,Xema sabini,NHMSYS0020755071,NBNORG0000104141
NBNSYS0000000348,2,Hydrocoloeus minutus,NHMSYS0021053536,NBNORG0000107884
NBNSYS0000000351,1,Chroicocephalus ridibundus,NHMSYS0020962539,NBNORG0000107886
NBNSYS0000000352,3,Chroicocephalus genei,NHMSYS0020962544,NBNORG0000107887
NBNSYS0000000350,3,Chroicocephalus philadelphia,NHMSYS0020962549,NBNORG0000107888
NHMSYS0000530248,1,Chloris chloris,NHMSYS0021002985,NBNORG0000108667
NHMSYS0020316778,4,Larus glaucoides thayeri,NHMSYS0021003554,NBNORG0000108697
NHMSYS0020303091,4,Luscinia megarhynchos golzii,NHMSYS0021003569,NBNORG0000108700
NBNSYS0000000259,2,Anser caerulescens,NBNSYS0000000259,NBNORG0000110599
NBNSYS0000000005,2,,,
NBNSYS0000000033,2,,,
NBNSYS0000000169,2,,,
NBNSYS0000000343,2,,,
NHMSYS0000530131,4,,,
NHMSYS0000530556,4,,,
