"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Cixius (Ceratocixius) caledonicus","NHMSYS0020705283","01","05","30","09","Adult"
"Cixius (Ceratocixius) cunicularius","NHMSYS0020705285","01","05","30","09","Adult"
"Cixius (Ceratocixius) remotus","NHMSYS0020705288","01","05","30","09","Adult"
"Cixius (Ceratocixius) simplex","NHMSYS0020705290","01","06","31","10","Adult"
"Cixius (Paracixius) distinguendus","NHMSYS0020705286","01","06","31","10","Adult"
"Cixius nervosus","NHMSYS0020705287","01","05","30","09","Adult"
"Colladonus torneellus","NHMSYS0020705292","01","05","31","08","Adult"
"Conomelus anceps","NHMSYS0020705295","01","06","31","10","Adult"
"Conosanus obsoletus","NHMSYS0020705297","01","07","31","10","Adult"
"Cosmotettix (Airosus) costalis","NHMSYS0020705300","01","06","31","10","Adult"
"Cosmotettix (Cosmotettix) caudatus","NHMSYS0020705299","01","06","30","09","Adult"
"Cosmotettix (Cosmotettix) panzeri","NHMSYS0020705301","01","07","31","10","Adult"
"Criomorphus albomarginatus","NHMSYS0020705311","01","05","31","07","Adult"
"Criomorphus moestus","NHMSYS0020442316","01","05","31","07","Adult"
"Criomorphus williamsi","NHMSYS0020442317","01","05","31","07","Adult"
"Delphacinus mesomelas","NHMSYS0020705320","01","05","30","09","Adult"
"Delphax crassicornis","NHMSYS0020745860","01","06","30","09","Adult"
"Delphax pulchellus","NHMSYS0020705324","01","06","30","09","Adult"
"Deltocephalus maculiceps","NHMSYS0020705326","01","06","30","09","Adult"
"Deltocephalus pulicaris","NHMSYS0020705327","01","05","31","10","Adult"
"Dicranotropis (Dicranotropis) hamata","NHMSYS0020705330","01","04","31","10","Adult"
"Dicranotropis (Leimonodite) divergens","NHMSYS0020705329","01","04","31","10","Adult"
"Ditropis pteridis","NHMSYS0020705337","01","05","31","08","Adult"
"Doratura impudica","NBNSYS0000010503","01","06","30","09","Adult"
"Doratura stylata","NHMSYS0020705339","01","06","31","10","Adult"
"Dryodurgades antoniae","NHMSYS0020745852","01","08","30","11","Adult"
"Ebarrius cognatus","NHMSYS0020442320","01","07","30","09","Adult"
"Edwardsiana alnicola","NHMSYS0020442321","01","06","31","08","Adult"
"Edwardsiana avellanae","NHMSYS0020705351","01","06","31","10","Adult"
"Edwardsiana bergmanni","NHMSYS0020705352","01","06","30","09","Adult"
"Edwardsiana candidula","NHMSYS0020705353","01","05","31","10","Adult"
"Edwardsiana crataegi","NHMSYS0020705354","01","05","31","10","Adult"
"Edwardsiana diversa","NHMSYS0020705355","01","06","31","10","Adult"
"Edwardsiana flavescens","NHMSYS0020705356","01","05","31","10","Adult"
"Edwardsiana frustrator","NHMSYS0020705357","01","05","31","10","Adult"
"Edwardsiana geometrica","NHMSYS0020705358","01","06","31","10","Adult"
"Edwardsiana ishidai","NHMSYS0020442322","01","05","31","10","Adult"
"Edwardsiana lanternae","NHMSYS0020442323","01","06","30","09","Adult"
"Edwardsiana lethierryi","NHMSYS0020705359","01","06","31","10","Adult"
"Edwardsiana nigriloba","NHMSYS0020705361","01","06","31","08","Adult"
"Edwardsiana plebeja","NHMSYS0020705362","01","06","31","10","Adult"
"Edwardsiana prunicola","NHMSYS0020705363","01","06","31","10","Adult"
"Edwardsiana rosae","NHMSYS0020705364","01","05","31","10","Adult"
"Edwardsiana rosaesugans","NHMSYS0020442324","01","07","30","09","Adult"
"Edwardsiana salicicola","NHMSYS0020705365","01","06","31","10","Adult"
"Edwardsiana spinigera","NHMSYS0020705366","01","06","30","09","Adult"
"Edwardsiana tersa","NHMSYS0020442325","01","05","30","09","Adult"
"Elymana kozhevnikovi","NBNSYS0100002955","01","07","30","09","Adult"
"Elymana sulphurella","NHMSYS0020705368","01","06","31","10","Adult"
"Emelyanoviana contraria","NHMSYS0020442329","01","08","30","09","Adult"
"Emelyanoviana mollicula","NHMSYS0020705370","01","05","31","10","Adult"
"Empoasca pteridis","NHMSYS0020705543","01","08","31","10","Adult"
"Erotettix cyane","NHMSYS0020977145","01","07","30","09","Adult"
"Errastunus ocellaris","NHMSYS0020705533","01","05","31","10","Adult"
"Erythria (Erythria) aureola","NHMSYS0020705552","01","05","31","10","Adult"
"Erzaleus metrius","NHMSYS0020977210","01","06","31","10","Adult"
"Euconomelus lepidus","NHMSYS0020705554","01","06","31","10","Adult"
"Euides speciosa","NHMSYS0020705556","01","05","31","08","Adult"
"Eupterycyba jucunda","NHMSYS0020705560","01","06","31","10","Adult"
"Eupteryx artemisiae","NHMSYS0020705562","01","05","31","10","Adult"
"Eupteryx atropunctata","NHMSYS0020705563","01","05","31","10","Adult"
"Eupteryx aurata","NHMSYS0020705564","01","05","31","10","Adult"
"Eupteryx cyclops","NHMSYS0020705565","01","05","31","10","Adult"
"Eupteryx decemnotata","NHMSYS0020745857","01","05","31","10","Adult"
"Eupteryx filicum","NHMSYS0020705566","01","06","31","10","Adult"
"Eupteryx florida","NHMSYS0020705567","01","05","31","10","Adult"
"Eupteryx heydenii","NHMSYS0020705568","01","06","30","09","Adult"
"Eupteryx melissae","NHMSYS0020705569","01","05","31","10","Adult"
"Eupteryx notata","NHMSYS0020705570","01","05","31","10","Adult"
"Eupteryx origani","NHMSYS0020705571","01","06","31","10","Adult"
"Eupteryx signatipennis","NHMSYS0020705572","01","06","31","10","Adult"
"Eupteryx stachydearum","NHMSYS0020705573","01","05","31","10","Adult"
"Eupteryx tenella","NHMSYS0020705574","01","05","31","10","Adult"
"Eupteryx thoulessi","NHMSYS0020705575","01","06","31","10","Adult"
"Eupteryx urticae","NHMSYS0020705576","01","05","31","10","Adult"
"Eupteryx vittata","NHMSYS0020705577","01","05","31","10","Adult"
"Eurhadina concinna","NHMSYS0020705579","01","06","31","10","Adult"
"Eurhadina kirschbaumi","NHMSYS0020442333","01","06","30","09","Adult"
"Eurhadina loewii","NHMSYS0020705580","01","06","30","09","Adult"
"Eurhadina pulchella","NHMSYS0020705581","01","06","31","10","Adult"
"Eurhadina ribauti","NHMSYS0020442334","01","05","31","10","Adult"
"Eurybregma nigrolineata","NHMSYS0020705583","01","04","31","07","Adult"
"Eurysa brunnea","NBNSYS0100003166","01","05","31","07","Adult"
"Eurysa lineata","NHMSYS0020705585","01","05","31","07","Adult"
"Eurysanoides douglasi","NHMSYS0020977194","01","05","31","07","Adult"
"Eurysula lurida","NHMSYS0020442336","01","05","30","09","Adult"
"Euscelidius schenckii","NHMSYS0020442337","01","07","31","10","Adult"
"Euscelidius variegatus","NHMSYS0020442338","01","07","31","10","Adult"
"Euscelis incisus","NHMSYS0020705589","01","03","31","12","Adult"
"Euscelis lineolatus","NHMSYS0020705590","01","05","30","09","Adult"
"Euscelis ohausi","NHMSYS0020442339","01","06","31","10","Adult"
"Euscelis venosus","NBNSYS0000010554","01","07","30","09","Adult"
"Evacanthus acuminatus","NHMSYS0020705592","01","06","30","09","Adult"
"Evacanthus interruptus","NHMSYS0020705593","01","06","31","10","Adult"
"Fagocyba carri","NHMSYS0020705595","01","05","30","09","Adult"
"Fagocyba cruenta","NHMSYS0020705596","01","05","31","10","Adult"
"Fieberiella florii","NBNSYS0100003194","01","07","31","10","Adult"
"Fieberiella septentrionalis","NHMSYS0020973331","01","07","31","10","Adult"
"Florodelphax leptosoma sensu stricto","NHMSYS0020924615","01","04","31","10","Adult"
"Florodelphax paryphasma","NHMSYS0020442341","01","05","30","09","Adult"
"Forcipata citrinella","NHMSYS0020705603","01","05","31","10","Adult"
"Forcipata forcipata","NHMSYS0020705604","01","06","31","10","Adult"
"Gargara genistae","NHMSYS0020705606","01","06","31","10","Adult"
"Graphocephala fennahi","NHMSYS0020705608","01","07","31","10","Adult"
"Graphocraerus ventralis","NHMSYS0020705610","01","05","30","09","Adult"
"Gravesteiniella boldi","NHMSYS0020705612","01","05","31","10","Adult"
"Grypotes puncticollis","NHMSYS0020705614","01","06","31","10","Adult"
"Hardya melanopsis","NHMSYS0020705617","01","03","31","10","Adult"
"Hephathus nanus","NHMSYS0020442343","01","06","31","08","Adult"
"Hyledelphax elegantula","NHMSYS0020705627","01","04","30","09","Adult"
"Iassus lanio","NHMSYS0020705629","01","06","30","11","Adult"
"Iassus scutellaris","NHMSYS0020442411","01","06","31","10","Adult"
"Idiocerus lituratus","NHMSYS0020705638","01","07","31","10","Adult"
"Idiocerus similis","NHMSYS0020705643","01","07","31","10","Adult"
"Idiocerus stigmaticalis","NHMSYS0020705644","01","06","30","09","Adult"
"Idiodonus cruentatus","NHMSYS0020705649","01","07","31","10","Adult"
"Issus coleoptratus","NHMSYS0020705653","01","06","31","10","Adult"
"Issus muscaeformis","NHMSYS0020442413","01","05","31","08","Adult"
"Jassargus (Arrailus) flori","NHMSYS0020705656","01","06","31","10","Adult"
"Jassargus (Sayetus) sursumflexus","NHMSYS0020705657","01","06","31","10","Adult"
"Jassargus distinguendus","NBNSYS0000010517","01","05","31","10","Adult"
"Javesella (Javesella) discolor","NHMSYS0020705659","01","05","31","07","Adult"
"Javesella (Javesella) dubia","NHMSYS0020705660","01","04","31","10","Adult"
"Javesella (Javesella) forcipata","NHMSYS0020705661","01","05","31","08","Adult"
"Javesella (Javesella) obscurella","NHMSYS0020705662","01","04","30","09","Adult"
"Javesella (Javesella) pellucida","NHMSYS0020705663","01","04","31","10","Adult"
"Kelisia guttula","NHMSYS0020705666","01","06","31","10","Adult"
"Kelisia guttulifera","NHMSYS0020705667","01","07","31","10","Adult"
"Kelisia occirrega","NHMSYS0020745859","01","07","31","10","Adult"
"Kelisia pallidula","NHMSYS0020705668","01","07","31","10","Adult"
"Kelisia punctulum","NHMSYS0020705669","01","07","31","10","Adult"
"Kelisia ribauti","NHMSYS0020705670","01","07","31","10","Adult"
"Kelisia sabulicola","NHMSYS0020705671","01","07","31","10","Adult"
"Kelisia vittipennis","NHMSYS0020705672","01","07","31","10","Adult"
"Kosswigianella exigua","NHMSYS0020705675","01","03","31","10","Adult"
"Kyboasca bipunctata","NHMSYS0020442415","01","06","30","09","Adult"
"Kybos butleri","NHMSYS0020705679","01","06","31","10","Adult"
"Kybos calyculus","NHMSYS0020442416","01","06","31","08","Adult"
"Kybos populi","NHMSYS0020705680","01","06","31","10","Adult"
"Kybos rufescens","NHMSYS0020705681","01","06","31","10","Adult"
"Kybos smaragdulus","NHMSYS0020705682","01","05","31","10","Adult"
"Kybos strigilifer","NHMSYS0020705683","01","06","31","10","Adult"
"Kybos virgator","NHMSYS0020705684","01","06","31","10","Adult"
"Lamprotettix nitidulus","NHMSYS0020705686","01","07","31","10","Adult"
"Laodelphax striatellus","NHMSYS0020442417","01","04","31","10","Adult"
"Ledra aurita","NHMSYS0020705689","01","06","31","10","Adult"
"Liguropia juniperi","NHMSYS0020745856","01","07","30","09","Adult"
"Limotettix atricapillus","NHMSYS0020442422","01","06","30","09","Adult"
"Limotettix striola","NHMSYS0020705691","01","06","31","10","Adult"
"Lindbergina aurovittata","NHMSYS0020705693","01","05","31","12","Adult"
"Macropsis albae","NHMSYS0020705705","01","05","31","08","Adult"
"Macropsis cerea","NHMSYS0020705706","01","06","30","09","Adult"
"Macropsis fuscinervis","NHMSYS0020705707","01","06","31","08","Adult"
"Macropsis fuscula","NHMSYS0020705708","01","06","30","09","Adult"
"Macropsis glandacea","NHMSYS0020442424","01","06","30","09","Adult"
"Macropsis graminea","NHMSYS0020705709","01","06","31","08","Adult"
"Macropsis impura","NHMSYS0020705710","01","06","31","08","Adult"
"Macropsis infuscata","NHMSYS0020705711","01","05","31","08","Adult"
"Macropsis marginata","NHMSYS0020705712","01","05","31","08","Adult"
"Macropsis megerlei","NHMSYS0020745851","01","07","31","08","Adult"
"Macropsis mendax","NHMSYS0020442425","01","06","30","09","Adult"
"Macropsis prasina","NHMSYS0020705713","01","06","30","09","Adult"
"Macropsis scotti","NHMSYS0020705714","01","07","31","08","Adult"
"Macropsis scutellata sensu stricto","NHMSYS0020924639","01","06","30","09","Adult"
"Macrosteles alpinus","NHMSYS0020442426","01","07","30","09","Adult"
"Macrosteles cristatus","NHMSYS0020442427","01","05","31","10","Adult"
"Macrosteles fieberi","NHMSYS0020442428","01","05","31","10","Adult"
"Macrosteles frontalis","NHMSYS0020442429","01","05","31","10","Adult"
"Macrosteles horvathi","NHMSYS0020705718","01","05","31","10","Adult"
"Macrosteles laevis","NHMSYS0020705719","01","05","31","10","Adult"
"Macrosteles lividus","NHMSYS0020442430","01","06","30","09","Adult"
"Macrosteles oshanini","NHMSYS0020705720","01","08","30","09","Adult"
"Macrosteles ossiannilssoni","NHMSYS0020705721","01","06","31","10","Adult"
"Macrosteles quadripunctulatus","NHMSYS0020442432","01","05","31","10","Adult"
"Macrosteles septemnotatus","NHMSYS0020705722","01","06","31","10","Adult"
"Macrosteles sexnotatus","NHMSYS0020705723","01","05","31","10","Adult"
"Macrosteles sordidipennis","NHMSYS0020442433","01","05","30","09","Adult"
"Macrosteles variatus","NHMSYS0020705724","01","06","31","10","Adult"
"Macrosteles viridigriseus","NHMSYS0020705725","01","05","31","10","Adult"
"Macustus grisescens","NHMSYS0020705727","01","04","31","08","Adult"
"Megamelus notulus","NHMSYS0020705732","01","06","31","10","Adult"
"Megophthalmus scabripennis","NHMSYS0020705734","01","06","31","10","Adult"
"Megophthalmus scanicus","NHMSYS0020705735","01","06","31","10","Adult"
"Metalimnus formosus","NHMSYS0020442437","01","06","31","10","Adult"
"Metidiocerus elegans","NHMSYS0020705634","01","07","31","10","Adult"
"Mocuellus (Mocuellus) collinus","NHMSYS0020705743","01","05","31","10","Adult"
"Muellerianella brevipennis","NHMSYS0020705751","01","06","31","10","Adult"
"Muellerianella extrusa","NHMSYS0020705752","01","06","31","10","Adult"
"Muellerianella fairmairei","NHMSYS0020705753","01","06","31","10","Adult"
"Muirodelphax aubei","NHMSYS0020705755","01","04","31","10","Adult"
"Neophilaenus campestris","NHMSYS0020705765","01","05","31","10","Adult"
"Neophilaenus exclamationis","NHMSYS0020705766","01","05","31","10","Adult"
"Neophilaenus lineatus","NHMSYS0020705767","01","06","30","11","Adult"
"Neophilaenus longiceps","NHMSYS0020442440","01","06","30","09","Adult"
"Nothodelphax distinctus","NHMSYS0020705962","01","04","30","09","Adult"
"Notus flavipennis","NHMSYS0020705769","01","05","31","10","Adult"
"Oncodelphax pullulus","NHMSYS0020442443","01","05","31","08","Adult"
"Oncopsis alni","NHMSYS0020705775","01","05","31","08","Adult"
"Oncopsis appendiculata","NHMSYS0020973319","01","05","31","08","Adult"
"Oncopsis avellanae","NHMSYS0020705776","01","05","31","08","Adult"
"Oncopsis carpini","NHMSYS0020705777","01","05","31","08","Adult"
"Oncopsis flavicollis","NHMSYS0020705778","01","05","31","07","Adult"
"Oncopsis subangulata","NHMSYS0020705779","01","05","31","08","Adult"
"Oncopsis tristis","NHMSYS0020705780","01","06","31","08","Adult"
"Ophiola cornicula","NHMSYS0020705890","01","06","30","09","Adult"
"Ophiola decumana","NHMSYS0020705891","01","05","31","10","Adult"
"Ophiola plutonia","NHMSYS0020927625","01","06","31","10","Adult"
"Opsius stactogalus","NHMSYS0020705782","01","06","31","10","Adult"
"Orientus ishidae","NHMSYS0020973367","01","07","31","10","Adult"
"Ossiannilssonola callosa","NBNSYS0100004363","01","06","30","09","Adult"
"Paluda flaveola","NHMSYS0020705790","01","06","31","10","Adult"
"Paradelphacodes paludosus","NHMSYS0020442446","01","04","30","09","Adult"
"Paraliburnia adela","NHMSYS0020705794","01","05","30","09","Adult"
"Paraliburnia clypealis","NHMSYS0020705795","01","05","30","09","Adult"
"Paralimnus phragmitis","NHMSYS0020442448","01","07","31","10","Adult"
"Paramesus obtusifrons","NHMSYS0020705798","01","07","31","10","Adult"
"Pediopsis tiliae","NHMSYS0020442449","01","06","31","08","Adult"
"Pentastiridius (Pentastiridius) leporinus","NHMSYS0020705771","01","05","31","08","Adult"
"Philaenus spumarius","NHMSYS0020705811","01","06","31","10","Adult"
"Pithyotettix abietinus","NHMSYS0020973355","01","05","30","09","Adult"
"Placotettix taeniatifrons","NHMSYS0020705816","01","08","31","10","Adult"
"Planaphrodes bifasciata","NHMSYS0020705215","01","06","30","09","Adult"
"Planaphrodes trifasciata","NHMSYS0020977178","01","06","31","10","Adult"
"Platymetopius (Platymetopius) undatus","NHMSYS0020705820","01","07","30","09","Adult"
"Populicerus albicans","NHMSYS0020705631","01","06","31","10","Adult"
"Populicerus confusus","NHMSYS0020705632","01","06","31","10","Adult"
"Populicerus laminatus","NHMSYS0020705637","01","06","31","10","Adult"
"Populicerus nitidissimus","NHMSYS0020705635","01","06","31","10","Adult"
"Populicerus populi","NHMSYS0020705641","01","06","31","10","Adult"
"Prokelisia marginata","NHMSYS0020530792","01","04","31","10","Adult"
"Psammotettix albomarginatus","NHMSYS0020442454","01","05","31","10","Adult"
"Psammotettix cephalotes","NHMSYS0020705826","01","05","31","10","Adult"
"Psammotettix confinis","NHMSYS0020705827","01","05","31","10","Adult"
"Psammotettix frigidus","NHMSYS0020705828","01","06","31","08","Adult"
"Psammotettix helvolus","NHMSYS0020745853","01","05","31","10","Adult"
"Psammotettix maritimus","NHMSYS0020442456","01","06","30","09","Adult"
"Psammotettix nodosus","NHMSYS0020442457","01","05","31","10","Adult"
"Psammotettix putoni sensu stricto","NHMSYS0020924663","01","05","31","10","Adult"
"Psammotettix sabulicola","NHMSYS0020705830","01","05","30","09","Adult"
"Psammotettix striatus sensu stricto","NHMSYS0020924719","01","05","31","10","Adult"
"Recilia coronifera","NHMSYS0020705867","01","06","31","10","Adult"
"Reptalus (Reptalus) panzeri","NHMSYS0020705772","01","06","31","08","Adult"
"Rhopalopyx adumbrata","NHMSYS0020705789","01","06","31","10","Adult"
"Rhopalopyx vitripennis","NHMSYS0020705791","01","05","31","10","Adult"
"Rhytidodus decimusquartus","NHMSYS0020705874","01","06","31","10","Adult"
"Rhytistylus proceps","NHMSYS0020705876","01","06","31","10","Adult"
"Ribautiana cruciata","NHMSYS0020705878","01","06","31","08","Adult"
"Ribautiana debilis","NHMSYS0020705879","01","05","30","11","Adult"
"Ribautiana scalaris","NHMSYS0020705880","01","05","30","09","Adult"
"Ribautiana tenerrima sensu stricto","NHMSYS0020924687","01","05","31","12","Adult"
"Ribautiana ulmi","NHMSYS0020705882","01","05","30","11","Adult"
"Ribautodelphax angulosus","NHMSYS0020442459","01","05","31","08","Adult"
"Ribautodelphax imitans","NBNSYS0000010768","01","05","31","08","Adult"
"Ribautodelphax pallens","NHMSYS0020442460","01","04","31","08","Adult"
"Ribautodelphax pungens","NHMSYS0020442461","01","04","30","09","Adult"
"Sagatus punctifrons","NHMSYS0020705885","01","06","30","09","Adult"
"Sardius argus","NHMSYS0020705887","01","05","31","10","Adult"
"Sonronius dahlbomi","NHMSYS0020705894","01","07","30","09","Adult"
"Sorhoanus xanthoneurus","NHMSYS0020705896","01","07","31","10","Adult"
"Speudotettix subfusculus","NHMSYS0020705901","01","04","31","08","Adult"
"Stenocranus fuscovittatus","NHMSYS0020442466","01","06","30","09","Adult"
"Stenocranus longipennis","NHMSYS0020705904","01","07","31","10","Adult"
"Stiroma affinis","NHMSYS0020705910","01","05","31","08","Adult"
"Stiroma bicarinata","NHMSYS0020442467","01","05","31","08","Adult"
"Streptanus aemulans","NHMSYS0020705912","01","06","31","10","Adult"
"Streptanus marginatus","NHMSYS0020705913","01","04","31","08","Adult"
"Streptanus sordidus","NHMSYS0020705914","01","06","31","10","Adult"
"Stroggylocephalus agrestis","NHMSYS0020705916","01","07","31","10","Adult"
"Stroggylocephalus livens","NHMSYS0020705917","01","07","31","10","Adult"
"Struebingianella dalei","NHMSYS0020442469","01","04","31","08","Adult"
"Struebingianella litoralis","NHMSYS0020442470","01","04","31","08","Adult"
"Struebingianella lugubrina","NHMSYS0020705924","01","04","30","09","Adult"
"Synophropsis lauri","NHMSYS0020745854","01","08","31","10","Adult"
"Tachycixius pilosus","NHMSYS0020705926","01","04","31","07","Adult"
"Thamnotettix (Loepotettix) dilutior","NHMSYS0020705933","01","05","31","10","Adult"
"Thamnotettix (Thamnotettix) confinis","NHMSYS0020705932","01","05","31","08","Adult"
"Tremulicerus distinguendus","NHMSYS0020705633","01","06","31","10","Adult"
"Tremulicerus tremulae","NHMSYS0020705645","01","06","30","11","Adult"
"Tremulicerus vitreus","NHMSYS0020705646","01","06","31","12","Adult"
"Trigonocranus emmeae","NHMSYS0020442473","01","05","31","07","Adult"
"Turrutus socialis","NHMSYS0020705957","01","05","31","10","Adult"
"Typhlocyba quercus","NHMSYS0020705960","01","06","30","09","Adult"
"Verdanus (Verdanus) abdominalis","NHMSYS0020705334","01","05","31","08","Adult"
"Wagneripteryx germari","NHMSYS0020705181","01","06","31","10","Adult"
"Xanthodelphax flaveolus","NHMSYS0020442475","01","06","30","09","Adult"
"Xanthodelphax stramineus","NHMSYS0020705968","01","05","30","09","Adult"
"Zonocyba bifasciata","NHMSYS0020705959","01","06","31","10","Adult"
"Zygina (Hypericiella) hyperici","NHMSYS0020705973","01","05","31","10","Adult"
