"tvk","start_day","start_month","end_day","end_month"
"NHMSYS0020924719","01","05","31","10"
"NHMSYS0020705830","01","05","30","09"
"NHMSYS0020924663","01","05","31","10"
"NHMSYS0020442457","01","05","31","10"
"NHMSYS0020442456","01","06","30","09"
"NHMSYS0020745853","01","05","31","10"
"NHMSYS0020705828","01","06","31","08"
"NHMSYS0020705827","01","05","31","10"
"NHMSYS0020705826","01","05","31","10"
"NHMSYS0020442454","01","05","31","10"
"NHMSYS0020530792","01","04","31","10"
"NHMSYS0020705641","01","06","31","10"
"NHMSYS0020705635","01","06","31","10"
"NHMSYS0020705637","01","06","31","10"
"NHMSYS0020705632","01","06","31","10"
"NHMSYS0020705631","01","06","31","10"
"NHMSYS0020705820","01","07","30","09"
"NHMSYS0020977178","01","06","31","10"
"NHMSYS0020705215","01","06","30","09"
"NHMSYS0020705816","01","08","31","10"
"NHMSYS0020973355","01","05","30","09"
"NHMSYS0020705811","01","06","31","10"
"NHMSYS0020705771","01","05","31","08"
"NHMSYS0020442449","01","06","31","08"
"NHMSYS0020705798","01","07","31","10"
"NHMSYS0020442448","01","07","31","10"
"NHMSYS0020705795","01","05","30","09"
"NHMSYS0020705794","01","05","30","09"
"NHMSYS0020442446","01","04","30","09"
"NHMSYS0020705790","01","06","31","10"
"NBNSYS0100004363","01","06","30","09"
"NHMSYS0020973367","01","07","31","10"
"NHMSYS0020705782","01","06","31","10"
"NHMSYS0020927625","01","06","31","10"
"NHMSYS0020705891","01","05","31","10"
"NHMSYS0020705890","01","06","30","09"
"NHMSYS0020973319","01","05","31","08"
"NHMSYS0020705780","01","06","31","08"
"NHMSYS0020705779","01","05","31","08"
"NHMSYS0020705778","01","05","31","07"
"NHMSYS0020705777","01","05","31","08"
"NHMSYS0020705776","01","05","31","08"
"NHMSYS0020705775","01","05","31","08"
"NHMSYS0020442443","01","05","31","08"
"NHMSYS0020705769","01","05","31","10"
"NHMSYS0020705962","01","04","30","09"
"NHMSYS0020442440","01","06","30","09"
"NHMSYS0020705767","01","06","30","11"
"NHMSYS0020705766","01","05","31","10"
"NHMSYS0020705765","01","05","31","10"
"NHMSYS0020705755","01","04","31","10"
"NHMSYS0020705753","01","06","31","10"
"NHMSYS0020705752","01","06","31","10"
"NHMSYS0020705751","01","06","31","10"
"NHMSYS0020705743","01","05","31","10"
"NHMSYS0020705634","01","07","31","10"
"NHMSYS0020442437","01","06","31","10"
"NHMSYS0020705735","01","06","31","10"
"NHMSYS0020705734","01","06","31","10"
"NHMSYS0020705732","01","06","31","10"
"NHMSYS0020705727","01","04","31","08"
"NHMSYS0020705725","01","05","31","10"
"NHMSYS0020705724","01","06","31","10"
"NHMSYS0020442433","01","05","30","09"
"NHMSYS0020705723","01","05","31","10"
"NHMSYS0020705722","01","06","31","10"
"NHMSYS0020442432","01","05","31","10"
"NHMSYS0020705721","01","06","31","10"
"NHMSYS0020705720","01","08","30","09"
"NHMSYS0020442430","01","06","30","09"
"NHMSYS0020705719","01","05","31","10"
"NHMSYS0020705718","01","05","31","10"
"NHMSYS0020442429","01","05","31","10"
"NHMSYS0020442428","01","05","31","10"
"NHMSYS0020442427","01","05","31","10"
"NHMSYS0020442426","01","07","30","09"
"NHMSYS0020924639","01","06","30","09"
"NHMSYS0020705714","01","07","31","08"
"NHMSYS0020705713","01","06","30","09"
"NHMSYS0020442425","01","06","30","09"
"NHMSYS0020745851","01","07","31","08"
"NHMSYS0020705712","01","05","31","08"
"NHMSYS0020705711","01","05","31","08"
"NHMSYS0020705710","01","06","31","08"
"NHMSYS0020705709","01","06","31","08"
"NHMSYS0020442424","01","06","30","09"
"NHMSYS0020705708","01","06","30","09"
"NHMSYS0020705707","01","06","31","08"
"NHMSYS0020705706","01","06","30","09"
"NHMSYS0020705705","01","05","31","08"
"NHMSYS0020705693","01","05","31","12"
"NHMSYS0020705691","01","06","31","10"
"NHMSYS0020442422","01","06","30","09"
"NHMSYS0020745856","01","07","30","09"
"NHMSYS0020705689","01","06","31","10"
"NHMSYS0020442417","01","04","31","10"
"NHMSYS0020705686","01","07","31","10"
"NHMSYS0020705684","01","06","31","10"
"NHMSYS0020705683","01","06","31","10"
"NHMSYS0020705682","01","05","31","10"
"NHMSYS0020705681","01","06","31","10"
"NHMSYS0020705680","01","06","31","10"
"NHMSYS0020442416","01","06","31","08"
"NHMSYS0020705679","01","06","31","10"
"NHMSYS0020442415","01","06","30","09"
"NHMSYS0020705675","01","03","31","10"
"NHMSYS0020705672","01","07","31","10"
"NHMSYS0020705671","01","07","31","10"
"NHMSYS0020705670","01","07","31","10"
"NHMSYS0020705669","01","07","31","10"
"NHMSYS0020705668","01","07","31","10"
"NHMSYS0020745859","01","07","31","10"
"NHMSYS0020705667","01","07","31","10"
"NHMSYS0020705666","01","06","31","10"
"NHMSYS0020705663","01","04","31","10"
"NHMSYS0020705662","01","04","30","09"
"NHMSYS0020705661","01","05","31","08"
"NHMSYS0020705660","01","04","31","10"
"NHMSYS0020705659","01","05","31","07"
"NBNSYS0000010517","01","05","31","10"
"NHMSYS0020705657","01","06","31","10"
"NHMSYS0020705656","01","06","31","10"
"NHMSYS0020442413","01","05","31","08"
"NHMSYS0020705653","01","06","31","10"
"NHMSYS0020705649","01","07","31","10"
"NHMSYS0020705644","01","06","30","09"
"NHMSYS0020705643","01","07","31","10"
"NHMSYS0020705638","01","07","31","10"
"NHMSYS0020442411","01","06","31","10"
"NHMSYS0020705629","01","06","30","11"
"NHMSYS0020705627","01","04","30","09"
"NHMSYS0020442343","01","06","31","08"
"NHMSYS0020705617","01","03","31","10"
"NHMSYS0020705614","01","06","31","10"
"NHMSYS0020705612","01","05","31","10"
"NHMSYS0020705610","01","05","30","09"
"NHMSYS0020705608","01","07","31","10"
"NHMSYS0020705606","01","06","31","10"
"NHMSYS0020705604","01","06","31","10"
"NHMSYS0020705603","01","05","31","10"
"NHMSYS0020442341","01","05","30","09"
"NHMSYS0020924615","01","04","31","10"
"NHMSYS0020973331","01","07","31","10"
"NBNSYS0100003194","01","07","31","10"
"NHMSYS0020705596","01","05","31","10"
"NHMSYS0020705595","01","05","30","09"
"NHMSYS0020705593","01","06","31","10"
"NHMSYS0020705592","01","06","30","09"
"NBNSYS0000010554","01","07","30","09"
"NHMSYS0020442339","01","06","31","10"
"NHMSYS0020705590","01","05","30","09"
"NHMSYS0020705589","01","03","31","12"
"NHMSYS0020442338","01","07","31","10"
"NHMSYS0020442337","01","07","31","10"
"NHMSYS0020442336","01","05","30","09"
"NHMSYS0020977194","01","05","31","07"
"NHMSYS0020705585","01","05","31","07"
"NBNSYS0100003166","01","05","31","07"
"NHMSYS0020705583","01","04","31","07"
"NHMSYS0020442334","01","05","31","10"
"NHMSYS0020705581","01","06","31","10"
"NHMSYS0020705580","01","06","30","09"
"NHMSYS0020442333","01","06","30","09"
"NHMSYS0020705579","01","06","31","10"
"NHMSYS0020705577","01","05","31","10"
"NHMSYS0020705576","01","05","31","10"
"NHMSYS0020705575","01","06","31","10"
"NHMSYS0020705574","01","05","31","10"
"NHMSYS0020705573","01","05","31","10"
"NHMSYS0020705572","01","06","31","10"
"NHMSYS0020705571","01","06","31","10"
"NHMSYS0020705570","01","05","31","10"
"NHMSYS0020705569","01","05","31","10"
"NHMSYS0020705568","01","06","30","09"
"NHMSYS0020705567","01","05","31","10"
"NHMSYS0020705566","01","06","31","10"
"NHMSYS0020745857","01","05","31","10"
"NHMSYS0020705565","01","05","31","10"
"NHMSYS0020705564","01","05","31","10"
"NHMSYS0020705563","01","05","31","10"
"NHMSYS0020705562","01","05","31","10"
"NHMSYS0020705560","01","06","31","10"
"NHMSYS0020705556","01","05","31","08"
"NHMSYS0020705554","01","06","31","10"
"NHMSYS0020977210","01","06","31","10"
"NHMSYS0020705552","01","05","31","10"
"NHMSYS0020705533","01","05","31","10"
"NHMSYS0020977145","01","07","30","09"
"NHMSYS0020705543","01","08","31","10"
"NHMSYS0020705370","01","05","31","10"
"NHMSYS0020442329","01","08","30","09"
"NHMSYS0020705368","01","06","31","10"
"NBNSYS0100002955","01","07","30","09"
"NHMSYS0020442325","01","05","30","09"
"NHMSYS0020705366","01","06","30","09"
"NHMSYS0020705365","01","06","31","10"
"NHMSYS0020442324","01","07","30","09"
"NHMSYS0020705364","01","05","31","10"
"NHMSYS0020705363","01","06","31","10"
"NHMSYS0020705362","01","06","31","10"
"NHMSYS0020705361","01","06","31","08"
"NHMSYS0020705359","01","06","31","10"
"NHMSYS0020442323","01","06","30","09"
"NHMSYS0020442322","01","05","31","10"
"NHMSYS0020705358","01","06","31","10"
"NHMSYS0020705357","01","05","31","10"
"NHMSYS0020705356","01","05","31","10"
"NHMSYS0020705355","01","06","31","10"
"NHMSYS0020705354","01","05","31","10"
"NHMSYS0020705353","01","05","31","10"
"NHMSYS0020705352","01","06","30","09"
"NHMSYS0020705351","01","06","31","10"
"NHMSYS0020442321","01","06","31","08"
"NHMSYS0020442320","01","07","30","09"
"NHMSYS0020745852","01","08","30","11"
"NHMSYS0020705339","01","06","31","10"
"NBNSYS0000010503","01","06","30","09"
"NHMSYS0020705337","01","05","31","08"
"NHMSYS0020705329","01","04","31","10"
"NHMSYS0020705330","01","04","31","10"
"NHMSYS0020705327","01","05","31","10"
"NHMSYS0020705326","01","06","30","09"
"NHMSYS0020705324","01","06","30","09"
"NHMSYS0020745860","01","06","30","09"
"NHMSYS0020705320","01","05","30","09"
"NHMSYS0020442317","01","05","31","07"
"NHMSYS0020442316","01","05","31","07"
"NHMSYS0020705311","01","05","31","07"
"NHMSYS0020705301","01","07","31","10"
"NHMSYS0020705299","01","06","30","09"
"NHMSYS0020705300","01","06","31","10"
"NHMSYS0020705297","01","07","31","10"
"NHMSYS0020705295","01","06","31","10"
"NHMSYS0020705292","01","05","31","08"
"NHMSYS0020705287","01","05","30","09"
"NHMSYS0020705286","01","06","31","10"
"NHMSYS0020705290","01","06","31","10"
"NHMSYS0020705288","01","05","30","09"
"NHMSYS0020705285","01","05","30","09"
"NHMSYS0020705283","01","05","30","09"
"NHMSYS0020705289","01","05","31","08"
"NHMSYS0020705284","01","05","30","09"
"NHMSYS0020705275","01","07","31","10"
"NHMSYS0020705277","01","07","30","09"
"NHMSYS0020705276","01","07","31","10"
"NHMSYS0020705281","01","07","31","10"
"NHMSYS0020705280","01","07","31","10"
"NHMSYS0020705279","01","06","31","10"
"NHMSYS0020705278","01","06","31","10"
"NHMSYS0020705274","01","06","31","10"
"NHMSYS0020705273","01","07","31","10"
"NBNSYS0000010417","01","05","31","07"
"NHMSYS0020705270","01","07","31","10"
"NHMSYS0020442305","01","06","30","09"
"NBNSYS0000010620","01","07","30","09"
"NHMSYS0020442303","01","05","31","10"
"NHMSYS0020442302","01","05","30","09"
"NHMSYS0020705265","01","05","31","08"
"NHMSYS0020705264","01","05","30","09"
"NHMSYS0020705263","01","05","30","09"
"NHMSYS0020442301","01","05","31","08"
"NHMSYS0020705260","01","05","31","07"
"NHMSYS0020705258","01","05","31","08"
"NHMSYS0020442299","01","06","30","09"
"NBNSYS0100001917","01","06","30","09"
"NHMSYS0020745850","01","06","30","09"
"NBNSYS0100001908","01","06","31","10"
"NHMSYS0020442295","01","05","31","10"
"NHMSYS0020442294","01","06","30","09"
"NHMSYS0020705240","01","06","30","09"
"NHMSYS0020442293","01","04","31","10"
"NHMSYS0020705232","01","06","31","10"
"NHMSYS0020705231","01","05","31","10"
"NHMSYS0020705229","01","06","31","10"
"NHMSYS0020705224","01","06","31","10"
"NHMSYS0020705223","01","06","30","09"
"NHMSYS0020705222","01","07","30","09"
"NHMSYS0020705221","01","06","31","10"
"NHMSYS0020705218","01","06","31","10"
"NHMSYS0020705214","01","06","31","10"
"NHMSYS0020442289","01","07","30","09"
"NHMSYS0020442289","01","07","30","09"
"NHMSYS0020705219","01","07","31","10"
"NHMSYS0020917141","01","07","30","09"
"NHMSYS0020705217","01","06","30","09"
"NHMSYS0020705216","01","07","30","11"
"NHMSYS0020322282","01","06","30","09"
"NHMSYS0020705213","01","06","30","11"
"NHMSYS0020322280","01","06","31","10"
"NHMSYS0020705194","01","07","31","10"
"NHMSYS0020705193","01","07","31","10"
"NHMSYS0020917128","01","07","31","10"
"NHMSYS0020705191","01","05","31","10"
"NHMSYS0020705190","01","06","31","10"
"NHMSYS0020705189","01","06","31","10"
"NHMSYS0020705188","01","06","31","10"
"NHMSYS0020705186","01","05","30","09"
"NHMSYS0020745855","01","07","31","10"
"NHMSYS0020705185","01","06","30","09"
"NHMSYS0020705184","01","06","31","10"
"NHMSYS0020705182","01","06","31","10"
"NHMSYS0020705177","01","06","31","10"
"NHMSYS0020442286","01","07","31","10"
"NHMSYS0020705532","01","05","31","10"
"NHMSYS0020705529","01","04","31","10"
