tvk,km100,km10,coord_system,organism_key,allow_org_key,rtvk,taxon
NBNSYS0000010887,SE,01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 27 28 29 30 31 47 48 49 57 58 59 67 68 69,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SH,80 81 82 90 91 92 93 94 96 97 98,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SJ,00 01 02 03 04 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 30 33 34 35 40 43 44 45 50 53 54 55 81 82 83 91 92 93 97 98 99,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SK,01 02 03 04 05 06 07 08 09 14 15 16 17 18 19 24 25 26 27 28 29 36 37 38 39 40 41 42 46 47 48 50 51 52 60 61 62,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SM,81 82 83 91 92 93,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SN,01 02 03 51 52 53 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 87 88 89 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SO,01 02 03 04 05 06 07 08 09 14 15 16 17 18 19 21 22 23 26 27 28 29 30 31 32 33 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 55 56 57 58 59 64 65 66 67 68 74 75 76 77 78 84 85 86 87 88,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SS,20 21 30 31 32 40 41 42 50 51 52 60 61 62 63 70 71 72 73 74 75 81 82 83 84 93 94,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SU,33 34 35 43 44 45 53 54 55 56 64 65 66 74 75 76,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,SX,27 28 29 37 38 39 46 47 48 49 56 57 58 59 66 67 68 69 76 77 78 79 87 88 89,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010887,TQ,31 32 33 41 42 43 51 52 53 61 62 63,OSGB,NBNORG0000011336,allow,NBNSYS0000010887,Rhithrogena semicolorata
NBNSYS0000010888,NJ,34 35 36 44 45 46 54 55 56 65 66 75 76 80 81 82 83 84 90 91 92 93 94 95 96,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NK,02 03 04 05 06 13 14 15,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NN,40 50 60 61 70 71 80 81 90,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NO,00 10 20 30 40 41 42 50 51 52 60 61 65 66 67 68 75 76 77 78 86 87 88,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NS,14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NT,03 04 05 06 07 08 09 15 16 17 18 19 24 25 26 27 28 29 34 35 36 37 38 39 42 43 44 45 46 47 50 51 52 53 54 55 59 60 61 62 63 64 65 66 69 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 94 95 96,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NU,00 01 02 10 11 12 20 21,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NX,57 58 59 66 67 68 69 76 77 78 79 86 87 88 96 97 98,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NY,05 06 07 08 09 15 16 17 18 19 25 26 27 28 29 30 35 36 37 38 39 40 45 46 47 48 49 50 56 57 58 59 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,NZ,00 01 02 04 05 06 07 08 09 10 11 12 13 15 16 17 19 21 22 23 24 29 31 32 33 34 39 42 43 44 50 60 70 71 72 80 81 90 91,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SD,37 38 39 47 48 49 56 57 58 59 66 67 68 75 76 77 78 85 86 87 88 95 96 97 98,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SE,00 01 02 04 05 06 07 08 10 11 12 14 15 16 20 21 22 24 25 26 30 31 33 34 35 36 37 40 43 44 45 46 47 50 53 54 55 56 57 58 59 60 64 65 66 67 68 69 75 76 77 78 79 85 86 87 88 89 90 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SH,80 90 91,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SJ,00 01 02 03 10 11 12 13 20 21 22 23 30 31 32 33 40 41 50 51 52 53 54 60 61 62 63 64 70 71 72 73 74 75 76 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96 97,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SK,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SM,80 81 82 90 91 92,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SN,00 01 02 03 04 10 11 12 13 14 15 23 24 25 30 31 32 40 41 42 45 46 50 51 52 53 55 56 57 61 62 63 65 66 67 71 72 73 81 82 83 88 89 91 92 93 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SO,01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SS,10 11 20 21 22 30 31 32 40 41 42 50 51 52 60 61 62 70 71 80 90,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,ST,00 01 02 03 10 11 12 13 20 21 22 23 30 31 32 33 40 41 42 43 44 50 51 52 53 54 59 60 61 62 63 64 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SU,00 01 02 07 08 09 10 11 12 17 18 19 20 21 22 27 28 29 30 31 32 33 34 35 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 79 80 81 82 83 84 89 90 91 92 93 94,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SX,19 28 29 38 39 48 49 58 59 65 66 67 69 75 76 77 78 79 85 86 87 88 89 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SY,08 09 18 19 28 29 38 39 49 59 69 79 89 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,SZ,09 19 28 29 38 39 47 48 49 57 58 59 68 69,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TA,00 07 08 09 10 11 12 20 21 22 30 31 32 40,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 70 71 72 73 80 81 82 83 84 90 91 92 93 94,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 40,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TL,01 02 03 04 05 06 07 08 09 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 46 47 48 49 57 58,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TQ,00 01 02 03 04 10 11 12 13 14 18 19 20 21 22 23 24 28 29 30 31 32 33 34 38 39 40 41 42 43 44 45 50 51 52 53 54 55 58 59 60 61 62 63 64 65 68 69 70 71 72 73 74 75 78 79 80 81 82 83 84 85 89 92 93 94 95 99,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TR,02 03 04 05,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010888,TV,49 59 69 79,OSGB,NBNORG0000011337,allow,NBNSYS0000010888,Habrophlebia fusca
NBNSYS0000010890,NC,10 11 12 20 21 22 30 31 32 93 94 95 96,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,ND,03 04 05 06 07 13 14 15 16 17 18 23 24 25 26 27 28 34 35 36 37 38,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NG,94 95 96,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NH,04 05 06 11 12 13 14 15 16 21 22 23 24 25 26 31 32 33 34 42 43 44 45 46 47 48 52 53 54 55 56 57 58 60 64 65 66 67 68 70 71 74 75 76 80 81 90 91,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NJ,00 10 20 30 40 50,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NM,90 91,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NN,00 01 10 11 20 25 26 27 30 31 32 33 35 36 37 40 41 42 43 45 46 47 50 51 52 53 55 56 57 60 61 68 69 70 71 78 79 80 81 88 89 90 91 93 94 95 96 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NO,00 03 04 05 06 08 09 13 14 15 16 18 19 23 24 25 28 29 38 39 48 49 58 59,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NR,77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NS,09 19 28 29 38 39 46 47 48 49 51 52 53 56 57 58 59 61 62 63 66 67 68 69 71 72 73 76 77 78 79 86 87 88 89 96 97 98 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NT,00 01 02 06 07 08 09 10 11 12 20 21 22 60 61 65 66 67 70 71 75 76 77 80 81 85 86 87 90 91,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NU,00,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NX,05 06 07 15 16 17 25 26 27 28 29 36 37 38 39 46 47 48 49 57 58 59 76 77 78 86 87 88 96 97 98,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NY,10 11 12 20 21 22 30 31 32 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 93 94 95 96 97 98 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,NZ,04 05 06 07 08 09,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SD,19 29 39 90,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SE,00 10,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SH,80 81 90 91,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SJ,00 01 45 46 47 55 56 57 65 66 67 98 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SK,08 09 18 19 30 31 32 40 41 42 50 51 52 85 86 87 95 96 97,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SN,89 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SO,09,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SP,10 20 30,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SU,18 19 20 21 22 23 24 28 29 30 31 32 33 34 38 39 40 41 42 43 44,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SX,47 48 49 57 58 59 67 68 69,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SY,77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,SZ,29 39 49,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,TF,05 06 07 60 61 62 70 71 72 80 81 82,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010890,TQ,11 12 13 21 22 23 31 32 33,OSGB,NBNORG0000011338,allow,NBNSYS0000010890,Leptophlebia vespertina
NBNSYS0000010891,NC,95 96,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,ND,02 03 04 05 06 07 12 13 14 15 16 17 23 24,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NS,51 52 53 61 62 63 71 72 73,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NT,60 61 70 71 80 81 90,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NU,00,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NX,25 26 27 28 29 35 36 37 38 39 45 46 47 48 49,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NY,69 70 71 72 77 78 79 80 81 82 87 88 89 90 91 92 97 98 99,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,NZ,07 08 09 50 51 52 60 61 62 70 71 72,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SD,47 48 49 57 58 59 67 68 69 87 88 89 91 92 93 95 96 97 98 99,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SE,01 02 03 05 06 07 08 09 10 11 12 13 15 16 17 18 19 20 21 30 31 65 66 67 75 76 77 85 86 87,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SK,15 16 17 19 25 26 27 29 35 36 37 39,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SN,71 72 73 81 82 83 91 92 93,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SO,15 16 17 18 19 21 22 23 25 26 27 28 29 31 32 33 35 36 37 38 39 41 42 43 46 47 48,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SP,00 01 02 10 11 12 20 21 22,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SS,20 21 22 30 31 32 40 41 42 63 64 73 74 75 83 84,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,ST,70 76 77 78 80 86 87 88 90 91 96 97 98,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SU,00 01 10 11 20 21 30 31 40 72 73 74 82 83 84 85 92 93 94 95,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SW,61 62 71 72 81 82,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SX,06 07 08 16 17 18 26 27 28 45 46 47 48 55 56 57 58 65 66 67 68,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SY,77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,SZ,07 08 09 19 28 29 38 39 48 49,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,TF,72 73 74 82 83 84 92 93 94,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,TG,00 01 02 10 11 12 13 20 21 22 23 31 32 33,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010891,TQ,03 04 05 21 22 23 31 32 33 41 42 43 44 52 53 54 61 62 63 64 71 72 73 74 81 82 83,OSGB,NBNORG0000011339,allow,NBNSYS0000010891,Paraleptophlebia cincta
NBNSYS0000010892,HY,20 21 22 30 31 32 40 41 42,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NC,30 31 32 33 40 41 42 43 50 51 52 53 60 61 62 70 71 72 80 81 82 83 84 85 86 92 93 94 95 96,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,ND,01 02 03 04 05 06 07 12 13 14 15 16 17 18 23 24 25 26 27 28 36 37 38,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NG,82 83 84 92 93 94 95 96,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NH,02 03 04 05 06 14 15 16 39 40 41 42 49 50 51 52 59 60 61 62 90 91 92,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NJ,00 01 02 10 11 12,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NM,55 56 57 65 66 67 75 76 77 81 82 83 84 91 92 93 94,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NN,01 02 03 04 17 18 19 27 28 29 37 38 39 40 41 42 43 50 51 52 53 60 61 62 63 64 65 70 71 72 73 74 75 80 81 82 83 84 85 90 91 92 93,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NO,00 01 02 03 04 05 10 11 12 13 14 15 20 21 23 24 25 30 31 50 51 60 61 77 78 79 87 88 89 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NS,37 38 39 47 48 49 50 51 57 58 59 60 61 63 64 65 67 68 69 70 71 73 74 75 77 78 79 80 81 83 84 85 86 87 88 89 90 91 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NT,01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 59 60 61 62 63 64 65 66 67 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NU,00 01 02 03 04 05 10 11 12 20 21,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NX,26 27 28 36 37 38 46 47 48 59 66 67 68 69 76 77 78 79 86 87 88 89 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NY,00 02 03 04 10 11 12 13 14 17 18 19 20 21 22 23 24 27 28 29 30 31 32 37 38 39 40 41 42 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,NZ,00 01 02 03 05 06 07 10 11 12 13 15 16 17 19 20 21 22 29 30 31 32 39 40 50 70 71 80 81 90 91,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SD,08 09 18 19 28 29 38 39 55 56 57 64 65 66 67 68 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SE,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 33 34 35 36 37 38 39 43 44 45 46 47 48 49 53 54 55 56 57 58 59 63 64 65 66 67 68 69 75 76 77 78 79 85 86 87 88 89 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SH,56 57 58 60 66 67 68 70 76 77 78 80 81 82 90 91 92 93,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SJ,00 01 02 03 10 11 12 13 20 21 22 23 30 31 32 33 40 41 42 43 50 51 52 53 54 60 61 62 63 64 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SK,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 60 61 62 63 70 71 72 73 74 75 80 81 82 83 84 85 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SM,81 82 83 91 92 93,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SN,01 02 03 11 12 13 21 22 23 60 61 62 68 69 70 71 72 73 74 75 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SO,01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SP,00 01 02 03 04 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,SS,10 11 20 21 22 30 31 32 40 41 42 43 44 50 51 52 53 54 60 61 62 63 64 90,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
NBNSYS0000010892,ST,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 38 39 40 41 42 48 49 50 51 58 59 60 61 62 63 64 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 95 96 97 98 99,OSGB,NBNORG0000011340,allow,NBNSYS0000010892,Paraleptophlebia submarginata
