"rule_name","tvk","error_message","grid_10km"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM14"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM15"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM16"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM17"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM18"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM22"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM23"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM24"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM25"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM27"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM28"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM29"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM33"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM34"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM35"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM36"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM37"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM38"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM39"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM44"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM45"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM46"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM47"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM48"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM49"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM58"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TM59"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ00"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ01"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ02"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ03"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ04"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ05"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ06"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ07"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ08"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ09"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ11"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ12"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ13"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ14"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ15"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ16"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ17"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ18"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ19"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ21"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ22"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ23"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ24"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ25"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ26"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ27"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ28"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ29"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ30"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ31"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ32"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ33"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ34"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ35"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ38"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ39"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ40"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ41"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ42"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ43"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ44"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ45"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ46"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ47"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ48"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ49"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ50"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ51"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ52"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ53"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ54"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ55"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ57"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ58"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ59"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ60"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ61"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ62"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ63"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ64"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ65"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ66"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ67"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ70"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ71"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ72"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ73"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ74"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ75"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ76"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ77"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ78"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ79"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ81"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ82"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ83"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ84"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ85"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ87"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ91"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ92"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ93"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ94"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ96"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TQ97"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR01"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR02"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR03"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR04"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR05"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR06"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR13"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR15"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR16"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR26"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR34"
"Erythromma najas 10km","NBNSYS0000005610","Coordinate is outside known range for Erythromma najas","TR35"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU28"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU36"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU37"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU38"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU45"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU47"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU48"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HU49"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY20"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY22"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY30"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY32"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY33"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY40"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY43"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","HY64"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NB11"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NB32"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NB33"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NB90"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NB91"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC01"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC02"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC10"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC12"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC13"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC14"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC21"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC23"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC25"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC30"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC31"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC32"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC37"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC41"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC44"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC46"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC60"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC64"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC65"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC66"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC73"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC74"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC75"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC76"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC80"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC81"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC83"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC84"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC85"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NC96"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND05"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND23"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND27"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND29"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND36"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","ND39"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF60"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF71"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF72"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF73"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF75"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF76"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF83"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF85"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF86"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NF96"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG19"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG25"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG30"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG40"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG41"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG42"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG43"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG51"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG60"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG61"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG62"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG63"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG72"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG73"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG74"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG77"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG78"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG83"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG85"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG87"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG88"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG89"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG92"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG93"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG94"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG95"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG96"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG97"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NG98"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH05"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH06"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH10"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH12"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH21"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH22"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH23"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH26"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH29"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH30"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH31"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH32"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH33"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH34"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH35"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH36"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH40"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH41"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH42"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH43"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH44"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH45"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH46"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH51"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH52"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH53"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH54"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH55"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH56"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH57"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH59"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH62"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH63"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH64"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH65"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH66"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH67"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH70"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH73"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH74"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH75"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH76"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH77"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH78"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH79"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH80"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH81"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH85"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH87"
"Enallagma cyathigerum 10km","NBNSYS0000005602","Coordinate is outside known range for Enallagma cyathigerum","NH90"
