"organism_key","taxon","error_location","taxon_group","allow_data_entry","one_name_allowed_per_org_key","removal"
"NBNORG0000117735","Candelariella medians f. medians","British Lichen Society/BLS",208,0,TRUE,"NBNORG0000117735 | Candelariella medians f. medians"
"NBNORG0000077147","Candelariella medians f. steepholmensis","British Lichen Society/BLS",209,0,TRUE,"NBNORG0000077147 | Candelariella medians f. steepholmensis"
"NBNORG0000117736","Candelariella medians f. steepholmensis","British Lichen Society/BLS",209,0,TRUE,"NBNORG0000117736 | Candelariella medians f. steepholmensis"
"NBNORG0000077150","Candelariella vitellina f. flavovirella","British Lichen Society/BLS",210,0,TRUE,"NBNORG0000077150 | Candelariella vitellina f. flavovirella"
"NBNORG0000117737","Candelariella vitellina f. flavovirella","British Lichen Society/BLS",210,0,TRUE,"NBNORG0000117737 | Candelariella vitellina f. flavovirella"
"NBNORG0000077151","Candelariella vitellina f. vitellina","British Lichen Society/BLS",211,0,TRUE,"NBNORG0000077151 | Candelariella vitellina f. vitellina"
"NBNORG0000117738","Candelariella vitellina f. vitellina","British Lichen Society/BLS",211,0,TRUE,"NBNORG0000117738 | Candelariella vitellina f. vitellina"
"NBNORG0000077152","Candelariella xanthostigma","British Lichen Society/BLS",212,0,TRUE,"NBNORG0000077152 | Candelariella xanthostigma"
"NBNORG0000117739","Candelariella xanthostigma","British Lichen Society/BLS",212,0,TRUE,"NBNORG0000117739 | Candelariella xanthostigma"
"NBNORG0000077185","Carbonea assimilis","British Lichen Society/BLS",213,0,TRUE,"NBNORG0000077185 | Carbonea assimilis"
"NBNORG0000117745","Carbonea assimilis","British Lichen Society/BLS",213,0,TRUE,"NBNORG0000117745 | Carbonea assimilis"
"NBNORG0000077205","Catillaria minuta","British Lichen Society/BLS",214,0,TRUE,"NBNORG0000077205 | Catillaria minuta"
"NBNORG0000117753","Catillaria minuta","British Lichen Society/BLS",214,0,TRUE,"NBNORG0000117753 | Catillaria minuta"
"NBNORG0000077211","Catolechia wahlenbergii","British Lichen Society/BLS",215,0,TRUE,"NBNORG0000077211 | Catolechia wahlenbergii"
"NBNORG0000117755","Catolechia wahlenbergii","British Lichen Society/BLS",215,0,TRUE,"NBNORG0000117755 | Catolechia wahlenbergii"
"NBNORG0000077318","Chaenotheca chrysocephala","British Lichen Society/BLS",216,0,TRUE,"NBNORG0000077318 | Chaenotheca chrysocephala"
"NBNORG0000118867","Chaenotheca chrysocephala","British Lichen Society/BLS",216,0,TRUE,"NBNORG0000118867 | Chaenotheca chrysocephala"
"NBNORG0000123277","Chaenotheca chrysocephala","British Lichen Society/BLS",216,0,TRUE,"NBNORG0000123277 | Chaenotheca chrysocephala"
"NBNORG0000077320","Chaenotheca gracilenta","British Lichen Society/BLS",217,0,TRUE,"NBNORG0000077320 | Chaenotheca gracilenta"
"NBNORG0000117760","Chaenotheca gracilenta","British Lichen Society/BLS",217,0,TRUE,"NBNORG0000117760 | Chaenotheca gracilenta"
"NBNORG0000123278","Chaenotheca gracilenta","British Lichen Society/BLS",217,0,TRUE,"NBNORG0000123278 | Chaenotheca gracilenta"
"NBNORG0000077423","Strigula confusa","British Lichen Society/BLS",218,0,TRUE,"NBNORG0000077423 | Strigula confusa"
"NBNORG0000084467","Strigula confusa","British Lichen Society/BLS",218,0,TRUE,"NBNORG0000084467 | Strigula confusa"
"NBNORG0000077483","Cladonia arbuscula subsp. arbuscula","British Lichen Society/BLS",219,0,TRUE,"NBNORG0000077483 | Cladonia arbuscula subsp. arbuscula"
"NBNORG0000117786","Cladonia arbuscula subsp. arbuscula","British Lichen Society/BLS",219,0,TRUE,"NBNORG0000117786 | Cladonia arbuscula subsp. arbuscula"
"NBNORG0000077484","Cladonia bacillaris","British Lichen Society/BLS",220,0,TRUE,"NBNORG0000077484 | Cladonia bacillaris"
"NBNORG0000108536","Cladonia bacillaris","British Lichen Society/BLS",220,0,TRUE,"NBNORG0000108536 | Cladonia bacillaris"
"NBNORG0000077496","Cladonia conista","British Lichen Society/BLS",221,0,TRUE,"NBNORG0000077496 | Cladonia conista"
"NBNORG0000108539","Cladonia conista","British Lichen Society/BLS",221,0,TRUE,"NBNORG0000108539 | Cladonia conista"
"NBNORG0000117793","Cladonia conista","British Lichen Society/BLS",221,0,TRUE,"NBNORG0000117793 | Cladonia conista"
"NBNORG0000077500","Cladonia furcata subsp. subrangiformis","British Lichen Society/BLS",222,0,TRUE,"NBNORG0000077500 | Cladonia furcata subsp. subrangiformis"
"NBNORG0000117792","Cladonia furcata subsp. subrangiformis","British Lichen Society/BLS",222,0,TRUE,"NBNORG0000117792 | Cladonia furcata subsp. subrangiformis"
"NBNORG0000077518","Cladonia subulata","British Lichen Society/BLS",223,0,TRUE,"NBNORG0000077518 | Cladonia subulata"
"NBNORG0000117798","Cladonia subulata","British Lichen Society/BLS",223,0,TRUE,"NBNORG0000117798 | Cladonia subulata"
"NBNORG0000077521","Cladonia uncialis subsp. biuncialis","British Lichen Society/BLS",224,0,TRUE,"NBNORG0000077521 | Cladonia uncialis subsp. biuncialis"
"NBNORG0000117799","Cladonia uncialis subsp. biuncialis","British Lichen Society/BLS",224,0,TRUE,"NBNORG0000117799 | Cladonia uncialis subsp. biuncialis"
"NBNORG0000117800","Cladonia uncialis subsp. biuncialis","British Lichen Society/BLS",224,0,TRUE,"NBNORG0000117800 | Cladonia uncialis subsp. biuncialis"
"NBNORG0000077522","Cladonia uncialis subsp. uncialis","British Lichen Society/BLS",225,0,TRUE,"NBNORG0000077522 | Cladonia uncialis subsp. uncialis"
"NBNORG0000117802","Cladonia uncialis subsp. uncialis","British Lichen Society/BLS",225,0,TRUE,"NBNORG0000117802 | Cladonia uncialis subsp. uncialis"
"NBNORG0000077548","Clauzadea chondrodes","British Lichen Society/BLS",226,0,TRUE,"NBNORG0000077548 | Clauzadea chondrodes"
"NBNORG0000118965","Clauzadea chondrodes","British Lichen Society/BLS",226,0,TRUE,"NBNORG0000118965 | Clauzadea chondrodes"
"NBNORG0000077549","Clauzadea monticola","British Lichen Society/BLS",227,0,TRUE,"NBNORG0000077549 | Clauzadea monticola"
"NBNORG0000117805","Clauzadea monticola","British Lichen Society/BLS",227,0,TRUE,"NBNORG0000117805 | Clauzadea monticola"
"NBNORG0000077697","Lathagrium cristatum","British Lichen Society/BLS",228,0,TRUE,"NBNORG0000077697 | Lathagrium cristatum"
"NBNORG0000117809","Lathagrium cristatum","British Lichen Society/BLS",228,0,TRUE,"NBNORG0000117809 | Lathagrium cristatum"
"NBNORG0000077700","Collema furfuraceum","British Lichen Society/BLS",229,0,TRUE,"NBNORG0000077700 | Collema furfuraceum"
"NBNORG0000117810","Collema furfuraceum","British Lichen Society/BLS",229,0,TRUE,"NBNORG0000117810 | Collema furfuraceum"
"NBNORG0000078471","Dermatocarpon intestiniforme","British Lichen Society/BLS",231,0,TRUE,"NBNORG0000078471 | Dermatocarpon intestiniforme"
"NBNORG0000108554","Dermatocarpon intestiniforme","British Lichen Society/BLS",231,0,TRUE,"NBNORG0000108554 | Dermatocarpon intestiniforme"
"NBNORG0000078613","Coenogonium pineti","British Lichen Society/BLS",232,0,TRUE,"NBNORG0000078613 | Coenogonium pineti"
"NBNORG0000117839","Coenogonium pineti","British Lichen Society/BLS",232,0,TRUE,"NBNORG0000117839 | Coenogonium pineti"
"NBNORG0000078642","Diploschistes actinostoma","British Lichen Society/BLS",233,0,TRUE,"NBNORG0000078642 | Diploschistes actinostoma"
"NBNORG0000108555","Diploschistes actinostoma","British Lichen Society/BLS",233,0,TRUE,"NBNORG0000108555 | Diploschistes actinostoma"
"NBNORG0000078646","Diplotomma chlorophaeum","British Lichen Society/BLS",234,0,TRUE,"NBNORG0000078646 | Diplotomma chlorophaeum"
"NBNORG0000117841","Diplotomma chlorophaeum","British Lichen Society/BLS",234,0,TRUE,"NBNORG0000117841 | Diplotomma chlorophaeum"
"NBNORG0000078654","Dirina massiliensis f. massiliensis","British Lichen Society/BLS",235,0,TRUE,"NBNORG0000078654 | Dirina massiliensis f. massiliensis"
"NBNORG0000117842","Dirina massiliensis f. massiliensis","British Lichen Society/BLS",235,0,TRUE,"NBNORG0000117842 | Dirina massiliensis f. massiliensis"
"NBNORG0000078655","Dirina massiliensis f. sorediata sensu auct. brit.","British Lichen Society/BLS",236,0,TRUE,"NBNORG0000078655 | Dirina massiliensis f. sorediata sensu auct. brit."
"NBNORG0000117843","Dirina massiliensis f. sorediata sensu auct. brit.","British Lichen Society/BLS",236,0,TRUE,"NBNORG0000117843 | Dirina massiliensis f. sorediata sensu auct. brit."
"NBNORG0000078676","Endococcus brachysporus","British Lichen Society/BLS",237,0,TRUE,"NBNORG0000078676 | Endococcus brachysporus"
"NBNORG0000078783","Endococcus brachysporus","British Lichen Society/BLS",237,0,TRUE,"NBNORG0000078783 | Endococcus brachysporus"
"NBNORG0000078747","Eiglera flavida","British Lichen Society/BLS",238,0,TRUE,"NBNORG0000078747 | Eiglera flavida"
"NBNORG0000119439","Eiglera flavida","British Lichen Society/BLS",238,0,TRUE,"NBNORG0000119439 | Eiglera flavida"
"NBNORG0000123282","Eiglera flavida","British Lichen Society/BLS",238,0,TRUE,"NBNORG0000123282 | Eiglera flavida"
"NBNORG0000078777","Endocarpon pusillum var. pallidum","British Lichen Society/BLS",239,0,TRUE,"NBNORG0000078777 | Endocarpon pusillum var. pallidum"
"NBNORG0000122708","Endocarpon pusillum var. pallidum","British Lichen Society/BLS",239,0,TRUE,"NBNORG0000122708 | Endocarpon pusillum var. pallidum"
"NBNORG0000078781","Endococcus apiciicola","British Lichen Society/BLS",240,0,TRUE,"NBNORG0000078781 | Endococcus apiciicola"
"NBNORG0000117850","Endococcus apiciicola","British Lichen Society/BLS",240,0,TRUE,"NBNORG0000117850 | Endococcus apiciicola"
"NBNORG0000079121","Aspergillus glaucus","British Lichen Society/BLS",241,0,TRUE,"NBNORG0000079121 | Aspergillus glaucus"
"NBNORG0000108500","Aspergillus glaucus","British Lichen Society/BLS",241,0,TRUE,"NBNORG0000108500 | Aspergillus glaucus"
"NBNORG0000079300","Fuscidea lygaea","British Lichen Society/BLS",242,0,TRUE,"NBNORG0000079300 | Fuscidea lygaea"
"NBNORG0000117888","Fuscidea lygaea","British Lichen Society/BLS",242,0,TRUE,"NBNORG0000117888 | Fuscidea lygaea"
"NBNORG0000079514","Graphis inustuloides","British Lichen Society/BLS",243,0,TRUE,"NBNORG0000079514 | Graphis inustuloides"
"NBNORG0000117904","Graphis inustuloides","British Lichen Society/BLS",243,0,TRUE,"NBNORG0000117904 | Graphis inustuloides"
"NBNORG0000119730","Graphis inustuloides","British Lichen Society/BLS",243,0,TRUE,"NBNORG0000119730 | Graphis inustuloides"
"NBNORG0000079546","Gyalidea diaphana","British Lichen Society/BLS",244,0,TRUE,"NBNORG0000079546 | Gyalidea diaphana"
"NBNORG0000119746","Gyalidea diaphana","British Lichen Society/BLS",244,0,TRUE,"NBNORG0000119746 | Gyalidea diaphana"
"NBNORG0000123283","Gyalidea diaphana","British Lichen Society/BLS",244,0,TRUE,"NBNORG0000123283 | Gyalidea diaphana"
"NBNORG0000079550","Gyalidea rivularis","British Lichen Society/BLS",245,0,TRUE,"NBNORG0000079550 | Gyalidea rivularis"
"NBNORG0000119749","Gyalidea rivularis","British Lichen Society/BLS",245,0,TRUE,"NBNORG0000119749 | Gyalidea rivularis"
"NBNORG0000080128","Hypotrachyna afrorevoluta","British Lichen Society/BLS",246,0,TRUE,"NBNORG0000080128 | Hypotrachyna afrorevoluta"
"NBNORG0000108573","Hypotrachyna afrorevoluta","British Lichen Society/BLS",246,0,TRUE,"NBNORG0000108573 | Hypotrachyna afrorevoluta"
"NBNORG0000080159","Illosporiopsis christiansenii","British Lichen Society/BLS",247,0,TRUE,"NBNORG0000080159 | Illosporiopsis christiansenii"
"NBNORG0000080160","Illosporiopsis christiansenii","British Lichen Society/BLS",247,0,TRUE,"NBNORG0000080160 | Illosporiopsis christiansenii"
"NBNORG0000123177","Illosporiopsis christiansenii","British Lichen Society/BLS",247,0,TRUE,"NBNORG0000123177 | Illosporiopsis christiansenii"
"NBNORG0000080276","Ionaspis suaveolens","British Lichen Society/BLS",248,0,TRUE,"NBNORG0000080276 | Ionaspis suaveolens"
"NBNORG0000117965","Ionaspis suaveolens","British Lichen Society/BLS",248,0,TRUE,"NBNORG0000117965 | Ionaspis suaveolens"
"NBNORG0000080544","Inoderma subabietinum","British Lichen Society/BLS",249,0,TRUE,"NBNORG0000080544 | Inoderma subabietinum"
"NBNORG0000120018","Inoderma subabietinum","British Lichen Society/BLS",249,0,TRUE,"NBNORG0000120018 | Inoderma subabietinum"
"NBNORG0000080553","Lecania sambucina","British Lichen Society/BLS",250,0,TRUE,"NBNORG0000080553 | Lecania sambucina"
"NBNORG0000117973","Lecania sambucina","British Lichen Society/BLS",250,0,TRUE,"NBNORG0000117973 | Lecania sambucina"
"NBNORG0000080566","Lecanora conizaeoides f. conizaeoides","British Lichen Society/BLS",251,0,TRUE,"NBNORG0000080566 | Lecanora conizaeoides f. conizaeoides"
"NBNORG0000117975","Lecanora conizaeoides f. conizaeoides","British Lichen Society/BLS",251,0,TRUE,"NBNORG0000117975 | Lecanora conizaeoides f. conizaeoides"
"NBNORG0000080567","Lecanora conizaeoides f. variola","British Lichen Society/BLS",252,0,TRUE,"NBNORG0000080567 | Lecanora conizaeoides f. variola"
"NBNORG0000117976","Lecanora conizaeoides f. variola","British Lichen Society/BLS",252,0,TRUE,"NBNORG0000117976 | Lecanora conizaeoides f. variola"
"NBNORG0000080576","Lecanora intricata","British Lichen Society/BLS",253,0,TRUE,"NBNORG0000080576 | Lecanora intricata"
"NBNORG0000117980","Lecanora intricata","British Lichen Society/BLS",253,0,TRUE,"NBNORG0000117980 | Lecanora intricata"
"NBNORG0000080581","Myriolecis persimilis","British Lichen Society/BLS",254,0,TRUE,"NBNORG0000080581 | Myriolecis persimilis"
"NBNORG0000117981","Myriolecis persimilis","British Lichen Society/BLS",254,0,TRUE,"NBNORG0000117981 | Myriolecis persimilis"
"NBNORG0000080582","Lecanora polytropa","British Lichen Society/BLS",255,0,TRUE,"NBNORG0000080582 | Lecanora polytropa"
"NBNORG0000117983","Lecanora polytropa","British Lichen Society/BLS",255,0,TRUE,"NBNORG0000117983 | Lecanora polytropa"
"NBNORG0000080590","Lecanora sublivescens","British Lichen Society/BLS",256,0,TRUE,"NBNORG0000080590 | Lecanora sublivescens"
"NBNORG0000120124","Lecanora sublivescens","British Lichen Society/BLS",256,0,TRUE,"NBNORG0000120124 | Lecanora sublivescens"
"NBNORG0000123285","Lecanora sublivescens","British Lichen Society/BLS",256,0,TRUE,"NBNORG0000123285 | Lecanora sublivescens"
"NBNORG0000080621","Rhizocarpon richardii","British Lichen Society/BLS",257,0,TRUE,"NBNORG0000080621 | Rhizocarpon richardii"
"NBNORG0000083660","Rhizocarpon richardii","British Lichen Society/BLS",257,0,TRUE,"NBNORG0000083660 | Rhizocarpon richardii"
"NBNORG0000080634","Lecidea plana","British Lichen Society/BLS",258,0,TRUE,"NBNORG0000080634 | Lecidea plana"
"NBNORG0000117999","Lecidea plana","British Lichen Society/BLS",258,0,TRUE,"NBNORG0000117999 | Lecidea plana"
"NBNORG0000080640","Lecidella elaeochroma f. elaeochroma","British Lichen Society/BLS",259,0,TRUE,"NBNORG0000080640 | Lecidella elaeochroma f. elaeochroma"
"NBNORG0000118001","Lecidella elaeochroma f. elaeochroma","British Lichen Society/BLS",259,0,TRUE,"NBNORG0000118001 | Lecidella elaeochroma f. elaeochroma"
"NBNORG0000118003","Lecidella elaeochroma f. elaeochroma","British Lichen Society/BLS",259,0,TRUE,"NBNORG0000118003 | Lecidella elaeochroma f. elaeochroma"
"NBNORG0000080641","Lecidea silacea","British Lichen Society/BLS",260,0,TRUE,"NBNORG0000080641 | Lecidea silacea"
"NBNORG0000108589","Lecidea silacea","British Lichen Society/BLS",260,0,TRUE,"NBNORG0000108589 | Lecidea silacea"
"NBNORG0000080649","Lecidella elaeochroma f. soralifera","British Lichen Society/BLS",261,0,TRUE,"NBNORG0000080649 | Lecidella elaeochroma f. soralifera"
"NBNORG0000118002","Lecidella elaeochroma f. soralifera","British Lichen Society/BLS",261,0,TRUE,"NBNORG0000118002 | Lecidella elaeochroma f. soralifera"
"NBNORG0000080653","Lecidella pulveracea","British Lichen Society/BLS",262,0,TRUE,"NBNORG0000080653 | Lecidella pulveracea"
"NBNORG0000120150","Lecidella pulveracea","British Lichen Society/BLS",262,0,TRUE,"NBNORG0000120150 | Lecidella pulveracea"
"NBNORG0000123286","Lecidella pulveracea","British Lichen Society/BLS",262,0,TRUE,"NBNORG0000123286 | Lecidella pulveracea"
"NBNORG0000080754","Lepraria eburnea","British Lichen Society/BLS",263,0,TRUE,"NBNORG0000080754 | Lepraria eburnea"
"NBNORG0000118007","Lepraria eburnea","British Lichen Society/BLS",263,0,TRUE,"NBNORG0000118007 | Lepraria eburnea"
"NBNORG0000080763","Caloplaca chrysodeta","British Lichen Society/BLS",264,0,TRUE,"NBNORG0000080763 | Caloplaca chrysodeta"
"NBNORG0000118011","Caloplaca chrysodeta","British Lichen Society/BLS",264,0,TRUE,"NBNORG0000118011 | Caloplaca chrysodeta"
"NBNORG0000080785","Scytinium teretiusculum","British Lichen Society/BLS",265,0,TRUE,"NBNORG0000080785 | Scytinium teretiusculum"
"NBNORG0000118014","Scytinium teretiusculum","British Lichen Society/BLS",265,0,TRUE,"NBNORG0000118014 | Scytinium teretiusculum"
"NBNORG0000080925","Parmotrema reticulatum","British Lichen Society/BLS",266,0,TRUE,"NBNORG0000080925 | Parmotrema reticulatum"
"NBNORG0000082210","Parmotrema reticulatum","British Lichen Society/BLS",266,0,TRUE,"NBNORG0000082210 | Parmotrema reticulatum"
"NBNORG0000080927","Lichenochora coarctatae","British Lichen Society/BLS",267,0,TRUE,"NBNORG0000080927 | Lichenochora coarctatae"
"NBNORG0000108597","Lichenochora coarctatae","British Lichen Society/BLS",267,0,TRUE,"NBNORG0000108597 | Lichenochora coarctatae"
"NBNORG0000080931","Lichenomphalia alpina","British Lichen Society/BLS",268,0,TRUE,"NBNORG0000080931 | Lichenomphalia alpina"
"NBNORG0000118027","Lichenomphalia alpina","British Lichen Society/BLS",268,0,TRUE,"NBNORG0000118027 | Lichenomphalia alpina"
"NBNORG0000080932","Lichenomphalia hudsoniana","British Lichen Society/BLS",269,0,TRUE,"NBNORG0000080932 | Lichenomphalia hudsoniana"
"NBNORG0000118028","Lichenomphalia hudsoniana","British Lichen Society/BLS",269,0,TRUE,"NBNORG0000118028 | Lichenomphalia hudsoniana"
"NBNORG0000080934","Lichenomphalia velutina","British Lichen Society/BLS",271,0,TRUE,"NBNORG0000080934 | Lichenomphalia velutina"
"NBNORG0000118030","Lichenomphalia velutina","British Lichen Society/BLS",271,0,TRUE,"NBNORG0000118030 | Lichenomphalia velutina"
"NBNORG0000080948","Lichina confinis","British Lichen Society/BLS",272,0,TRUE,"NBNORG0000080948 | Lichina confinis"
"NBNORG0000120261","Lichina confinis","British Lichen Society/BLS",272,0,TRUE,"NBNORG0000120261 | Lichina confinis"
"NBNORG0000081217","Melanohalea elegantula","British Lichen Society/BLS",273,0,TRUE,"NBNORG0000081217 | Melanohalea elegantula"
"NBNORG0000120358","Melanohalea elegantula","British Lichen Society/BLS",273,0,TRUE,"NBNORG0000120358 | Melanohalea elegantula"
"NBNORG0000123289","Melanohalea elegantula","British Lichen Society/BLS",273,0,TRUE,"NBNORG0000123289 | Melanohalea elegantula"
"NBNORG0000081281","Stictographa lentiginosa","British Lichen Society/BLS",274,0,TRUE,"NBNORG0000081281 | Stictographa lentiginosa"
"NBNORG0000129509","Stictographa lentiginosa","British Lichen Society/BLS",274,0,TRUE,"NBNORG0000129509 | Stictographa lentiginosa"
"NBNORG0000081348","Micarea cinerea f. cinerea","British Lichen Society/BLS",275,0,TRUE,"NBNORG0000081348 | Micarea cinerea f. cinerea"
"NBNORG0000118057","Micarea cinerea f. cinerea","British Lichen Society/BLS",275,0,TRUE,"NBNORG0000118057 | Micarea cinerea f. cinerea"
"NBNORG0000081349","Micarea cinerea f. tenuispora","British Lichen Society/BLS",276,0,TRUE,"NBNORG0000081349 | Micarea cinerea f. tenuispora"
"NBNORG0000118058","Micarea cinerea f. tenuispora","British Lichen Society/BLS",276,0,TRUE,"NBNORG0000118058 | Micarea cinerea f. tenuispora"
"NBNORG0000081448","Miriquidica complanata f. complanata","British Lichen Society/BLS",277,0,TRUE,"NBNORG0000081448 | Miriquidica complanata f. complanata"
"NBNORG0000118066","Miriquidica complanata f. complanata","British Lichen Society/BLS",277,0,TRUE,"NBNORG0000118066 | Miriquidica complanata f. complanata"
"NBNORG0000081449","Miriquidica complanata f. sorediata","British Lichen Society/BLS",278,0,TRUE,"NBNORG0000081449 | Miriquidica complanata f. sorediata"
"NBNORG0000118067","Miriquidica complanata f. sorediata","British Lichen Society/BLS",278,0,TRUE,"NBNORG0000118067 | Miriquidica complanata f. sorediata"
"NBNORG0000081470","Mniaecia jungermanniae","British Lichen Society/BLS",279,0,TRUE,"NBNORG0000081470 | Mniaecia jungermanniae"
"NBNORG0000082397","Mniaecia jungermanniae","British Lichen Society/BLS",279,0,TRUE,"NBNORG0000082397 | Mniaecia jungermanniae"
"NBNORG0000081696","Mycoblastus sanguinarius f. leprosus","British Lichen Society/BLS",280,0,TRUE,"NBNORG0000081696 | Mycoblastus sanguinarius f. leprosus"
"NBNORG0000118088","Mycoblastus sanguinarius f. leprosus","British Lichen Society/BLS",280,0,TRUE,"NBNORG0000118088 | Mycoblastus sanguinarius f. leprosus"
"NBNORG0000081697","Mycoblastus sanguinarius f. sanguinarius","British Lichen Society/BLS",281,0,TRUE,"NBNORG0000081697 | Mycoblastus sanguinarius f. sanguinarius"
"NBNORG0000118089","Mycoblastus sanguinarius f. sanguinarius","British Lichen Society/BLS",281,0,TRUE,"NBNORG0000118089 | Mycoblastus sanguinarius f. sanguinarius"
"NBNORG0000081964","Ochrolechia frigida f. frigida","British Lichen Society/BLS",282,0,TRUE,"NBNORG0000081964 | Ochrolechia frigida f. frigida"
"NBNORG0000118100","Ochrolechia frigida f. frigida","British Lichen Society/BLS",282,0,TRUE,"NBNORG0000118100 | Ochrolechia frigida f. frigida"
"NBNORG0000081965","Ochrolechia frigida f. lapuensis","British Lichen Society/BLS",283,0,TRUE,"NBNORG0000081965 | Ochrolechia frigida f. lapuensis"
"NBNORG0000118101","Ochrolechia frigida f. lapuensis","British Lichen Society/BLS",283,0,TRUE,"NBNORG0000118101 | Ochrolechia frigida f. lapuensis"
"NBNORG0000082064","Enterographa zonata","British Lichen Society/BLS",284,0,TRUE,"NBNORG0000082064 | Enterographa zonata"
"NBNORG0000129501","Enterographa zonata","British Lichen Society/BLS",284,0,TRUE,"NBNORG0000129501 | Enterographa zonata"
"NBNORG0000082065","Phacographa zwackhii","British Lichen Society/BLS",285,0,TRUE,"NBNORG0000082065 | Phacographa zwackhii"
"NBNORG0000118136","Phacographa zwackhii","British Lichen Society/BLS",285,0,TRUE,"NBNORG0000118136 | Phacographa zwackhii"
"NBNORG0000082165","Pannaria conoplea","British Lichen Society/BLS",286,0,TRUE,"NBNORG0000082165 | Pannaria conoplea"
"NBNORG0000118116","Pannaria conoplea","British Lichen Society/BLS",286,0,TRUE,"NBNORG0000118116 | Pannaria conoplea"
"NBNORG0000082166","Pannaria hookeri","British Lichen Society/BLS",287,0,TRUE,"NBNORG0000082166 | Pannaria hookeri"
"NBNORG0000118117","Pannaria hookeri","British Lichen Society/BLS",287,0,TRUE,"NBNORG0000118117 | Pannaria hookeri"
"NBNORG0000082184","Paranectria oropensis subsp. oropensis","British Lichen Society/BLS",288,0,TRUE,"NBNORG0000082184 | Paranectria oropensis subsp. oropensis"
"NBNORG0000118120","Paranectria oropensis subsp. oropensis","British Lichen Society/BLS",288,0,TRUE,"NBNORG0000118120 | Paranectria oropensis subsp. oropensis"
"NBNORG0000082352","Lepra amara","British Lichen Society/BLS",289,0,TRUE,"NBNORG0000082352 | Lepra amara"
"NBNORG0000118129","Lepra amara","British Lichen Society/BLS",289,0,TRUE,"NBNORG0000118129 | Lepra amara"
"NBNORG0000082359","Varicellaria hemisphaerica","British Lichen Society/BLS",290,0,TRUE,"NBNORG0000082359 | Varicellaria hemisphaerica"
"NBNORG0000122191","Varicellaria hemisphaerica","British Lichen Society/BLS",290,0,TRUE,"NBNORG0000122191 | Varicellaria hemisphaerica"
"NBNORG0000082707","Physcia clementei","British Lichen Society/BLS",291,0,TRUE,"NBNORG0000082707 | Physcia clementei"
"NBNORG0000118153","Physcia clementei","British Lichen Society/BLS",291,0,TRUE,"NBNORG0000118153 | Physcia clementei"
"NBNORG0000082943","Polycoccum microsticticum","British Lichen Society/BLS",292,0,TRUE,"NBNORG0000082943 | Polycoccum microsticticum"
"NBNORG0000108627","Polycoccum microsticticum","British Lichen Society/BLS",292,0,TRUE,"NBNORG0000108627 | Polycoccum microsticticum"
"NBNORG0000082979","Acarospora subfuscescens","British Lichen Society/BLS",293,0,TRUE,"NBNORG0000082979 | Acarospora subfuscescens"
"NBNORG0000108628","Acarospora subfuscescens","British Lichen Society/BLS",293,0,TRUE,"NBNORG0000108628 | Acarospora subfuscescens"
"NBNORG0000122725","Acarospora subfuscescens","British Lichen Society/BLS",293,0,TRUE,"NBNORG0000122725 | Acarospora subfuscescens"
"NBNORG0000082999","Porina atlantica","British Lichen Society/BLS",295,0,TRUE,"NBNORG0000082999 | Porina atlantica"
"NBNORG0000083008","Porina atlantica","British Lichen Society/BLS",295,0,TRUE,"NBNORG0000083008 | Porina atlantica"
"NBNORG0000083012","Porocyphus kenmorensis","British Lichen Society/BLS",296,0,TRUE,"NBNORG0000083012 | Porocyphus kenmorensis"
"NBNORG0000118177","Porocyphus kenmorensis","British Lichen Society/BLS",296,0,TRUE,"NBNORG0000118177 | Porocyphus kenmorensis"
"NBNORG0000083013","Porocyphus leptogiella","British Lichen Society/BLS",297,0,TRUE,"NBNORG0000083013 | Porocyphus leptogiella"
"NBNORG0000118178","Porocyphus leptogiella","British Lichen Society/BLS",297,0,TRUE,"NBNORG0000118178 | Porocyphus leptogiella"
"NBNORG0000083027","Porpidia islandica","British Lichen Society/BLS",298,0,TRUE,"NBNORG0000083027 | Porpidia islandica"
"NBNORG0000118181","Porpidia islandica","British Lichen Society/BLS",298,0,TRUE,"NBNORG0000118181 | Porpidia islandica"
"NBNORG0000083031","Porpidia macrocarpa f. macrocarpa","British Lichen Society/BLS",299,0,TRUE,"NBNORG0000083031 | Porpidia macrocarpa f. macrocarpa"
"NBNORG0000118182","Porpidia macrocarpa f. macrocarpa","British Lichen Society/BLS",299,0,TRUE,"NBNORG0000118182 | Porpidia macrocarpa f. macrocarpa"
"NBNORG0000083036","Porpidia striata","British Lichen Society/BLS",300,0,TRUE,"NBNORG0000083036 | Porpidia striata"
"NBNORG0000118183","Porpidia striata","British Lichen Society/BLS",300,0,TRUE,"NBNORG0000118183 | Porpidia striata"
"NBNORG0000083037","Porpidia superba f. sorediata","British Lichen Society/BLS",301,0,TRUE,"NBNORG0000083037 | Porpidia superba f. sorediata"
"NBNORG0000118184","Porpidia superba f. sorediata","British Lichen Society/BLS",301,0,TRUE,"NBNORG0000118184 | Porpidia superba f. sorediata"
"NBNORG0000083038","Porpidia superba f. superba","British Lichen Society/BLS",302,0,TRUE,"NBNORG0000083038 | Porpidia superba f. superba"
"NBNORG0000118185","Porpidia superba f. superba","British Lichen Society/BLS",302,0,TRUE,"NBNORG0000118185 | Porpidia superba f. superba"
"NBNORG0000083073","Xenonectriella streimannii","British Lichen Society/BLS",303,0,TRUE,"NBNORG0000083073 | Xenonectriella streimannii"
