organism_key,taxon,km100,km10,coord_system
NBNORG0000008961,Pyrrhosoma nymphula,NO,00 01 02 03 04 05 06 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 41 42 43 45 48 49 51 52 53 54 55 56 59 65 69 78 79 88 89 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NR,24 25 26 27 35 36 37 38 39 44 45 46 49 56 57 61 62 64 65 67 68 70 71 72 73 74 75 76 77 78 79 83 84 85 86 87 88 89 93 94 95 96 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NS,02 03 06 07 08 15 18 19 21 24 27 28 33 34 35 36 37 38 39 40 42 43 45 46 47 48 49 53 54 55 56 57 58 59 60 62 63 64 65 66 67 69 70 71 72 75 76 77 78 79 80 85 86 87 88 89 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NT,00 01 05 06 07 08 09 10 11 13 14 15 16 17 18 19 20 23 24 25 26 27 28 31 33 35 36 37 40 41 42 43 45 46 47 48 50 51 52 53 54 55 56 57 58 64 68 74 81 86 90 93 96,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NU,00 03 04 11 12 13 20,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NW,96,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NX,05 06 15 16 17 25 26 27 28 33 34 35 36 37 38 43 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NY,00 01 02 03 04 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 42 43 44 45 46 47 48 51 52 53 55 56 57 60 62 66 67 68 69 70 71 77 78 83 86 87 88 93 95 96 97,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,NZ,00 02 03 04 05 06 07 08 09 11 13 14 15 16 17 18 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 41 42 43 44 50 51 52 60 61 70 71 80 90,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SC,26 27 37 39 48 49,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SD,17 18 19 27 28 29 30 33 37 38 39 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 69 70 71 72 73 74 75 77 80 81 82 83 85 86 90 91 92 93 94 95,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SE,00 01 02 03 04 05 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 48 49 50 51 53 54 55 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 86 87 88 89 90 91 92 93 94 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SH,12 13 22 23 27 28 32 33 34 37 38 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 81 82 83 84 85 86 87 91 92 93 94 95 96 97,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SJ,00 01 02 03 04 05 06 07 10 11 12 13 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SK,00 01 02 04 05 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 78 79 80 81 83 86 88 89 90 91 95 96 97,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SM,70 72 73 80 81 82 83 90 91 92 93,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SN,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 31 32 33 34 35 40 41 42 43 45 46 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 95 96 97 98,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SO,00 01 02 03 04 05 06 07 09 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 30 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SR,89 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SS,09 20 21 30 31 40 41 42 43 48 49 50 51 53 54 58 59 60 61 62 63 64 69 71 72 73 74 78 79 80 81 82 83 84 87 88 89 90 91 92 94 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,ST,00 01 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 25 27 28 29 30 31 32 33 34 35 36 38 39 40 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 64 65 66 67 68 69 71 73 74 75 76 77 78 79 84 85 86 87 88 89 90 94 95 96 97 98,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SU,00 01 03 06 07 08 09 10 11 12 13 18 19 20 21 22 23 24 25 26 28 29 30 31 32 33 34 35 36 38 39 40 41 42 43 44 46 47 48 49 50 51 53 54 56 57 58 59 60 61 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SW,32 33 43 53 54 61 62 63 64 71 72 73 74 75 84 85 94 95 96,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SX,05 06 07 15 16 17 18 25 27 29 35 36 37 38 39 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 73 74 75 76 77 78 84 85 86 87 88 89 95 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SY,08 09 18 19 29 39 49 59 66 68 69 78 79 88 89 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,SZ,08 09 19 29 38 39 47 48 49 57 58 59 68 89 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TA,00 01 02 03 04 08 13,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TF,00 02 07 10 11 12 13 15 16 17 18 20 25 26 38 40 41 46 47 48 49 55 57 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50 54 55 56 57 59 61 62 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TM,01 02 03 04 05 06 07 08 09 11 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 89 91 92 93 94 95 96 99,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TR,01 03 04 05 06 13 14 15 16 23 24 25 26 35 36,OSGB
NBNORG0000008961,Pyrrhosoma nymphula,TV,59 69,OSGB
NBNORG0000008962,Ischnura pumilio,SH,23 33 44 46 47 48 57 75 83,OSGB
NBNORG0000008962,Ischnura pumilio,SJ,43 85,OSGB
NBNORG0000008962,Ischnura pumilio,SM,72 80,OSGB
NBNORG0000008962,Ischnura pumilio,SN,00 01 02 03 12 13 31 40 53 61 62 90 91 92,OSGB
NBNORG0000008962,Ischnura pumilio,SO,00 03 06 10 14 17 20 21 24 44 57 61,OSGB
NBNORG0000008962,Ischnura pumilio,SP,05 36,OSGB
NBNORG0000008962,Ischnura pumilio,SR,89,OSGB
NBNORG0000008962,Ischnura pumilio,SS,50 59 64 69 88 89 98,OSGB
NBNORG0000008962,Ischnura pumilio,ST,08 17 19 28 58 76,OSGB
NBNORG0000008962,Ischnura pumilio,SU,09 11 12 20 21 30 40 66 85 95,OSGB
NBNORG0000008962,Ischnura pumilio,SW,53 64 73 74 85 96 97,OSGB
NBNORG0000008962,Ischnura pumilio,SX,05 18 27 55 56 59 67 87,OSGB
NBNORG0000008962,Ischnura pumilio,SY,67 88 98 99,OSGB
NBNORG0000008962,Ischnura pumilio,SZ,09 39,OSGB
NBNORG0000008962,Ischnura pumilio,TF,62,OSGB
NBNORG0000008962,Ischnura pumilio,TG,42,OSGB
NBNORG0000008962,Ischnura pumilio,TL,02,OSGB
NBNORG0000008963,Enallagma cyathigerum,HU,28 36 37 38 45 47 48 49,OSGB
NBNORG0000008963,Enallagma cyathigerum,HY,20 22 30 32 33 40 43 64,OSGB
NBNORG0000008963,Enallagma cyathigerum,NB,11 32 33 90 91,OSGB
NBNORG0000008963,Enallagma cyathigerum,NC,01 02 10 12 13 14 21 23 25 30 31 32 37 41 44 46 60 64 65 66 73 74 75 76 80 81 83 84 85 96,OSGB
NBNORG0000008963,Enallagma cyathigerum,ND,05 23 27 29 36 39,OSGB
NBNORG0000008963,Enallagma cyathigerum,NF,60 71 72 73 75 76 83 85 86 96,OSGB
NBNORG0000008963,Enallagma cyathigerum,NG,19 25 30 40 41 42 43 51 60 61 62 63 72 73 74 77 78 83 85 87 88 89 92 93 94 95 96 97 98,OSGB
NBNORG0000008963,Enallagma cyathigerum,NH,05 06 10 12 21 22 23 26 29 30 31 32 33 34 35 36 40 41 42 43 44 45 46 51 52 53 54 55 56 57 59 62 63 64 65 66 67 70 73 74 75 76 77 78 79 80 81 85 87 90 91 92 93 94 95 96 98,OSGB
NBNORG0000008963,Enallagma cyathigerum,NJ,01 02 03 04 05 11 14 15 22 25 26 30 31 35 36 40 41 42 50 53 54 61 62 63 64 70 71 74 80 83 90 91 93 95,OSGB
NBNORG0000008963,Enallagma cyathigerum,NK,02 03 04 05,OSGB
NBNORG0000008963,Enallagma cyathigerum,NL,93 94,OSGB
NBNORG0000008963,Enallagma cyathigerum,NM,04 25 26 34 39 45 46 48 49 52 53 56 57 63 64 65 66 67 70 71 74 76 80 81 82 83 84 90 91 92 93 94 95 96 97,OSGB
NBNORG0000008963,Enallagma cyathigerum,NN,00 02 03 04 05 06 07 12 14 17 18 24 25 28 31 34 36 37 40 43 45 48 50 52 53 54 55 60 63 66 68 69 70 71 74 75 76 79 80 81 82 83 84 85 86 89 91 94 95 96,OSGB
NBNORG0000008963,Enallagma cyathigerum,NO,01 02 04 05 06 10 11 12 13 14 16 19 20 21 22 23 24 26 29 30 31 33 35 36 37 39 41 42 43 45 49 51 53 54 55 56 59 63 65 69 79,OSGB
NBNORG0000008963,Enallagma cyathigerum,NR,24 25 26 27 34 36 37 39 46 56 61 62 64 65 67 71 72 73 74 75 76 77 78 79 84 85 86 87 88 89 93 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,NS,03 05 06 15 24 26 33 34 35 36 37 39 40 43 45 46 47 48 49 51 55 56 57 59 62 65 66 67 69 71 75 76 77 78 79 80 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,NT,00 01 06 07 09 10 11 14 15 16 17 18 19 20 24 25 26 27 28 31 33 35 36 37 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 62 63 64 66 67 72 73 74 75 82 83 85 86 90 93 95 96,OSGB
NBNORG0000008963,Enallagma cyathigerum,NU,00 01 02 03 04 11 12 13 14 20 21 22,OSGB
NBNORG0000008963,Enallagma cyathigerum,NX,05 07 16 17 25 26 33 34 35 36 37 40 43 44 45 46 47 48 55 56 57 64 65 66 67 75 76 77 78 79 84 85 86 87 89 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,NY,00 01 02 03 06 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 25 26 27 28 30 32 35 36 37 38 42 44 45 46 47 51 52 53 55 56 57 60 63 65 66 69 70 76 77 78 87 94 95 97 98,OSGB
NBNORG0000008963,Enallagma cyathigerum,NZ,00 02 03 04 05 06 07 08 09 13 14 15 16 17 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 41 42 43 44 50 51 52 61 71 80 90,OSGB
NBNORG0000008963,Enallagma cyathigerum,SC,26 27 37 39 48,OSGB
NBNORG0000008963,Enallagma cyathigerum,SD,09 17 18 19 20 21 26 27 28 29 30 31 32 33 34 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 68 69 70 71 72 73 74 75 76 80 81 82 83 84 86 90 91 92,OSGB
NBNORG0000008963,Enallagma cyathigerum,SE,00 01 03 04 05 10 11 12 14 15 16 19 20 21 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 48 50 51 53 54 55 57 58 60 61 62 63 64 65 66 68 69 70 71 72 73 74 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SH,12 22 23 28 33 34 36 37 38 39 43 44 45 46 47 48 49 52 53 54 55 56 57 58 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 80 81 83 84 85 86 87 88 90 93 94 95 96 97,OSGB
NBNORG0000008963,Enallagma cyathigerum,SJ,00 01 02 04 05 06 07 08 10 11 12 13 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SK,00 01 02 04 05 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 25 26 27 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96 97,OSGB
NBNORG0000008963,Enallagma cyathigerum,SM,70 72 73 80 81 82 83 90 91 92 93,OSGB
NBNORG0000008963,Enallagma cyathigerum,SN,00 01 02 03 10 11 12 13 14 20 21 22 24 25 30 31 32 33 34 35 40 41 42 43 44 45 50 51 52 53 54 55 57 58 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 84 86 87 89 90 91 92 93 95 96 97 98,OSGB
NBNORG0000008963,Enallagma cyathigerum,SO,00 02 03 04 05 06 08 09 10 11 12 13 14 15 16 17 19 20 21 23 24 25 26 27 28 30 34 35 36 37 38 39 41 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SR,89 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SS,09 14 19 20 21 30 31 32 40 41 42 43 48 49 50 51 53 54 58 59 60 61 62 63 64 69 71 72 73 74 78 79 80 81 83 88 89 91 92 93 94 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,ST,01 02 03 04 06 07 08 09 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 47 48 50 51 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SU,00 01 02 03 04 07 08 09 10 11 13 16 17 18 19 20 21 22 24 25 26 28 29 30 31 32 33 34 36 38 39 40 41 42 43 44 46 47 48 49 50 51 53 56 57 58 59 60 62 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SW,32 42 43 53 54 61 62 63 64 71 72 73 74 75 83 84 85 87 94 95 96 97,OSGB
NBNORG0000008963,Enallagma cyathigerum,SX,05 06 07 15 17 18 26 27 29 35 37 38 39 45 46 47 49 55 56 57 58 59 64 65 66 67 68 73 74 75 77 78 79 84 85 86 87 88 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SY,08 09 19 29 39 49 58 59 67 68 69 78 79 88 89 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,SZ,08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89,OSGB
NBNORG0000008963,Enallagma cyathigerum,TA,00 01 02 03 04 05 06 08 10 11 12 13 14 15 17 18 22 26 27 30 41,OSGB
NBNORG0000008963,Enallagma cyathigerum,TF,00 01 02 06 07 09 10 11 12 13 15 16 17 18 20 21 22 24 25 26 27 28 30 31 32 33 35 36 37 38 40 41 45 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
NBNORG0000008963,Enallagma cyathigerum,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51,OSGB
NBNORG0000008963,Enallagma cyathigerum,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 62 63 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,TM,01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
NBNORG0000008963,Enallagma cyathigerum,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 99,OSGB
NBNORG0000008963,Enallagma cyathigerum,TR,01 02 03 04 05 06 13 14 15 16 23 24 25 26 34 35 36 37,OSGB
NBNORG0000008963,Enallagma cyathigerum,TV,59,OSGB
NBNORG0000008964,Coenagrion mercuriale,SH,48,OSGB
NBNORG0000008964,Coenagrion mercuriale,SN,03 12 13,OSGB
NBNORG0000008964,Coenagrion mercuriale,SP,40,OSGB
NBNORG0000008964,Coenagrion mercuriale,SS,48 49 59,OSGB
NBNORG0000008964,Coenagrion mercuriale,SU,10 11 20 30 32 33 40 41 42 49,OSGB
NBNORG0000008964,Coenagrion mercuriale,SX,59 68 69,OSGB
NBNORG0000008964,Coenagrion mercuriale,SY,08 09 88 98,OSGB
NBNORG0000008964,Coenagrion mercuriale,SZ,19 29 39,OSGB
NBNORG0000008966,Coenagrion pulchellum,NM,82 83 93,OSGB
NBNORG0000008966,Coenagrion pulchellum,NT,00,OSGB
NBNORG0000008966,Coenagrion pulchellum,NX,46 55 65 76 77 85 86,OSGB
NBNORG0000008966,Coenagrion pulchellum,NY,00 08 18,OSGB
NBNORG0000008966,Coenagrion pulchellum,SE,80 82 90,OSGB
NBNORG0000008966,Coenagrion pulchellum,SH,27 37 43 46 47 48 53 57 58,OSGB
NBNORG0000008966,Coenagrion pulchellum,SJ,37 45 50 54 56 57 75,OSGB
NBNORG0000008966,Coenagrion pulchellum,SK,61 71 72 73 79 83 97,OSGB
NBNORG0000008966,Coenagrion pulchellum,SO,12,OSGB
NBNORG0000008966,Coenagrion pulchellum,SP,41 95 98,OSGB
NBNORG0000008966,Coenagrion pulchellum,SS,69 79,OSGB
NBNORG0000008966,Coenagrion pulchellum,ST,32 33 34 42 43 44 46 47,OSGB
NBNORG0000008966,Coenagrion pulchellum,SU,49 59 67 80 85 88 91 98,OSGB
NBNORG0000008966,Coenagrion pulchellum,SZ,39,OSGB
NBNORG0000008966,Coenagrion pulchellum,TF,00 07 10 11 12 13,OSGB
NBNORG0000008966,Coenagrion pulchellum,TG,04 20 30 31 32 40 41 42 50,OSGB
NBNORG0000008966,Coenagrion pulchellum,TL,15 16 19 26 27 28 29 36 37 38 46 47 48 49 56 57 59 68 69 78 87,OSGB
NBNORG0000008966,Coenagrion pulchellum,TM,39 46 49 59,OSGB
NBNORG0000008966,Coenagrion pulchellum,TQ,01 07 11 22 40 41 60 61 70 81 82 91 92 96,OSGB
NBNORG0000008966,Coenagrion pulchellum,TR,01 06 15 16 26 35 36,OSGB
NBNORG0000008967,Coenagrion puella,NH,54 80,OSGB
NBNORG0000008967,Coenagrion puella,NJ,71 80,OSGB
