"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Anoplius concinnus","NHMSYS0000875305","01","05","30","09","Adult"
"Anoplius infuscatus","NHMSYS0000875307","01","04","30","09","Adult"
"Anoplius nigerrimus","NHMSYS0000875308","01","04","31","10","Adult"
"Anoplius viaticus","NHMSYS0000873209","01","02","30","11","Adult"
"Anteon arcuatum","NHMSYS0000875314","01","05","31","07","Adult"
"Anteon brachycerum","NHMSYS0000875317","01","04","30","06","Adult"
"Anteon ephippiger","NHMSYS0000875331","01","06","30","09","Adult"
"Anteon exiguum","NBNSYS0100001577","01","06","31","08","Adult"
"Anteon flavicorne","NHMSYS0000875333","01","05","31","07","Adult"
"Anteon fulviventre","NHMSYS0000875338","01","05","30","09","Adult"
"Anteon gaullei","NHMSYS0000875341","01","06","31","08","Adult"
"Anteon infectum","NHMSYS0000875346","01","05","31","08","Adult"
"Anteon jurineanum","NHMSYS0000875347","01","05","31","07","Adult"
"Anteon pubicorne","NHMSYS0000875365","01","03","31","08","Adult"
"Anteon reticulatum","NHMSYS0000875367","01","07","31","07","Adult"
"Anteon scapulare","NHMSYS0000875369","01","05","31","07","Adult"
"Anteon tripartitum","NHMSYS0000875378","01","05","31","08","Adult"
"Anthidium manicatum","NHMSYS0000875389","01","03","30","09","Adult"
"Anthophora bimaculata","NHMSYS0000875402","01","05","30","09","Adult"
"Anthophora furcata","NHMSYS0000875403","01","04","31","10","Adult"
"Anthophora plumipes","NHMSYS0000875407","01","01","31","08","Adult"
"Anthophora quadrimaculata","NHMSYS0000875408","01","03","30","09","Adult"
"Anthophora retusa","NHMSYS0000875409","01","03","31","08","Adult"
"Aphelopus atratus","NHMSYS0000875415","01","05","30","09","Adult"
"Aphelopus melaleucus","NHMSYS0000875419","01","04","30","09","Adult"
"Aphelopus nigriceps","NHMSYS0000875420","01","05","30","06","Adult"
"Aphelopus querceus","NBNSYS0100001612","01","06","31","07","Adult"
"Aphelopus serratus","NHMSYS0000875421","01","05","31","08","Adult"
"Apis mellifera","NHMSYS0000875423","01","01","30","11","Adult"
"Aporus unicolor","NBNSYS0000009434","01","07","30","09","Adult"
"Arachnospila anceps","NBNSYS0000009416","01","04","31","10","Adult"
"Arachnospila consobrina","NBNSYS0000009417","01","06","31","08","Adult"
"Arachnospila minutula","NHMSYS0000875439","01","05","30","09","Adult"
"Arachnospila rufa","NBNSYS0000009422","01","06","30","09","Adult"
"Arachnospila spissa","NHMSYS0000875440","01","04","30","09","Adult"
"Arachnospila trivialis","NBNSYS0000009418","01","04","31","10","Adult"
"Arachnospila wesmaeli","NBNSYS0000009419","01","05","30","09","Adult"
"Argogorytes fargeii","NHMSYS0000875445","01","05","31","08","Adult"
"Argogorytes mystaceus","NHMSYS0000875446","01","04","31","10","Adult"
"Astata boops","NHMSYS0000875449","01","05","31","10","Adult"
"Auplopus carbonarius","NBNSYS0000009398","01","04","31","10","Adult"
"Bethylus boops","NHMSYS0000875457","01","04","31","12","Adult"
"Bethylus dendrophilus","NHMSYS0000875459","01","06","30","09","Adult"
"Bethylus fuscicornis","NHMSYS0000875461","01","02","31","10","Adult"
"Bombus (Bombus) lucorum","NHMSYS0000875473","01","03","30","09","Adult"
"Bombus barbutellus","NBNSYS0100002024","01","03","31","10","Adult"
"Bombus bohemicus","NBNSYS0100002025","01","01","30","11","Adult"
"Bombus campestris","NHMSYS0000875546","01","04","30","11","Adult"
"Bombus cryptarum","NBNSYS0100002027","01","03","30","11","Adult"
"Bombus cullumanus","NHMSYS0000875550","01","05","30","09","Adult"
"Bombus distinguendus","NHMSYS0000875554","01","01","31","10","Adult"
"Bombus humilis","NHMSYS0000875563","01","01","30","11","Adult"
"Bombus hypnorum","NHMSYS0000875564","01","01","30","11","Adult"
"Bombus jonellus","NHMSYS0000875565","01","02","30","11","Adult"
"Bombus magnus","NBNSYS0000009837","01","03","31","12","Adult"
"Bombus monticola","NHMSYS0000875571","01","02","30","11","Adult"
"Bombus muscorum","NHMSYS0000875572","01","01","31","10","Adult"
"Bombus ruderarius","NHMSYS0000875582","01","03","31","10","Adult"
"Bombus ruderatus","NHMSYS0000875583","01","02","31","10","Adult"
"Bombus rupestris","NBNSYS0100002028","01","02","30","09","Adult"
"Bombus soroeensis","NHMSYS0000875588","01","04","31","10","Adult"
"Bombus subterraneus","NHMSYS0000875592","01","03","30","11","Adult"
"Bombus sylvarum","NHMSYS0000875593","01","02","31","10","Adult"
"Bombus sylvestris","NHMSYS0000875594","01","02","30","11","Adult"
"Bombus vestalis","NBNSYS0100002030","01","01","30","11","Adult"
"Caliadurgus fasciatellus","NBNSYS0000009399","01","05","31","10","Adult"
"Cephalonomia formiciformis","NHMSYS0000875607","01","05","30","09","Adult"
"Cerceris arenaria","NHMSYS0000875625","01","04","30","09","Adult"
"Cerceris quadricincta","NHMSYS0000875631","01","06","30","09","Adult"
"Cerceris quinquefasciata","NHMSYS0000875632","01","06","30","09","Adult"
"Cerceris ruficornis","NHMSYS0000875633","01","06","30","09","Adult"
"Cerceris rybyensis","NHMSYS0000875634","01","04","31","10","Adult"
"Ceropales maculata","NHMSYS0000875637","01","04","30","09","Adult"
"Ceropales variegata","NHMSYS0000875638","01","06","30","09","Adult"
"Chelostoma campanularum","NHMSYS0000875648","01","05","30","09","Adult"
"Chelostoma florisomne","NHMSYS0000875649","01","05","31","08","Adult"
"Chrysis angustula","NHMSYS0000875654","01","01","31","10","Adult"
"Chrysis fulgida","NHMSYS0000875658","01","05","31","08","Adult"
"Chrysis gracillima","NHMSYS0000875659","01","05","30","09","Adult"
"Chrysis ignita sensu lato","NHMSYS0020936552","01","04","31","10","Adult"
"Chrysis illigeri","NHMSYS0000875662","01","04","30","09","Adult"
"Chrysis impressa","NHMSYS0000875663","01","04","30","09","Adult"
"Chrysis longula","NHMSYS0000875664","01","05","30","06","Adult"
"Chrysis mediata","NHMSYS0000875665","01","03","30","09","Adult"
"Chrysis pseudobrevitarsis","NHMSYS0000875667","01","06","30","06","Adult"
"Chrysis ruddii","NHMSYS0000875668","01","05","30","09","Adult"
"Chrysis rutiliventris","NHMSYS0000875669","01","04","30","09","Adult"
"Chrysis schencki","NHMSYS0000875670","01","04","31","08","Adult"
"Chrysis viridula","NHMSYS0000875674","01","04","30","09","Adult"
"Chrysura hirsuta","NHMSYS0000875676","01","05","31","07","Adult"
"Chrysura radians","NHMSYS0000875679","01","04","30","09","Adult"
"Cleptes nitidulus","NHMSYS0000875681","01","05","31","08","Adult"
"Cleptes semiauratus","NHMSYS0000875683","01","05","30","09","Adult"
"Coelioxys (Coelioxys) conoidea","NHMSYS0000875690","01","05","31","08","Adult"
"Coelioxys elongata","NHMSYS0000875700","01","05","30","09","Adult"
"Coelioxys inermis","NHMSYS0000875701","01","05","30","09","Adult"
"Coelioxys mandibularis","NHMSYS0000875702","01","05","31","08","Adult"
"Coelioxys quadridentata","NHMSYS0000875703","01","06","30","09","Adult"
"Coelioxys rufescens","NHMSYS0000875704","01","05","31","12","Adult"
"Colletes cunicularius","NHMSYS0000875722","01","03","30","06","Adult"
"Colletes daviesanus","NHMSYS0000875723","01","04","31","10","Adult"
"Colletes floralis","NHMSYS0000875724","01","06","31","08","Adult"
"Colletes fodiens","NHMSYS0000875725","01","05","30","09","Adult"
"Colletes halophilus","NHMSYS0000875726","01","07","31","10","Adult"
"Colletes hederae","NBNSYS0100002538","01","04","30","11","Adult"
"Colletes marginatus","NHMSYS0000875727","01","06","31","08","Adult"
"Colletes similis","NHMSYS0000875730","01","05","31","10","Adult"
"Colletes succinctus","NHMSYS0000875731","01","01","31","10","Adult"
"Crabro cribrarius","NHMSYS0000875733","01","05","30","09","Adult"
"Crabro peltarius","NHMSYS0000875734","01","05","30","09","Adult"
"Crabro scutellatus","NHMSYS0000875735","01","06","30","09","Adult"
"Crematogaster scutellaris","NHMSYS0000875739","01","04","30","04","Adult"
"Crossocerus annulipes","NHMSYS0000875774","01","01","31","10","Adult"
"Crossocerus binotatus","NHMSYS0000875777","01","05","31","10","Adult"
"Crossocerus capitosus","NHMSYS0000875778","01","03","30","09","Adult"
"Crossocerus cetratus","NHMSYS0000875780","01","05","30","09","Adult"
"Crossocerus congener","NHMSYS0000875782","01","06","30","09","Adult"
"Crossocerus dimidiatus","NHMSYS0000875783","01","05","30","11","Adult"
"Crossocerus distinguendus","NHMSYS0000875784","01","04","30","09","Adult"
"Crossocerus elongatulus","NHMSYS0000875785","01","03","31","10","Adult"
"Crossocerus exiguus","NHMSYS0000875786","01","06","30","09","Adult"
"Crossocerus leucostomus","NHMSYS0000875791","01","05","31","08","Adult"
"Crossocerus megacephalus","NHMSYS0000875792","01","01","31","10","Adult"
"Crossocerus nigritus","NHMSYS0000875793","01","04","30","09","Adult"
"Crossocerus ovalis","NHMSYS0000875794","01","04","30","09","Adult"
"Crossocerus palmipes","NHMSYS0000875797","01","06","31","10","Adult"
"Crossocerus podagricus","NHMSYS0000875798","01","05","31","12","Adult"
"Crossocerus quadrimaculatus","NHMSYS0000875801","01","05","31","10","Adult"
"Crossocerus styrius","NHMSYS0000875804","01","05","31","10","Adult"
"Crossocerus vagabundus","NHMSYS0000875806","01","05","31","08","Adult"
"Crossocerus walkeri","NHMSYS0000875810","01","05","30","09","Adult"
"Crossocerus wesmaeli","NHMSYS0000875811","01","05","31","10","Adult"
"Cryptocheilus notatus [Genus inferred]","NHMSYS0000875815","01","05","30","09","Adult"
"Dasypoda hirtipes","NHMSYS0000875818","01","05","30","09","Adult"
"Didineis lunicornis","NBNSYS0100002844","01","07","31","10","Adult"
"Dinetus pictus","NHMSYS0000875825","01","07","31","07","Adult"
"Diodontus insidiosus","NHMSYS0000875828","01","05","31","10","Adult"
"Diodontus luperus","NHMSYS0000875829","01","05","31","10","Adult"
"Diodontus minutus","NHMSYS0000875830","01","05","31","10","Adult"
"Diodontus tristis","NHMSYS0000875831","01","05","31","10","Adult"
"Dipogon bifasciatus","NBNSYS0000009395","01","05","30","09","Adult"
"Dipogon subintermedius","NBNSYS0000009396","01","04","31","10","Adult"
"Dipogon variegatus","NBNSYS0000009397","01","05","31","10","Adult"
"Dolichovespula norwegica","NHMSYS0000875847","01","04","30","11","Adult"
"Dolichovespula saxonica","NHMSYS0000875848","01","01","30","11","Adult"
"Dryinus collaris","NHMSYS0000875854","01","06","30","06","Adult"
"Dryinus niger","NHMSYS0000875856","01","07","31","07","Adult"
"Dryudella pinguis","NBNSYS0100002902","01","05","30","09","Adult"
"Dufourea halictula","NHMSYS0000875860","01","06","30","06","Adult"
"Dufourea minuta","NBNSYS0000009745","01","06","31","08","Adult"
"Ectemnius borealis","NHMSYS0000875877","01","05","30","09","Adult"
"Ectemnius cavifrons","NHMSYS0000875878","01","01","30","11","Adult"
"Ectemnius cephalotes","NHMSYS0000875879","01","02","31","10","Adult"
"Ectemnius continuus [Genus inferred]","NHMSYS0000875882","01","01","31","10","Adult"
"Ectemnius dives","NHMSYS0000875883","01","05","30","09","Adult"
"Ectemnius lapidarius","NHMSYS0000875885","01","04","30","09","Adult"
"Ectemnius rubicola","NHMSYS0000875893","01","04","30","09","Adult"
"Ectemnius ruficornis","NHMSYS0000875894","01","04","30","09","Adult"
"Ectemnius sexcinctus","NBNSYS0000009512","01","06","30","09","Adult"
"Elampus panzeri","NHMSYS0000875899","01","05","31","08","Adult"
"Embolemus ruddii","NHMSYS0000875903","01","01","31","10","Adult"
"Entomognathus brevis","NHMSYS0000875906","01","05","30","09","Adult"
"Epeolus cruciger","NHMSYS0000875908","01","05","31","10","Adult"
"Epeolus variegatus","NHMSYS0000875912","01","05","31","10","Adult"
"Episyron rufipes","NHMSYS0000875915","01","05","31","10","Adult"
"Epyris bilineatus","NHMSYS0000875918","01","05","30","09","Adult"
"Epyris niger","NHMSYS0000875923","01","04","30","09","Adult"
"Eucera longicornis","NHMSYS0000875930","01","04","31","08","Adult"
"Eucera nigrescens","NHMSYS0000875931","01","05","31","08","Adult"
"Eumenes coarctatus","NHMSYS0000875934","01","05","31","10","Adult"
"Eumenes papillarius","NBNSYS0100003105","01","07","31","08","Adult"
"Euodynerus quadrifasciatus","NHMSYS0000875939","01","05","31","08","Adult"
"Evagetes crassicornis","NBNSYS0000009424","01","04","31","10","Adult"
"Evagetes dubius","NHMSYS0000875943","01","04","31","10","Adult"
"Evagetes pectinipes","NHMSYS0000875944","01","06","30","09","Adult"
"Formica aquilonia","NHMSYS0000875949","01","02","30","11","Adult"
"Formica exsecta","NHMSYS0000875953","01","04","31","10","Adult"
"Formica fusca","NHMSYS0000875954","01","01","30","11","Adult"
"Formica picea [Genus inferred]","NHMSYS0000875960","01","04","30","09","Adult"
"Formica pratensis","NHMSYS0000875961","01","04","30","09","Adult"
"Formica rufibarbis","NHMSYS0000875964","01","03","30","09","Adult"
"Formica sanguinea","NHMSYS0000875966","01","01","31","10","Adult"
"Formicoxenus nitidulus","NHMSYS0000875971","01","01","30","11","Adult"
"Gonatopus albosignatus","NHMSYS0020526926","01","06","31","07","Adult"
"Gonatopus bicolor","NHMSYS0000875975","01","06","31","07","Adult"
"Gonatopus clavipes","NHMSYS0000875976","01","05","30","11","Adult"
"Gonatopus distinguendus","NHMSYS0000875979","01","06","30","11","Adult"
"Gonatopus lunatus","NHMSYS0000875985","01","06","30","09","Adult"
"Gonatopus striatus","NHMSYS0000875994","01","05","31","07","Adult"
"Goniozus claripennis","NHMSYS0000875999","01","05","30","09","Adult"
"Gorytes laticinctus","NHMSYS0000876005","01","05","30","09","Adult"
"Gorytes quadrifasciatus","NHMSYS0000876006","01","06","30","09","Adult"
"Gymnomerus laevipes","NBNSYS0000009446","01","01","31","08","Adult"
"Halictus confusus","NHMSYS0000876021","01","04","31","10","Adult"
"Halictus eurygnathus","NHMSYS0000876022","01","05","30","09","Adult"
"Halictus maculatus","NHMSYS0000876025","01","05","30","09","Adult"
"Halictus rubicundus","NHMSYS0000876030","01","03","31","10","Adult"
"Halictus tumulorum","NHMSYS0000876034","01","03","31","12","Adult"
"Haplogonatopus oratorius","NHMSYS0000876036","01","06","30","06","Adult"
"Harpactus tumidus","NHMSYS0000876038","01","05","30","09","Adult"
"Hedychridium ardens","NHMSYS0000876040","01","05","30","09","Adult"
"Hedychridium coriaceum","NHMSYS0000876041","01","05","31","08","Adult"
"Hedychridium cupreum","NHMSYS0000876042","01","05","31","08","Adult"
"Hedychridium roseum","NHMSYS0000876044","01","06","30","09","Adult"
"Hedychrum niemelai","NHMSYS0000876047","01","05","30","09","Adult"
"Heriades truncorum","NHMSYS0000876052","01","05","30","09","Adult"
"Homonotus sanguinolentus","NHMSYS0000876062","01","06","30","09","Adult"
"Hoplitis claviventris","NHMSYS0000876071","01","01","30","09","Adult"
"Hylaeus brevicornis","NHMSYS0000876098","01","04","30","09","Adult"
"Hylaeus communis","NHMSYS0000876099","01","01","31","10","Adult"
"Hylaeus confusus","NHMSYS0000876100","01","04","30","09","Adult"
"Hylaeus cornutus","NHMSYS0000876101","01","06","30","09","Adult"
"Hylaeus hyalinatus","NHMSYS0000876106","01","03","30","09","Adult"
"Hylaeus incongruus","NHMSYS0020936570","01","04","30","09","Adult"
"Hylaeus pictipes","NHMSYS0000876111","01","04","30","09","Adult"
"Hylaeus signatus","NHMSYS0000876116","01","04","31","10","Adult"
"Lasioglossum albipes","NHMSYS0000876168","01","03","30","11","Adult"
"Lasioglossum angusticeps","NHMSYS0000876169","01","04","30","09","Adult"
"Lasioglossum brevicorne","NHMSYS0000876173","01","05","30","09","Adult"
"Lasioglossum calceatum","NHMSYS0000876174","01","01","30","11","Adult"
"Lasioglossum cupromicans","NHMSYS0000876175","01","04","31","10","Adult"
"Lasioglossum fratellum","NHMSYS0000876178","01","03","31","10","Adult"
"Lasioglossum fulvicorne","NHMSYS0000876180","01","02","31","10","Adult"
"Lasioglossum laevigatum","NHMSYS0000876184","01","03","31","10","Adult"
"Lasioglossum laticeps","NHMSYS0000876185","01","03","30","09","Adult"
"Lasioglossum lativentre","NBNSYS0100003668","01","02","31","10","Adult"
"Lasioglossum leucopus","NBNSYS0100003669","01","03","31","10","Adult"
"Lasioglossum leucozonium","NHMSYS0000876186","01","03","31","12","Adult"
"Lasioglossum malachurum","NBNSYS0100003670","01","02","30","11","Adult"
"Lasioglossum minutissimum","NHMSYS0000876191","01","03","30","11","Adult"
"Lasioglossum morio","NHMSYS0000876193","01","02","30","11","Adult"
"Lasioglossum nitidiusculum","NHMSYS0000876195","01","03","31","10","Adult"
"Lasioglossum parvulum","NHMSYS0000876198","01","02","31","10","Adult"
"Lasioglossum pauperatum","NHMSYS0000876199","01","03","30","09","Adult"
"Lasioglossum pauxillum","NHMSYS0000876200","01","03","31","10","Adult"
"Lasioglossum prasinum","NHMSYS0000876201","01","04","30","11","Adult"
"Lasioglossum punctatissimum","NHMSYS0000876202","01","03","31","10","Adult"
"Lasioglossum puncticolle","NHMSYS0000876203","01","03","31","10","Adult"
"Lasioglossum quadrinotatum","NHMSYS0000876205","01","03","30","09","Adult"
"Lasioglossum rufitarse","NHMSYS0000876206","01","02","31","10","Adult"
"Lasioglossum semilucens","NHMSYS0000876208","01","04","31","10","Adult"
"Lasioglossum sexnotatum","NHMSYS0000876210","01","04","31","08","Adult"
"Lasioglossum villosulum","NHMSYS0000876215","01","02","30","11","Adult"
"Lasioglossum xanthopus","NHMSYS0000876217","01","03","31","10","Adult"
"Lasioglossum zonulum","NHMSYS0000876218","01","03","31","10","Adult"
"Lasius emarginatus","NHMSYS0000876222","01","04","31","08","Adult"
"Lasius meridionalis","NHMSYS0000876225","01","03","31","12","Adult"
"Lasius platythorax","NBNSYS0100003683","01","03","31","12","Adult"
"Lasius sabularum","NBNSYS0100003685","01","04","30","09","Adult"
"Lasius umbratus","NHMSYS0000876228","01","03","31","12","Adult"
"Lestiphorus bicinctus","NHMSYS0000876239","01","06","30","09","Adult"
"Lindenius albilabris","NHMSYS0000876241","01","04","30","09","Adult"
"Lindenius panzeri","NHMSYS0000876242","01","05","30","09","Adult"
"Lindenius pygmaeus","NHMSYS0000876243","01","07","31","07","Adult"
"Linepithema humile","NBNSYS0100003766","01","10","31","10","Adult"
"Lonchodryinus ruficornis","NHMSYS0000876271","01","05","30","09","Adult"
"Macropis europaea","NHMSYS0000876276","01","05","30","09","Adult"
"Megachile centuncularis","NHMSYS0000876295","01","03","30","09","Adult"
"Megachile circumcincta","NHMSYS0000876296","01","05","31","08","Adult"
"Megachile ligniseca","NHMSYS0000876300","01","03","31","10","Adult"
"Megachile maritima","NHMSYS0000876301","01","05","30","09","Adult"
"Megachile versicolor","NHMSYS0000876302","01","04","30","09","Adult"
"Megachile willughbiella","NHMSYS0000876303","01","04","30","09","Adult"
"Melecta albifrons","NHMSYS0000876305","01","03","31","08","Adult"
"Melecta luctuosa","NHMSYS0000876307","01","04","30","06","Adult"
"Melitta dimidiata","NHMSYS0000876311","01","06","31","08","Adult"
"Melitta haemorrhoidalis","NHMSYS0000876312","01","02","31","08","Adult"
"Melitta leporina","NHMSYS0000876313","01","06","30","09","Adult"
"Melitta tricincta","NHMSYS0000876315","01","06","30","09","Adult"
"Mellinus arvensis","NHMSYS0000876318","01","01","30","11","Adult"
"Mellinus crabroneus","NHMSYS0000876319","01","07","31","08","Adult"
"Methocha articulata","NHMSYS0000876326","01","05","30","09","Adult"
"Microdynerus exilis","NHMSYS0000876330","01","05","31","08","Adult"
"Mimesa bicolor","NHMSYS0000876333","01","05","31","08","Adult"
"Mimesa bruxellensis","NHMSYS0000876334","01","06","30","09","Adult"
"Mimesa equestris","NBNSYS0100004083","01","04","30","09","Adult"
"Mimesa lutaria","NHMSYS0000876336","01","05","30","09","Adult"
"Mimumesa atratina","NHMSYS0000876339","01","06","31","08","Adult"
"Mimumesa dahlbomi","NBNSYS0100004089","01","05","31","10","Adult"
"Mimumesa littoralis","NHMSYS0000876342","01","06","30","09","Adult"
"Mimumesa spooneri","NBNSYS0100004091","01","06","30","09","Adult"
"Mimumesa unicolor","NHMSYS0000876343","01","05","30","09","Adult"
"Miscophus ater","NHMSYS0000876345","01","05","30","09","Adult"
"Miscophus concolor","NBNSYS0000009479","01","05","30","09","Adult"
"Monomorium pharaonis","NHMSYS0000876350","01","01","30","11","Adult"
"Monosapyga clavicornis","NHMSYS0000876352","01","05","31","08","Adult"
"Mutilla europaea","NHMSYS0000876354","01","02","30","11","Adult"
"Myrmica hirsuta","NHMSYS0000876362","01","04","31","08","Adult"
"Myrmica karavajevi","NHMSYS0000876363","01","07","31","10","Adult"
"Myrmica lobicornis","NHMSYS0000876365","01","02","31","12","Adult"
"Myrmica lonae","NHMSYS0020545625","01","06","30","06","Adult"
"Myrmica specioides","NHMSYS0000876376","01","03","31","12","Adult"
"Myrmica sulcinodis","NHMSYS0000876377","01","03","30","11","Adult"
"Myrmica vandeli","NHMSYS0000876379","01","09","31","10","Adult"
"Myrmosa atra","NHMSYS0000876382","01","04","31","10","Adult"
"Nitela borealis","NHMSYS0000876393","01","05","31","08","Adult"
"Nitela lucens","NHMSYS0000876394","01","05","30","09","Adult"
"Nomada argentata","NHMSYS0000876400","01","07","30","09","Adult"
"Nomada armata","NHMSYS0000876401","01","06","31","08","Adult"
"Nomada baccata","NHMSYS0000876403","01","06","30","09","Adult"
"Nomada conjungens","NHMSYS0000876410","01","05","31","07","Adult"
"Nomada errans","NHMSYS0000876414","01","07","31","08","Adult"
"Nomada fabriciana","NHMSYS0000876415","01","03","30","09","Adult"
"Nomada ferruginata","NHMSYS0000876418","01","03","31","05","Adult"
"Nomada flava","NHMSYS0000876419","01","03","31","08","Adult"
"Nomada flavoguttata","NHMSYS0000876420","01","02","30","09","Adult"
"Nomada flavopicta","NHMSYS0000876421","01","06","30","09","Adult"
"Nomada fucata","NHMSYS0000876422","01","03","30","09","Adult"
"Nomada fulvicornis","NHMSYS0000876423","01","03","30","09","Adult"
"Nomada goodeniana","NHMSYS0000876427","01","03","30","09","Adult"
"Nomada guttulata","NHMSYS0000876428","01","05","31","07","Adult"
"Nomada hirtipes","NHMSYS0000876430","01","04","30","06","Adult"
"Nomada integra","NHMSYS0000876432","01","04","31","08","Adult"
